FIPS,County Name,State,Avg Temperature (°F),Data Points
01001,"AL: Autauga",AL,66.58,12
01003,"AL: Baldwin County",AL,69.82,12
01005,"AL: Barbour County",AL,66.55,12
01007,"AL: Bibb County",AL,64.99,12
01009,"AL: Blount County",AL,63.30,12
01011,"AL: Bullock County",AL,66.07,12
01013,"AL: Butler County",AL,66.98,12
01015,"AL: Calhoun County",AL,63.44,12
01017,"AL: Chambers County",AL,63.07,12
01019,"AL: Cherokee County",AL,62.84,12
01021,"AL: Chilton County",AL,65.20,12
01023,"AL: Choctaw County",AL,67.14,12
01025,"AL: Clarke County",AL,67.34,12
01027,"AL: Clay County",AL,62.93,12
01029,"AL: Cleburne County",AL,62.55,12
01031,"AL: Coffee County",AL,67.39,12
01033,"AL: Colbert County",AL,62.53,12
01035,"AL: Conecuh County",AL,67.42,12
01037,"AL: Coosa County",AL,64.51,12
01039,"AL: Covington County",AL,67.77,12
01041,"AL: Crenshaw County",AL,66.78,12
01043,"AL: Cullman County",AL,62.99,12
01045,"AL: Dale County",AL,67.53,12
01047,"AL: Dallas County",AL,67.04,12
01049,"AL: DeKalb County",AL,61.44,12
01051,"AL: Elmore County",AL,65.91,12
01053,"AL: Escambia County",AL,68.18,12
01055,"AL: Etowah County",AL,63.13,12
01057,"AL: Fayette County",AL,64.06,12
01059,"AL: Franklin County",AL,62.54,12
01061,"AL: Geneva County",AL,68.03,12
01063,"AL: Greene County",AL,65.91,12
01065,"AL: Hale County",AL,65.94,12
01067,"AL: Henry County",AL,67.58,12
01069,"AL: Houston County",AL,68.38,12
01071,"AL: Jackson County",AL,61.71,12
01073,"AL: Jefferson County",AL,64.40,12
01075,"AL: Lamar County",AL,64.55,12
01077,"AL: Lauderdale County",AL,61.82,12
01079,"AL: Lawrence County",AL,62.14,12
01081,"AL: Lee County",AL,64.09,12
01083,"AL: Limestone County",AL,61.95,12
01085,"AL: Lowndes County",AL,67.28,12
01087,"AL: Macon County",AL,65.51,12
01089,"AL: Madison County",AL,62.15,12
01091,"AL: Marengo County",AL,66.81,12
01093,"AL: Marion County",AL,63.32,12
01095,"AL: Marshall County",AL,62.72,12
01097,"AL: Mobile County",AL,69.70,12
01099,"AL: Monroe County",AL,67.45,12
01101,"AL: Montgomery County",AL,66.92,12
01103,"AL: Morgan County",AL,62.64,12
01105,"AL: Perry County",AL,66.03,12
01107,"AL: Pickens County",AL,65.46,12
01109,"AL: Pike County",AL,66.71,12
01111,"AL: Randolph County",AL,62.94,12
01113,"AL: Russell County",AL,65.54,12
01115,"AL: St. Clair County",AL,63.50,12
01117,"AL: Shelby County",AL,64.49,12
01119,"AL: Sumter County",AL,66.37,12
01121,"AL: Talladega County",AL,64.00,12
01123,"AL: Tallapoosa County",AL,63.74,12
01125,"AL: Tuscaloosa County",AL,64.86,12
01127,"AL: Walker County",AL,63.80,12
01129,"AL: Washington County",AL,67.93,12
01131,"AL: Wilcox County",AL,67.28,12
01133,"AL: Winston County",AL,62.44,12
02001,"AZ: Apache County",AZ,50.67,12
02003,"AZ: Cochise County",AZ,62.02,12
02005,"AZ: Coconino County",AZ,52.77,12
02007,"AZ: Gila County",AZ,60.36,12
02009,"AZ: Graham County",AZ,61.90,12
02011,"AZ: Greenlee County",AZ,57.41,12
02012,"AZ: La Paz County",AZ,71.82,12
02013,"AZ: Maricopa County",AZ,71.04,12
02015,"AZ: Mohave County",AZ,62.21,12
02017,"AZ: Navajo County",AZ,52.21,12
02019,"AZ: Pima County",AZ,68.37,12
02021,"AZ: Pinal County",AZ,69.76,12
02023,"AZ: Santa Cruz County",AZ,61.43,12
02025,"AZ: Yavapai County",AZ,59.77,12
02027,"AZ: Yuma County",AZ,72.71,12
03001,"AR: Arkansas County",AR,65.07,12
03003,"AR: Ashley County",AR,66.42,12
03005,"AR: Baxter County",AR,59.80,12
03007,"AR: Benton County",AR,59.74,12
03009,"AR: Boone County",AR,59.27,12
03011,"AR: Bradley County",AR,65.62,12
03013,"AR: Calhoun County",AR,65.04,12
03015,"AR: Carroll County",AR,59.17,12
03017,"AR: Chicot County",AR,66.59,12
03019,"AR: Clark County",AR,63.80,12
03021,"AR: Clay County",AR,61.53,12
03023,"AR: Cleburne County",AR,61.91,12
03025,"AR: Cleveland County",AR,64.85,12
03027,"AR: Columbia County",AR,65.09,12
03029,"AR: Conway County",AR,62.84,12
03031,"AR: Craighead County",AR,62.31,12
03033,"AR: Crawford County",AR,62.07,12
03035,"AR: Crittenden County",AR,64.02,12
03037,"AR: Cross County",AR,63.57,12
03039,"AR: Dallas County",AR,64.06,12
03041,"AR: Desha County",AR,65.52,12
03043,"AR: Drew County",AR,65.87,12
03045,"AR: Faulkner County",AR,63.05,12
03047,"AR: Franklin County",AR,61.73,12
03049,"AR: Fulton County",AR,60.02,12
03051,"AR: Garland County",AR,63.08,12
03053,"AR: Grant County",AR,64.19,12
03055,"AR: Greene County",AR,61.86,12
03057,"AR: Hempstead County",AR,64.38,12
03059,"AR: Hot Spring County",AR,63.75,12
03061,"AR: Howard County",AR,63.18,12
03063,"AR: Independence County",AR,61.36,12
03065,"AR: Izard County",AR,60.20,12
03067,"AR: Jackson County",AR,62.04,12
03069,"AR: Jefferson County",AR,64.85,12
03071,"AR: Johnson County",AR,61.06,12
03073,"AR: Lafayette County",AR,65.90,12
03075,"AR: Lawrence County",AR,61.35,12
03077,"AR: Lee County",AR,64.47,12
03079,"AR: Lincoln County",AR,65.49,12
03081,"AR: Little River County",AR,65.38,12
03083,"AR: Logan County",AR,62.57,12
03085,"AR: Lonoke County",AR,64.10,12
03087,"AR: Madison County",AR,58.94,12
03089,"AR: Marion County",AR,59.63,12
03091,"AR: Miller County",AR,66.55,12
03093,"AR: Mississippi County",AR,62.57,12
03095,"AR: Monroe County",AR,64.62,12
03097,"AR: Montgomery County",AR,62.51,12
03099,"AR: Nevada County",AR,64.07,12
03101,"AR: Newton County",AR,58.62,12
03103,"AR: Ouachita County",AR,64.54,12
03105,"AR: Perry County",AR,63.17,12
03107,"AR: Phillips County",AR,64.72,12
03109,"AR: Pike County",AR,62.99,12
03111,"AR: Poinsett County",AR,62.76,12
03113,"AR: Polk County",AR,61.39,12
03115,"AR: Pope County",AR,61.57,12
03117,"AR: Prairie County",AR,64.33,12
03119,"AR: Pulaski County",AR,63.83,12
03121,"AR: Randolph County",AR,60.96,12
03123,"AR: St. Francis County",AR,64.22,12
03125,"AR: Saline County",AR,63.44,12
03127,"AR: Scott County",AR,62.25,12
03129,"AR: Searcy County",AR,59.26,12
03131,"AR: Sebastian County",AR,63.23,12
03133,"AR: Sevier County",AR,63.96,12
03135,"AR: Sharp County",AR,60.29,12
03137,"AR: Stone County",AR,60.34,12
03139,"AR: Union County",AR,65.69,12
03141,"AR: Van Buren County",AR,60.76,12
03143,"AR: Washington County",AR,59.95,12
03145,"AR: White County",AR,63.16,12
03147,"AR: Woodruff County",AR,63.43,12
03149,"AR: Yell County",AR,62.87,12
04001,"CA: Alameda County",CA,59.19,12
04003,"CA: Alpine County",CA,43.60,12
04005,"CA: Amador County",CA,57.65,12
04007,"CA: Butte County",CA,60.09,12
04009,"CA: Calaveras County",CA,57.99,12
04011,"CA: Colusa County",CA,61.01,12
04013,"CA: Contra Costa County",CA,59.71,12
04015,"CA: Del Norte County",CA,52.13,12
04017,"CA: El Dorado County",CA,53.51,12
04019,"CA: Fresno County",CA,55.30,12
04021,"CA: Glenn County",CA,60.04,12
04023,"CA: Humboldt County",CA,54.18,12
04025,"CA: Imperial County",CA,73.98,12
04027,"CA: Inyo County",CA,59.77,12
04029,"CA: Kern County",CA,61.26,12
04031,"CA: Kings County",CA,64.10,12
04033,"CA: Lake County",CA,56.56,12
04035,"CA: Lassen County",CA,46.46,12
04037,"CA: Los Angeles County",CA,60.37,12
04039,"CA: Madera County",CA,55.93,12
04041,"CA: Marin County",CA,55.94,12
04043,"CA: Mariposa County",CA,54.74,12
04045,"CA: Mendocino County",CA,55.35,12
04047,"CA: Merced County",CA,61.94,12
04049,"CA: Modoc County",CA,47.08,12
04051,"CA: Mono County",CA,43.32,12
04053,"CA: Monterey County",CA,58.30,12
04055,"CA: Napa County",CA,59.00,12
04057,"CA: Nevada County",CA,51.68,12
04059,"CA: Orange County",CA,63.13,12
04061,"CA: Placer County",CA,53.14,12
04063,"CA: Plumas County",CA,46.83,12
04065,"CA: Riverside County",CA,67.98,12
04067,"CA: Sacramento County",CA,62.24,12
04069,"CA: San Benito County",CA,58.52,12
04071,"CA: San Bernardino County",CA,65.84,12
04073,"CA: San Diego County",CA,62.11,12
04075,"CA: San Francisco County",CA,56.86,12
04077,"CA: San Joaquin County",CA,62.28,12
04079,"CA: San Luis Obispo County",CA,58.90,12
04081,"CA: San Mateo County",CA,57.07,12
04083,"CA: Santa Barbara County",CA,57.86,12
04085,"CA: Santa Clara County",CA,58.36,12
04087,"CA: Santa Cruz County",CA,57.63,12
04089,"CA: Shasta County",CA,55.29,12
04091,"CA: Sierra County",CA,46.36,12
04093,"CA: Siskiyou County",CA,49.39,12
04095,"CA: Solano County",CA,60.73,12
04097,"CA: Sonoma County",CA,56.67,12
04099,"CA: Stanislaus County",CA,61.40,12
04101,"CA: Sutter County",CA,63.02,12
04103,"CA: Tehama County",CA,58.66,12
04105,"CA: Trinity County",CA,52.75,12
04107,"CA: Tulare County",CA,54.02,12
04109,"CA: Tuolumne County",CA,49.64,12
04111,"CA: Ventura County",CA,56.78,12
04113,"CA: Yolo County",CA,61.75,12
04115,"CA: Yuba County",CA,60.60,12
05001,"CO: Adams County",CO,49.51,12
05003,"CO: Alamosa County",CO,43.87,12
05005,"CO: Arapahoe County",CO,49.15,12
05007,"CO: Archuleta County",CO,43.94,12
05009,"CO: Baca County",CO,54.49,12
05011,"CO: Bent County",CO,53.78,12
05013,"CO: Boulder County",CO,44.81,12
05014,"CO: Broomfield County",CO,50.62,12
05015,"CO: Chaffee County",CO,38.24,12
05017,"CO: Cheyenne County",CO,51.68,12
05019,"CO: Clear Creek County",CO,37.27,12
05021,"CO: Conejos County",CO,41.09,12
05023,"CO: Costilla County",CO,42.96,12
05025,"CO: Crowley County",CO,52.59,12
05027,"CO: Custer County",CO,42.08,12
05029,"CO: Delta County",CO,47.06,12
05031,"CO: Denver County",CO,50.74,12
05033,"CO: Dolores County",CO,43.25,12
05035,"CO: Douglas County",CO,47.15,12
05037,"CO: Eagle County",CO,39.51,12
05039,"CO: Elbert County",CO,48.16,12
05041,"CO: El Paso County",CO,48.12,12
05043,"CO: Fremont County",CO,45.75,12
05045,"CO: Garfield County",CO,43.63,12
05047,"CO: Gilpin County",CO,39.50,12
05049,"CO: Grand County",CO,37.25,12
05051,"CO: Gunnison County",CO,38.13,12
05053,"CO: Hinsdale County",CO,36.13,12
05055,"CO: Huerfano County",CO,47.64,12
05057,"CO: Jackson County",CO,36.59,12
05059,"CO: Jefferson County",CO,46.14,12
05061,"CO: Kiowa County",CO,52.60,12
05063,"CO: Kit Carson County",CO,51.05,12
05065,"CO: Lake County",CO,34.64,12
05067,"CO: La Plata County",CO,45.09,12
05069,"CO: Larimer County",CO,42.59,12
05071,"CO: Las Animas County",CO,51.73,12
05073,"CO: Lincoln County",CO,50.17,12
05075,"CO: Logan County",CO,49.33,12
05077,"CO: Mesa County",CO,48.01,12
05079,"CO: Mineral County",CO,36.76,12
05081,"CO: Moffat County",CO,43.03,12
05083,"CO: Montezuma County",CO,48.84,12
05085,"CO: Montrose County",CO,48.01,12
05087,"CO: Morgan County",CO,49.34,12
05089,"CO: Otero County",CO,53.59,12
05091,"CO: Ouray County",CO,42.24,12
05093,"CO: Park County",CO,38.26,12
05095,"CO: Phillips County",CO,50.10,12
05097,"CO: Pitkin County",CO,37.86,12
05099,"CO: Prowers County",CO,53.89,12
05101,"CO: Pueblo County",CO,52.94,12
05103,"CO: Rio Blanco County",CO,43.74,12
05105,"CO: Rio Grande County",CO,40.15,12
05107,"CO: Routt County",CO,39.93,12
05109,"CO: Saguache County",CO,39.30,12
05111,"CO: San Juan County",CO,35.39,12
05113,"CO: San Miguel County",CO,45.00,12
05115,"CO: Sedgwick County",CO,49.60,12
05117,"CO: Summit County",CO,35.82,12
05119,"CO: Teller County",CO,39.92,12
05121,"CO: Washington County",CO,49.01,12
05123,"CO: Weld County",CO,48.74,12
05125,"CO: Yuma County",CO,51.09,12
06001,"CT: Fairfield County",CT,53.79,12
06003,"CT: Hartford County",CT,52.52,12
06005,"CT: Litchfield County",CT,50.29,12
06007,"CT: Middlesex County",CT,52.80,12
06009,"CT: New Haven County",CT,52.68,12
06011,"CT: New London County",CT,53.01,12
06013,"CT: Tolland County",CT,51.51,12
06015,"CT: Windham County",CT,51.71,12
07001,"DE: Kent County",DE,57.72,12
07003,"DE: New Castle County",DE,56.86,12
07005,"DE: Sussex County",DE,58.37,12
08001,"FL: Alachua County",FL,71.31,12
08003,"FL: Baker County",FL,70.06,12
08005,"FL: Bay County",FL,70.16,12
08007,"FL: Bradford County",FL,70.90,12
08009,"FL: Brevard County",FL,74.72,12
08011,"FL: Broward County",FL,77.69,12
08013,"FL: Calhoun County",FL,69.50,12
08015,"FL: Charlotte County",FL,75.51,12
08017,"FL: Citrus County",FL,73.04,12
08019,"FL: Clay County",FL,71.80,12
08021,"FL: Collier County",FL,77.14,12
08023,"FL: Columbia County",FL,69.83,12
08027,"FL: DeSoto County",FL,74.83,12
08029,"FL: Dixie County",FL,71.16,12
08031,"FL: Duval County",FL,71.67,12
08033,"FL: Escambia County",FL,70.07,12
08035,"FL: Flagler County",FL,73.19,12
08037,"FL: Franklin County",FL,70.29,12
08039,"FL: Gadsden County",FL,69.58,12
08041,"FL: Gilchrist County",FL,70.92,12
08043,"FL: Glades County",FL,75.31,12
08045,"FL: Gulf County",FL,70.04,12
08047,"FL: Hamilton County",FL,69.06,12
08049,"FL: Hardee County",FL,74.88,12
08051,"FL: Hendry County",FL,75.95,12
08053,"FL: Hernando County",FL,73.65,12
08055,"FL: Highlands County",FL,75.02,12
08057,"FL: Hillsborough County",FL,74.98,12
08059,"FL: Holmes County",FL,68.62,12
08061,"FL: Indian River County",FL,75.08,12
08063,"FL: Jackson County",FL,69.09,12
08065,"FL: Jefferson County",FL,69.88,12
08067,"FL: Lafayette County",FL,70.28,12
08069,"FL: Lake County",FL,74.05,12
08071,"FL: Lee County",FL,76.28,12
08073,"FL: Leon County",FL,70.10,12
08075,"FL: Levy County",FL,72.01,12
08077,"FL: Liberty County",FL,69.75,12
08079,"FL: Madison County",FL,69.37,12
08081,"FL: Manatee County",FL,74.94,12
08083,"FL: Marion County",FL,72.66,12
08085,"FL: Martin County",FL,76.58,12
08086,"FL: Miami-Dade County",FL,78.30,12
08087,"FL: Monroe County",FL,78.80,12
08089,"FL: Nassau County",FL,70.89,12
08091,"FL: Okaloosa County",FL,69.55,12
08093,"FL: Okeechobee County",FL,75.32,12
08095,"FL: Orange County",FL,74.84,12
08097,"FL: Osceola County",FL,75.12,12
08099,"FL: Palm Beach County",FL,76.87,12
08101,"FL: Pasco County",FL,73.99,12
08103,"FL: Pinellas County",FL,75.29,12
08105,"FL: Polk County",FL,75.04,12
08107,"FL: Putnam County",FL,72.65,12
08109,"FL: St. Johns County",FL,72.76,12
08111,"FL: St. Lucie County",FL,75.92,12
08113,"FL: Santa Rosa County",FL,69.86,12
08115,"FL: Sarasota County",FL,75.04,12
08117,"FL: Seminole County",FL,74.56,12
08119,"FL: Sumter County",FL,73.49,12
08121,"FL: Suwannee County",FL,69.81,12
08123,"FL: Taylor County",FL,70.48,12
08125,"FL: Union County",FL,70.37,12
08127,"FL: Volusia County",FL,73.75,12
08129,"FL: Wakulla County",FL,70.43,12
08131,"FL: Walton County",FL,69.25,12
08133,"FL: Washington County",FL,69.29,12
09001,"GA: Appling County",GA,68.08,12
09003,"GA: Atkinson County",GA,67.92,12
09005,"GA: Bacon County",GA,68.34,12
09007,"GA: Baker County",GA,68.48,12
09009,"GA: Baldwin County",GA,65.59,12
09011,"GA: Banks County",GA,62.69,12
09013,"GA: Barrow County",GA,63.12,12
09015,"GA: Bartow County",GA,62.11,12
09017,"GA: Ben Hill County",GA,67.19,12
09019,"GA: Berrien County",GA,67.42,12
09021,"GA: Bibb County",GA,65.71,12
09023,"GA: Bleckley County",GA,66.44,12
09025,"GA: Brantley County",GA,69.33,12
09027,"GA: Brooks County",GA,68.08,12
09029,"GA: Bryan County",GA,68.16,12
09031,"GA: Bulloch County",GA,67.19,12
09033,"GA: Burke County",GA,65.42,12
09035,"GA: Butts County",GA,64.46,12
09037,"GA: Calhoun County",GA,67.89,12
09039,"GA: Camden County",GA,70.50,12
09043,"GA: Candler County",GA,67.04,12
09045,"GA: Carroll County",GA,62.75,12
09047,"GA: Catoosa County",GA,61.98,12
09049,"GA: Charlton County",GA,70.06,12
09051,"GA: Chatham County",GA,68.51,12
09053,"GA: Chattahoochee County",GA,65.60,12
09055,"GA: Chattooga County",GA,62.12,12
09057,"GA: Cherokee County",GA,61.47,12
09059,"GA: Clarke County",GA,63.51,12
09061,"GA: Clay County",GA,67.34,12
09063,"GA: Clayton County",GA,63.93,12
09065,"GA: Clinch County",GA,68.75,12
09067,"GA: Cobb County",GA,62.79,12
09069,"GA: Coffee County",GA,67.61,12
09071,"GA: Colquitt County",GA,67.51,12
09073,"GA: Columbia County",GA,64.40,12
09075,"GA: Cook County",GA,67.46,12
09077,"GA: Coweta County",GA,63.66,12
09079,"GA: Crawford County",GA,65.41,12
09081,"GA: Crisp County",GA,67.45,12
09083,"GA: Dade County",GA,61.10,12
09085,"GA: Dawson County",GA,60.10,12
09087,"GA: Decatur County",GA,69.17,12
09089,"GA: DeKalb County",GA,63.46,12
09091,"GA: Dodge County",GA,66.67,12
09093,"GA: Dooly County",GA,66.98,12
09095,"GA: Dougherty County",GA,68.26,12
09097,"GA: Douglas County",GA,63.08,12
09099,"GA: Early County",GA,68.17,12
09101,"GA: Echols County",GA,68.59,12
09103,"GA: Effingham County",GA,67.57,12
09105,"GA: Elbert County",GA,63.52,12
09107,"GA: Emanuel County",GA,66.42,12
09109,"GA: Evans County",GA,67.64,12
09111,"GA: Fannin County",GA,57.59,12
09113,"GA: Fayette County",GA,63.85,12
09115,"GA: Floyd County",GA,62.43,12
09117,"GA: Forsyth County",GA,61.41,12
09119,"GA: Franklin County",GA,62.57,12
09121,"GA: Fulton County",GA,63.21,12
09123,"GA: Gilmer County",GA,58.65,12
09125,"GA: Glascock County",GA,64.70,12
09127,"GA: Glynn County",GA,70.04,12
09129,"GA: Gordon County",GA,61.99,12
09131,"GA: Grady County",GA,68.98,12
09133,"GA: Greene County",GA,64.34,12
09135,"GA: Gwinnett County",GA,62.72,12
09137,"GA: Habersham County",GA,60.51,12
09139,"GA: Hall County",GA,61.86,12
09141,"GA: Hancock County",GA,64.88,12
09143,"GA: Haralson County",GA,62.04,12
09145,"GA: Harris County",GA,64.06,12
09147,"GA: Hart County",GA,62.61,12
09149,"GA: Heard County",GA,63.52,12
09151,"GA: Henry County",GA,64.10,12
09153,"GA: Houston County",GA,66.37,12
09155,"GA: Irwin County",GA,67.18,12
09157,"GA: Jackson County",GA,63.15,12
09159,"GA: Jasper County",GA,64.54,12
09161,"GA: Jeff Davis County",GA,67.49,12
09163,"GA: Jefferson County",GA,65.11,12
09165,"GA: Jenkins County",GA,66.06,12
09167,"GA: Johnson County",GA,66.11,12
09169,"GA: Jones County",GA,65.24,12
09171,"GA: Lamar County",GA,64.40,12
09173,"GA: Lanier County",GA,67.78,12
09175,"GA: Laurens County",GA,66.56,12
09177,"GA: Lee County",GA,67.87,12
09179,"GA: Liberty County",GA,68.41,12
09181,"GA: Lincoln County",GA,63.99,12
09183,"GA: Long County",GA,68.45,12
09185,"GA: Lowndes County",GA,67.94,12
09187,"GA: Lumpkin County",GA,59.36,12
09189,"GA: McDuffie County",GA,64.11,12
09191,"GA: McIntosh County",GA,69.22,12
09193,"GA: Macon County",GA,66.30,12
09195,"GA: Madison County",GA,63.17,12
09197,"GA: Marion County",GA,65.36,12
09199,"GA: Meriwether County",GA,63.78,12
09201,"GA: Miller County",GA,68.60,12
09205,"GA: Mitchell County",GA,68.38,12
09207,"GA: Monroe County",GA,64.84,12
09209,"GA: Montgomery County",GA,67.15,12
09211,"GA: Morgan County",GA,64.22,12
09213,"GA: Murray County",GA,61.03,12
09215,"GA: Muscogee County",GA,65.25,12
09217,"GA: Newton County",GA,63.96,12
09219,"GA: Oconee County",GA,63.76,12
09221,"GA: Oglethorpe County",GA,63.78,12
09223,"GA: Paulding County",GA,62.46,12
09225,"GA: Peach County",GA,65.85,12
09227,"GA: Pickens County",GA,60.20,12
09229,"GA: Pierce County",GA,69.02,12
09231,"GA: Pike County",GA,64.17,12
09233,"GA: Polk County",GA,62.62,12
09235,"GA: Pulaski County",GA,66.79,12
09237,"GA: Putnam County",GA,64.85,12
09239,"GA: Quitman County",GA,66.59,12
09241,"GA: Rabun County",GA,58.05,12
09243,"GA: Randolph County",GA,66.85,12
09245,"GA: Richmond County",GA,65.06,12
09247,"GA: Rockdale County",GA,63.78,12
09249,"GA: Schley County",GA,66.04,12
09251,"GA: Screven County",GA,66.29,12
09253,"GA: Seminole County",GA,69.00,12
09255,"GA: Spalding County",GA,64.27,12
09257,"GA: Stephens County",GA,61.87,12
09259,"GA: Stewart County",GA,65.94,12
09261,"GA: Sumter County",GA,67.03,12
09263,"GA: Talbot County",GA,64.47,12
09265,"GA: Taliaferro County",GA,64.14,12
09267,"GA: Tattnall County",GA,67.79,12
09269,"GA: Taylor County",GA,65.31,12
09271,"GA: Telfair County",GA,67.18,12
09273,"GA: Terrell County",GA,67.43,12
09275,"GA: Thomas County",GA,68.52,12
09277,"GA: Tift County",GA,67.13,12
09279,"GA: Toombs County",GA,67.45,12
09281,"GA: Towns County",GA,57.33,12
09283,"GA: Treutlen County",GA,66.75,12
09285,"GA: Troup County",GA,63.70,12
09287,"GA: Turner County",GA,67.11,12
09289,"GA: Twiggs County",GA,66.11,12
09291,"GA: Union County",GA,57.37,12
09293,"GA: Upson County",GA,64.59,12
09295,"GA: Walker County",GA,61.65,12
09297,"GA: Walton County",GA,63.46,12
09299,"GA: Ware County",GA,69.26,12
09301,"GA: Warren County",GA,64.21,12
09303,"GA: Washington County",GA,65.70,12
09305,"GA: Wayne County",GA,68.68,12
09307,"GA: Webster County",GA,66.23,12
09309,"GA: Wheeler County",GA,67.13,12
09311,"GA: White County",GA,59.72,12
09313,"GA: Whitfield County",GA,61.88,12
09315,"GA: Wilcox County",GA,67.10,12
09317,"GA: Wilkes County",GA,63.95,12
09319,"GA: Wilkinson County",GA,66.16,12
09321,"GA: Worth County",GA,67.53,12
10001,"ID: Ada County",ID,52.21,12
10003,"ID: Adams County",ID,44.28,12
10005,"ID: Bannock County",ID,44.61,12
10007,"ID: Bear Lake County",ID,39.71,12
10009,"ID: Benewah County",ID,47.56,12
10011,"ID: Bingham County",ID,44.04,12
10013,"ID: Blaine County",ID,42.05,12
10015,"ID: Boise County",ID,43.65,12
10017,"ID: Bonner County",ID,45.54,12
10019,"ID: Bonneville County",ID,41.96,12
10021,"ID: Boundary County",ID,43.51,12
10023,"ID: Butte County",ID,40.63,12
10025,"ID: Camas County",ID,41.70,12
10027,"ID: Canyon County",ID,52.49,12
10029,"ID: Caribou County",ID,41.47,12
10031,"ID: Cassia County",ID,45.83,12
10033,"ID: Clark County",ID,39.66,12
10035,"ID: Clearwater County",ID,45.47,12
10037,"ID: Custer County",ID,38.30,12
10039,"ID: Elmore County",ID,47.61,12
10041,"ID: Franklin County",ID,43.76,12
10043,"ID: Fremont County",ID,39.62,12
10045,"ID: Gem County",ID,49.31,12
10047,"ID: Gooding County",ID,49.37,12
10049,"ID: Idaho County",ID,42.95,12
10051,"ID: Jefferson County",ID,42.78,12
10053,"ID: Jerome County",ID,49.20,12
10055,"ID: Kootenai County",ID,47.51,12
10057,"ID: Latah County",ID,48.27,12
10059,"ID: Lemhi County",ID,39.59,12
10061,"ID: Lewis County",ID,47.16,12
10063,"ID: Lincoln County",ID,47.02,12
10065,"ID: Madison County",ID,42.78,12
10067,"ID: Minidoka County",ID,46.44,12
10069,"ID: Nez Perce County",ID,50.70,12
10071,"ID: Oneida County",ID,45.61,12
10073,"ID: Owyhee County",ID,47.52,12
10075,"ID: Payette County",ID,52.08,12
10077,"ID: Power County",ID,45.13,12
10079,"ID: Shoshone County",ID,44.50,12
10081,"ID: Teton County",ID,39.50,12
10083,"ID: Twin Falls County",ID,47.52,12
10085,"ID: Valley County",ID,39.85,12
10087,"ID: Washington County",ID,48.38,12
11001,"IL: Adams County",IL,55.20,12
11003,"IL: Alexander County",IL,59.75,12
11005,"IL: Bond County",IL,57.15,12
11007,"IL: Boone County",IL,50.61,12
11009,"IL: Brown County",IL,54.75,12
11011,"IL: Bureau County",IL,52.24,12
11013,"IL: Calhoun County",IL,56.65,12
11015,"IL: Carroll County",IL,50.89,12
11017,"IL: Cass County",IL,54.73,12
11019,"IL: Champaign County",IL,54.22,12
11021,"IL: Christian County",IL,55.52,12
11023,"IL: Clark County",IL,56.12,12
11025,"IL: Clay County",IL,57.18,12
11027,"IL: Clinton County",IL,57.75,12
11029,"IL: Coles County",IL,55.42,12
11031,"IL: Cook County",IL,52.60,12
11033,"IL: Crawford County",IL,56.65,12
11035,"IL: Cumberland County",IL,56.03,12
11037,"IL: DeKalb County",IL,51.02,12
11039,"IL: De Witt County",IL,54.40,12
11041,"IL: Douglas County",IL,55.10,12
11043,"IL: DuPage County",IL,52.13,12
11045,"IL: Edgar County",IL,54.91,12
11047,"IL: Edwards County",IL,57.81,12
11049,"IL: Effingham County",IL,56.35,12
11051,"IL: Fayette County",IL,56.69,12
11053,"IL: Ford County",IL,53.44,12
11055,"IL: Franklin County",IL,58.18,12
11057,"IL: Fulton County",IL,54.53,12
11059,"IL: Gallatin County",IL,58.65,12
11061,"IL: Greene County",IL,56.03,12
11063,"IL: Grundy County",IL,52.63,12
11065,"IL: Hamilton County",IL,58.24,12
11067,"IL: Hancock County",IL,54.31,12
11069,"IL: Hardin County",IL,58.69,12
11071,"IL: Henderson County",IL,53.41,12
11073,"IL: Henry County",IL,52.57,12
11075,"IL: Iroquois County",IL,53.01,12
11077,"IL: Jackson County",IL,58.17,12
11079,"IL: Jasper County",IL,56.64,12
11081,"IL: Jefferson County",IL,58.03,12
11083,"IL: Jersey County",IL,56.96,12
11085,"IL: Jo Daviess County",IL,50.04,12
11087,"IL: Johnson County",IL,58.55,12
11089,"IL: Kane County",IL,51.23,12
11091,"IL: Kankakee County",IL,52.67,12
11093,"IL: Kendall County",IL,51.96,12
11095,"IL: Knox County",IL,53.05,12
11097,"IL: Lake County",IL,51.44,12
11099,"IL: LaSalle County",IL,52.23,12
11101,"IL: Lawrence County",IL,57.00,12
11103,"IL: Lee County",IL,51.58,12
11105,"IL: Livingston County",IL,53.55,12
11107,"IL: Logan County",IL,54.78,12
11109,"IL: McDonough County",IL,53.77,12
11111,"IL: McHenry County",IL,50.61,12
11113,"IL: McLean County",IL,54.04,12
11115,"IL: Macon County",IL,54.95,12
11117,"IL: Macoupin County",IL,56.09,12
11119,"IL: Madison County",IL,57.61,12
11121,"IL: Marion County",IL,57.39,12
11123,"IL: Marshall County",IL,53.40,12
11125,"IL: Mason County",IL,55.02,12
11127,"IL: Massac County",IL,59.72,12
11129,"IL: Menard County",IL,54.69,12
11131,"IL: Mercer County",IL,53.12,12
11133,"IL: Monroe County",IL,58.59,12
11135,"IL: Montgomery County",IL,56.04,12
11137,"IL: Morgan County",IL,54.95,12
11139,"IL: Moultrie County",IL,55.09,12
11141,"IL: Ogle County",IL,50.98,12
11143,"IL: Peoria County",IL,54.50,12
