FIPS,County Name,State,Avg Temperature (°F),Data Points
42051,"UT: Wasatch County",UT,41.22,12
42053,"UT: Washington County",UT,55.55,12
42055,"UT: Wayne County",UT,51.38,12
42057,"UT: Weber County",UT,46.49,12
43001,"VT: Addison County",VT,46.64,12
43003,"VT: Bennington County",VT,46.17,12
43005,"VT: Caledonia County",VT,44.35,12
43007,"VT: Chittenden County",VT,47.46,12
43009,"VT: Essex County",VT,43.27,12
43011,"VT: Franklin County",VT,46.61,12
43013,"VT: Grand Isle County",VT,47.96,12
43015,"VT: Lamoille County",VT,44.81,12
43017,"VT: Orange County",VT,45.76,12
43019,"VT: Orleans County",VT,44.02,12
43021,"VT: Rutland County",VT,46.06,12
43023,"VT: Washington County",VT,44.92,12
43025,"VT: Windham County",VT,47.05,12
43027,"VT: Windsor County",VT,46.63,12
44001,"VA: Accomack County",VA,60.08,12
44003,"VA: Albemarle County",VA,58.49,12
44005,"VA: Alleghany County",VA,54.11,12
44007,"VA: Amelia County",VA,59.21,12
44009,"VA: Amherst County",VA,56.91,12
44011,"VA: Appomattox County",VA,58.15,12
44013,"VA: Arlington County",VA,58.62,12
44015,"VA: Augusta County",VA,55.01,12
44017,"VA: Bath County",VA,53.21,12
44019,"VA: Bedford County",VA,57.70,12
44021,"VA: Bland County",VA,52.83,12
44023,"VA: Botetourt County",VA,56.19,12
44025,"VA: Brunswick County",VA,60.18,12
44027,"VA: Buchanan County",VA,55.78,12
44029,"VA: Buckingham County",VA,58.89,12
44031,"VA: Campbell County",VA,58.21,12
44033,"VA: Caroline County",VA,58.73,12
44035,"VA: Carroll County",VA,54.34,12
44036,"VA: Charles City County",VA,60.70,12
44037,"VA: Charlotte County",VA,58.64,12
44041,"VA: Chesterfield County",VA,59.68,12
44043,"VA: Clarke County",VA,55.83,12
44045,"VA: Craig County",VA,54.50,12
44047,"VA: Culpeper County",VA,57.64,12
44049,"VA: Cumberland County",VA,59.11,12
44051,"VA: Dickenson County",VA,55.57,12
44053,"VA: Dinwiddie County",VA,59.99,12
44057,"VA: Essex County",VA,59.03,12
44059,"VA: Fairfax County",VA,58.49,12
44061,"VA: Fauquier County",VA,57.19,12
44063,"VA: Floyd County",VA,53.67,12
44065,"VA: Fluvanna County",VA,59.15,12
44067,"VA: Franklin County",VA,57.49,12
44069,"VA: Frederick County",VA,54.83,12
44071,"VA: Giles County",VA,54.05,12
44073,"VA: Gloucester County",VA,60.58,12
44075,"VA: Goochland County",VA,58.93,12
44077,"VA: Grayson County",VA,52.37,12
44079,"VA: Greene County",VA,57.01,12
44081,"VA: Greensville County",VA,60.75,12
44083,"VA: Halifax County",VA,58.98,12
44085,"VA: Hanover County",VA,59.17,12
44087,"VA: Henrico County",VA,59.88,12
44089,"VA: Henry County",VA,58.33,12
44091,"VA: Highland County",VA,50.61,12
44093,"VA: Isle of Wight County",VA,61.53,12
44095,"VA: James City County",VA,60.90,12
44097,"VA: King and Queen County",VA,59.41,12
44099,"VA: King George County",VA,59.31,12
44101,"VA: King William County",VA,59.55,12
44103,"VA: Lancaster County",VA,59.53,12
44105,"VA: Lee County",VA,56.97,12
44107,"VA: Loudoun County",VA,57.23,12
44109,"VA: Louisa County",VA,58.12,12
44111,"VA: Lunenburg County",VA,59.21,12
44113,"VA: Madison County",VA,56.50,12
44115,"VA: Mathews County",VA,60.58,12
44117,"VA: Mecklenburg County",VA,59.76,12
44119,"VA: Middlesex County",VA,59.80,12
44121,"VA: Montgomery County",VA,55.49,12
44125,"VA: Nelson County",VA,57.19,12
44127,"VA: New Kent County",VA,60.02,12
44131,"VA: Northampton County",VA,60.79,12
44133,"VA: Northumberland County",VA,59.42,12
44135,"VA: Nottoway County",VA,59.33,12
44137,"VA: Orange County",VA,57.89,12
44139,"VA: Page County",VA,55.09,12
44141,"VA: Patrick County",VA,56.69,12
44143,"VA: Pittsylvania County",VA,58.25,12
44145,"VA: Powhatan County",VA,59.14,12
44147,"VA: Prince Edward County",VA,58.69,12
44149,"VA: Prince George County",VA,60.54,12
44153,"VA: Prince William County",VA,58.72,12
44155,"VA: Pulaski County",VA,54.91,12
44157,"VA: Rappahannock County",VA,55.70,12
44159,"VA: Richmond County",VA,58.90,12
44161,"VA: Roanoke County",VA,56.91,12
44163,"VA: Rockbridge County",VA,55.39,12
44165,"VA: Rockingham County",VA,55.13,12
44167,"VA: Russell County",VA,55.13,12
44169,"VA: Scott County",VA,56.84,12
44171,"VA: Shenandoah County",VA,55.01,12
44173,"VA: Smyth County",VA,53.44,12
44175,"VA: Southampton County",VA,61.22,12
44177,"VA: Spotsylvania County",VA,57.85,12
44179,"VA: Stafford County",VA,58.73,12
44181,"VA: Surry County",VA,61.10,12
44183,"VA: Sussex County",VA,60.76,12
44185,"VA: Tazewell County",VA,52.96,12
44187,"VA: Warren County",VA,55.29,12
44191,"VA: Washington County",VA,55.64,12
44193,"VA: Westmoreland County",VA,59.12,12
44195,"VA: Wise County",VA,54.56,12
44197,"VA: Wythe County",VA,53.84,12
44199,"VA: York County",VA,61.31,12
44510,"VA: Alexandria city",VA,59.17,12
44520,"VA: Bristol city",VA,57.23,12
44530,"VA: Buena Vista city",VA,56.59,12
44540,"VA: Charlottesville city",VA,58.97,12
44550,"VA: Chesapeake city",VA,61.92,12
44570,"VA: Colonial Heights city",VA,60.13,12
44580,"VA: Covington city",VA,55.65,12
44590,"VA: Danville city",VA,59.18,12
44595,"VA: Emporia city",VA,60.90,12
44600,"VA: Fairfax city",VA,58.11,12
44610,"VA: Falls Church city",VA,58.06,12
44620,"VA: Franklin city",VA,61.39,12
44630,"VA: Fredericksburg city",VA,58.44,12
44640,"VA: Galax city",VA,54.33,12
44650,"VA: Hampton city",VA,62.00,12
44660,"VA: Harrisonburg city",VA,56.48,12
44670,"VA: Hopewell city",VA,60.33,12
44680,"VA: Lynchburg city",VA,58.11,12
44683,"VA: Manassas city",VA,58.71,12
44685,"VA: Manassas Park city",VA,58.63,12
44690,"VA: Martinsville city",VA,58.35,12
44700,"VA: Newport News city",VA,61.83,12
44710,"VA: Norfolk city",VA,62.47,12
44720,"VA: Norton city",VA,54.54,12
44730,"VA: Petersburg city",VA,60.17,12
44735,"VA: Poquoson city",VA,61.82,12
44740,"VA: Portsmouth city",VA,62.53,12
44750,"VA: Radford city",VA,55.61,12
44760,"VA: Richmond city",VA,59.84,12
44770,"VA: Roanoke city",VA,58.42,12
44775,"VA: Salem city",VA,58.39,12
44790,"VA: Staunton city",VA,56.58,12
44800,"VA: Suffolk city",VA,61.66,12
44810,"VA: Virginia Beach city",VA,62.14,12
44820,"VA: Waynesboro city",VA,56.90,12
44830,"VA: Williamsburg city",VA,60.96,12
44840,"VA: Winchester city",VA,55.20,12
45001,"WA: Adams County",WA,51.10,12
45003,"WA: Asotin County",WA,50.27,12
45005,"WA: Benton County",WA,53.62,12
45007,"WA: Chelan County",WA,44.67,12
45009,"WA: Clallam County",WA,48.82,12
45011,"WA: Clark County",WA,53.07,12
45013,"WA: Columbia County",WA,49.24,12
45015,"WA: Cowlitz County",WA,50.86,12
45017,"WA: Douglas County",WA,49.48,12
45019,"WA: Ferry County",WA,44.55,12
45021,"WA: Franklin County",WA,53.05,12
45023,"WA: Garfield County",WA,50.10,12
45025,"WA: Grant County",WA,51.95,12
45027,"WA: Grays Harbor County",WA,50.98,12
45029,"WA: Island County",WA,51.87,12
45031,"WA: Jefferson County",WA,46.92,12
45033,"WA: King County",WA,48.98,12
45035,"WA: Kitsap County",WA,52.63,12
45037,"WA: Kittitas County",WA,46.74,12
45039,"WA: Klickitat County",WA,49.78,12
45041,"WA: Lewis County",WA,48.94,12
45043,"WA: Lincoln County",WA,48.27,12
45045,"WA: Mason County",WA,50.24,12
45047,"WA: Okanogan County",WA,44.37,12
45049,"WA: Pacific County",WA,51.29,12
45051,"WA: Pend Oreille County",WA,44.27,12
45053,"WA: Pierce County",WA,48.16,12
45055,"WA: San Juan County",WA,51.49,12
45057,"WA: Skagit County",WA,47.30,12
45059,"WA: Skamania County",WA,46.76,12
45061,"WA: Snohomish County",WA,47.92,12
45063,"WA: Spokane County",WA,49.07,12
45065,"WA: Stevens County",WA,46.65,12
45067,"WA: Thurston County",WA,52.31,12
45069,"WA: Wahkiakum County",WA,51.25,12
45071,"WA: Walla Walla County",WA,53.34,12
45073,"WA: Whatcom County",WA,45.95,12
45075,"WA: Whitman County",WA,51.11,12
45077,"WA: Yakima County",WA,47.80,12
46001,"WV: Barbour County",WV,53.58,12
46003,"WV: Berkeley County",WV,54.93,12
46005,"WV: Boone County",WV,56.36,12
46007,"WV: Braxton County",WV,55.16,12
46009,"WV: Brooke County",WV,53.46,12
46011,"WV: Cabell County",WV,57.24,12
46013,"WV: Calhoun County",WV,55.31,12
46015,"WV: Clay County",WV,55.68,12
46017,"WV: Doddridge County",WV,54.73,12
46019,"WV: Fayette County",WV,53.89,12
46021,"WV: Gilmer County",WV,55.29,12
46023,"WV: Grant County",WV,52.53,12
46025,"WV: Greenbrier County",WV,51.71,12
46027,"WV: Hampshire County",WV,54.24,12
46029,"WV: Hancock County",WV,52.64,12
46031,"WV: Hardy County",WV,53.49,12
46033,"WV: Harrison County",WV,54.59,12
46035,"WV: Jackson County",WV,55.66,12
46037,"WV: Jefferson County",WV,55.65,12
46039,"WV: Kanawha County",WV,56.53,12
46041,"WV: Lewis County",WV,54.95,12
46043,"WV: Lincoln County",WV,57.50,12
46045,"WV: Logan County",WV,57.07,12
46047,"WV: McDowell County",WV,55.21,12
46049,"WV: Marion County",WV,53.75,12
46051,"WV: Marshall County",WV,53.15,12
46053,"WV: Mason County",WV,55.25,12
46055,"WV: Mercer County",WV,53.18,12
46057,"WV: Mineral County",WV,54.36,12
46059,"WV: Mingo County",WV,57.46,12
46061,"WV: Monongalia County",WV,53.36,12
46063,"WV: Monroe County",WV,53.91,12
46065,"WV: Morgan County",WV,54.58,12
46067,"WV: Nicholas County",WV,53.08,12
46069,"WV: Ohio County",WV,53.29,12
46071,"WV: Pendleton County",WV,51.74,12
46073,"WV: Pleasants County",WV,54.94,12
46075,"WV: Pocahontas County",WV,48.92,12
46077,"WV: Preston County",WV,51.71,12
46079,"WV: Putnam County",WV,56.62,12
46081,"WV: Raleigh County",WV,53.53,12
46083,"WV: Randolph County",WV,49.91,12
46085,"WV: Ritchie County",WV,55.06,12
46087,"WV: Roane County",WV,55.62,12
46089,"WV: Summers County",WV,54.30,12
46091,"WV: Taylor County",WV,53.93,12
46093,"WV: Tucker County",WV,49.91,12
46095,"WV: Tyler County",WV,54.55,12
46097,"WV: Upshur County",WV,53.51,12
46099,"WV: Wayne County",WV,57.59,12
46101,"WV: Webster County",WV,51.30,12
46103,"WV: Wetzel County",WV,53.58,12
46105,"WV: Wirt County",WV,55.45,12
46107,"WV: Wood County",WV,55.77,12
46109,"WV: Wyoming County",WV,55.14,12
47001,"WI: Adams County",WI,47.80,12
47003,"WI: Ashland County",WI,42.51,12
47005,"WI: Barron County",WI,44.73,12
47007,"WI: Bayfield County",WI,42.93,12
47009,"WI: Brown County",WI,47.54,12
47011,"WI: Buffalo County",WI,47.75,12
47013,"WI: Burnett County",WI,44.80,12
47015,"WI: Calumet County",WI,47.90,12
47017,"WI: Chippewa County",WI,45.84,12
47019,"WI: Clark County",WI,45.94,12
47021,"WI: Columbia County",WI,49.14,12
47023,"WI: Crawford County",WI,49.06,12
47025,"WI: Dane County",WI,49.71,12
47027,"WI: Dodge County",WI,48.76,12
47029,"WI: Door County",WI,46.03,12
47031,"WI: Douglas County",WI,43.07,12
47033,"WI: Dunn County",WI,46.45,12
47035,"WI: Eau Claire County",WI,46.75,12
47037,"WI: Florence County",WI,42.80,12
47039,"WI: Fond du Lac County",WI,48.42,12
47041,"WI: Forest County",WI,42.38,12
47043,"WI: Grant County",WI,49.49,12
47045,"WI: Green County",WI,49.83,12
47047,"WI: Green Lake County",WI,48.62,12
47049,"WI: Iowa County",WI,49.07,12
47051,"WI: Iron County",WI,41.62,12
47053,"WI: Jackson County",WI,47.37,12
47055,"WI: Jefferson County",WI,49.64,12
47057,"WI: Juneau County",WI,47.71,12
47059,"WI: Kenosha County",WI,50.85,12
47061,"WI: Kewaunee County",WI,46.99,12
47063,"WI: La Crosse County",WI,48.27,12
47065,"WI: Lafayette County",WI,49.14,12
47067,"WI: Langlade County",WI,43.59,12
47069,"WI: Lincoln County",WI,43.83,12
47071,"WI: Manitowoc County",WI,47.76,12
47073,"WI: Marathon County",WI,45.62,12
47075,"WI: Marinette County",WI,45.12,12
47077,"WI: Marquette County",WI,48.51,12
47078,"WI: Menominee County",WI,45.55,12
47079,"WI: Milwaukee County",WI,50.71,12
47081,"WI: Monroe County",WI,47.03,12
47083,"WI: Oconto County",WI,45.77,12
47085,"WI: Oneida County",WI,42.43,12
47087,"WI: Outagamie County",WI,48.01,12
47089,"WI: Ozaukee County",WI,49.23,12
47091,"WI: Pepin County",WI,47.41,12
47093,"WI: Pierce County",WI,46.80,12
47095,"WI: Polk County",WI,45.42,12
47097,"WI: Portage County",WI,47.18,12
47099,"WI: Price County",WI,42.84,12
47101,"WI: Racine County",WI,50.49,12
47103,"WI: Richland County",WI,48.90,12
47105,"WI: Rock County",WI,50.24,12
47107,"WI: Rusk County",WI,44.35,12
47109,"WI: St. Croix County",WI,46.35,12
47111,"WI: Sauk County",WI,48.64,12
47113,"WI: Sawyer County",WI,43.28,12
47115,"WI: Shawano County",WI,46.52,12
47117,"WI: Sheboygan County",WI,48.45,12
47119,"WI: Taylor County",WI,44.15,12
47121,"WI: Trempealeau County",WI,47.62,12
47123,"WI: Vernon County",WI,47.76,12
47125,"WI: Vilas County",WI,41.51,12
47127,"WI: Walworth County",WI,49.61,12
47129,"WI: Washburn County",WI,43.85,12
47131,"WI: Washington County",WI,48.34,12
47133,"WI: Waukesha County",WI,49.55,12
47135,"WI: Waupaca County",WI,47.95,12
47137,"WI: Waushara County",WI,48.14,12
47139,"WI: Winnebago County",WI,48.67,12
47141,"WI: Wood County",WI,46.96,12
48001,"WY: Albany County",WY,41.41,12
48003,"WY: Big Horn County",WY,43.81,12
48005,"WY: Campbell County",WY,45.85,12
48007,"WY: Carbon County",WY,41.48,12
48009,"WY: Converse County",WY,44.79,12
48011,"WY: Crook County",WY,45.27,12
48013,"WY: Fremont County",WY,40.73,12
48015,"WY: Goshen County",WY,48.15,12
48017,"WY: Hot Springs County",WY,43.53,12
48019,"WY: Johnson County",WY,44.33,12
48021,"WY: Laramie County",WY,46.35,12
48023,"WY: Lincoln County",WY,38.06,12
48025,"WY: Natrona County",WY,43.67,12
48027,"WY: Niobrara County",WY,46.74,12
48029,"WY: Park County",WY,39.34,12
48031,"WY: Platte County",WY,47.44,12
48033,"WY: Sheridan County",WY,43.60,12
48035,"WY: Sublette County",WY,35.62,12
48037,"WY: Sweetwater County",WY,40.86,12
48039,"WY: Teton County",WY,35.33,12
48041,"WY: Uinta County",WY,38.90,12
48043,"WY: Washakie County",WY,44.90,12
48045,"WY: Weston County",WY,45.92,12
