FIPS,County,State,Median Home Value,% of National Median,Price Category
18001,"Adams County","Indiana",173100,100.5,Moderate
38023,"Divide County","North Dakota",173100,100.5,Moderate
48267,"Kimble County","Texas",173100,100.5,Moderate
28137,"Tate County","Mississippi",173000,100.4,Moderate
26049,"Genesee County","Michigan",172900,100.3,Moderate
29009,"Barry County","Missouri",172900,100.3,Moderate
42009,"Bedford County","Pennsylvania",172900,100.3,Moderate
55071,"Manitowoc County","Wisconsin",172900,100.3,Moderate
21223,"Trimble County","Kentucky",172700,100.2,Moderate
30107,"Wheatland County","Montana",172700,100.2,Moderate
48395,"Robertson County","Texas",172700,100.2,Moderate
19139,"Muscatine County","Iowa",172400,100.1,Moderate
18163,"Vanderburgh County","Indiana",172300,100.0,Moderate
27167,"Wilkin County","Minnesota",172300,100.0,Moderate
39073,"Hocking County","Ohio",172300,100.0,Moderate
40113,"Osage County","Oklahoma",172300,100.0,Moderate
28093,"Marshall County","Mississippi",172200,99.9,Moderate
26117,"Montcalm County","Michigan",172100,99.9,Moderate
51197,"Wythe County","Virginia",172100,99.9,Moderate
19193,"Woodbury County","Iowa",172000,99.8,Moderate
27099,"Mower County","Minnesota",172000,99.8,Moderate
47057,"Grainger County","Tennessee",172000,99.8,Moderate
19005,"Allamakee County","Iowa",171900,99.8,Moderate
20169,"Saline County","Kansas",171900,99.8,Moderate
40097,"Mayes County","Oklahoma",171900,99.8,Moderate
35003,"Catron County","New Mexico",171800,99.7,Moderate
37195,"Wilson County","North Carolina",171800,99.7,Moderate
47133,"Overton County","Tennessee",171700,99.7,Moderate
37151,"Randolph County","North Carolina",171600,99.6,Moderate
19041,"Clay County","Iowa",171500,99.5,Moderate
12075,"Levy County","Florida",171400,99.5,Moderate
19019,"Buchanan County","Iowa",171400,99.5,Moderate
72127,"San Juan Municipio","Puerto Rico",171400,99.5,Moderate
08023,"Costilla County","Colorado",171300,99.4,Moderate
29139,"Montgomery County","Missouri",171300,99.4,Moderate
48459,"Upshur County","Texas",171200,99.4,Moderate
36065,"Oneida County","New York",171100,99.3,Moderate
37127,"Nash County","North Carolina",171100,99.3,Moderate
39135,"Preble County","Ohio",171100,99.3,Moderate
40037,"Creek County","Oklahoma",170900,99.2,Moderate
18051,"Gibson County","Indiana",170500,99.0,Moderate
26059,"Hillsdale County","Michigan",170500,99.0,Moderate
27159,"Wadena County","Minnesota",170500,99.0,Moderate
37023,"Burke County","North Carolina",170500,99.0,Moderate
40123,"Pontotoc County","Oklahoma",170500,99.0,Moderate
20177,"Shawnee County","Kansas",170400,98.9,Moderate
17167,"Sangamon County","Illinois",170300,98.8,Moderate
26163,"Wayne County","Michigan",170200,98.8,Moderate
20171,"Scott County","Kansas",170100,98.7,Moderate
39119,"Muskingum County","Ohio",170100,98.7,Moderate
05033,"Crawford County","Arkansas",170000,98.7,Moderate
19097,"Jackson County","Iowa",170000,98.7,Moderate
55037,"Florence County","Wisconsin",170000,98.7,Moderate
55041,"Forest County","Wisconsin",170000,98.7,Moderate
26107,"Mecosta County","Michigan",169900,98.6,Moderate
46117,"Stanley County","South Dakota",169900,98.6,Moderate
29131,"Miller County","Missouri",169800,98.5,Moderate
01009,"Blount County","Alabama",169700,98.5,Moderate
33007,"Coos County","New Hampshire",169600,98.4,Moderate
36051,"Livingston County","New York",169600,98.4,Moderate
42049,"Erie County","Pennsylvania",169500,98.4,Moderate
47013,"Campbell County","Tennessee",169500,98.4,Moderate
21077,"Gallatin County","Kentucky",169400,98.3,Moderate
51117,"Mecklenburg County","Virginia",169400,98.3,Moderate
05009,"Boone County","Arkansas",169300,98.3,Moderate
46023,"Charles Mix County","South Dakota",169200,98.2,Moderate
39037,"Darke County","Ohio",169100,98.1,Moderate
29073,"Gasconade County","Missouri",168900,98.0,Moderate
48331,"Milam County","Texas",168900,98.0,Moderate
17083,"Jersey County","Illinois",168800,98.0,Moderate
17163,"St. Clair County","Illinois",168800,98.0,Moderate
19055,"Delaware County","Iowa",168700,97.9,Moderate
51520,"Bristol city","Virginia",168700,97.9,Moderate
21229,"Washington County","Kentucky",168300,97.7,Moderate
29135,"Moniteau County","Missouri",168300,97.7,Moderate
37111,"McDowell County","North Carolina",168300,97.7,Moderate
13257,"Stephens County","Georgia",168200,97.6,Moderate
47171,"Unicoi County","Tennessee",168200,97.6,Moderate
72049,"Culebra Municipio","Puerto Rico",168200,97.6,Moderate
28039,"George County","Mississippi",168100,97.6,Moderate
31043,"Dakota County","Nebraska",168100,97.6,Moderate
38003,"Barnes County","North Dakota",168100,97.6,Moderate
55141,"Wood County","Wisconsin",168100,97.6,Moderate
31121,"Merrick County","Nebraska",168000,97.5,Moderate
17119,"Madison County","Illinois",167900,97.4,Moderate
17155,"Putnam County","Illinois",167800,97.4,Moderate
51029,"Buckingham County","Virginia",167800,97.4,Moderate
18015,"Carroll County","Indiana",167700,97.3,Moderate
26127,"Oceana County","Michigan",167600,97.3,Moderate
26149,"St. Joseph County","Michigan",167600,97.3,Moderate
29063,"DeKalb County","Missouri",167500,97.2,Moderate
40085,"Love County","Oklahoma",167500,97.2,Moderate
50009,"Essex County","Vermont",167500,97.2,Moderate
54023,"Grant County","West Virginia",167500,97.2,Moderate
39113,"Montgomery County","Ohio",167400,97.2,Moderate
48141,"El Paso County","Texas",167300,97.1,Moderate
48363,"Palo Pinto County","Texas",167300,97.1,Moderate
48123,"DeWitt County","Texas",167200,97.0,Moderate
30079,"Prairie County","Montana",167100,97.0,Moderate
31067,"Gage County","Nebraska",167100,97.0,Moderate
38021,"Dickey County","North Dakota",167100,97.0,Moderate
48291,"Liberty County","Texas",167100,97.0,Moderate
21009,"Barren County","Kentucky",166900,96.9,Moderate
47073,"Hawkins County","Tennessee",166900,96.9,Moderate
48401,"Rusk County","Texas",166900,96.9,Moderate
13083,"Dade County","Georgia",166600,96.7,Moderate
26101,"Manistee County","Michigan",166600,96.7,Moderate
37171,"Surry County","North Carolina",166400,96.6,Moderate
45047,"Greenwood County","South Carolina",166400,96.6,Moderate
18107,"Montgomery County","Indiana",166300,96.5,Moderate
31007,"Banner County","Nebraska",166300,96.5,Moderate
32027,"Pershing County","Nevada",166200,96.5,Moderate
02164,"Lake and Peninsula Borough","Alaska",166100,96.4,Moderate
05131,"Sebastian County","Arkansas",166000,96.3,Moderate
18159,"Tipton County","Indiana",166000,96.3,Moderate
29055,"Crawford County","Missouri",166000,96.3,Moderate
39069,"Henry County","Ohio",166000,96.3,Moderate
01019,"Cherokee County","Alabama",165900,96.3,Moderate
20193,"Thomas County","Kansas",165900,96.3,Moderate
13021,"Bibb County","Georgia",165800,96.2,Moderate
21101,"Henderson County","Kentucky",165700,96.2,Moderate
26003,"Alger County","Michigan",165700,96.2,Moderate
31023,"Butler County","Nebraska",165700,96.2,Moderate
26097,"Mackinac County","Michigan",165600,96.1,Moderate
45041,"Florence County","South Carolina",165500,96.1,Moderate
05005,"Baxter County","Arkansas",165400,96.0,Moderate
47007,"Bledsoe County","Tennessee",165400,96.0,Moderate
17151,"Pope County","Illinois",165300,95.9,Moderate
19085,"Harrison County","Iowa",165300,95.9,Moderate
48503,"Young County","Texas",165300,95.9,Moderate
54069,"Ohio County","West Virginia",165300,95.9,Moderate
55057,"Juneau County","Wisconsin",165200,95.9,Moderate
26073,"Isabella County","Michigan",165100,95.8,Moderate
29147,"Nodaway County","Missouri",165100,95.8,Moderate
51670,"Hopewell city","Virginia",165100,95.8,Moderate
20061,"Geary County","Kansas",165000,95.8,Moderate
21187,"Owen County","Kentucky",165000,95.8,Moderate
27047,"Freeborn County","Minnesota",164900,95.7,Moderate
40041,"Delaware County","Oklahoma",164900,95.7,Moderate
13009,"Baldwin County","Georgia",164700,95.6,Moderate
29015,"Benton County","Missouri",164700,95.6,Moderate
31011,"Boone County","Nebraska",164700,95.6,Moderate
26155,"Shiawassee County","Michigan",164600,95.5,Moderate
17179,"Tazewell County","Illinois",164500,95.5,Moderate
18093,"Lawrence County","Indiana",164500,95.5,Moderate
20107,"Linn County","Kansas",164500,95.5,Moderate
22011,"Beauregard Parish","Louisiana",164500,95.5,Moderate
19037,"Chickasaw County","Iowa",164400,95.4,Moderate
29067,"Douglas County","Missouri",164400,95.4,Moderate
35017,"Grant County","New Mexico",164400,95.4,Moderate
48161,"Freestone County","Texas",164400,95.4,Moderate
24039,"Somerset County","Maryland",164300,95.4,Moderate
54049,"Marion County","West Virginia",164300,95.4,Moderate
36011,"Cayuga County","New York",164200,95.3,Moderate
19131,"Mitchell County","Iowa",164100,95.2,Moderate
20143,"Ottawa County","Kansas",164100,95.2,Moderate
19077,"Guthrie County","Iowa",163900,95.1,Moderate
37073,"Gates County","North Carolina",163900,95.1,Moderate
02070,"Dillingham Census Area","Alaska",163800,95.1,Moderate
21173,"Montgomery County","Kentucky",163800,95.1,Moderate
42079,"Luzerne County","Pennsylvania",163800,95.1,Moderate
55019,"Clark County","Wisconsin",163800,95.1,Moderate
21217,"Taylor County","Kentucky",163700,95.0,Moderate
26113,"Missaukee County","Michigan",163700,95.0,Moderate
40013,"Bryan County","Oklahoma",163700,95.0,Moderate
48383,"Reagan County","Texas",163700,95.0,Moderate
13181,"Lincoln County","Georgia",163600,95.0,Moderate
46045,"Edmunds County","South Dakota",163600,95.0,Moderate
13233,"Polk County","Georgia",163500,94.9,Moderate
36117,"Wayne County","New York",163400,94.8,Moderate
38075,"Renville County","North Dakota",163400,94.8,Moderate
48361,"Orange County","Texas",163400,94.8,Moderate
13245,"Richmond County","Georgia",163300,94.8,Moderate
28131,"Stone County","Mississippi",163300,94.8,Moderate
36097,"Schuyler County","New York",163300,94.8,Moderate
48217,"Hill County","Texas",163100,94.7,Moderate
18181,"White County","Indiana",163000,94.6,Moderate
22069,"Natchitoches Parish","Louisiana",163000,94.6,Moderate
72139,"Trujillo Alto Municipio","Puerto Rico",163000,94.6,Moderate
38031,"Foster County","North Dakota",162800,94.5,Moderate
37191,"Wayne County","North Carolina",162700,94.4,Moderate
02188,"Northwest Arctic Borough","Alaska",162500,94.3,Moderate
29039,"Cedar County","Missouri",162500,94.3,Moderate
18119,"Owen County","Indiana",162400,94.3,Moderate
18175,"Washington County","Indiana",162400,94.3,Moderate
05055,"Greene County","Arkansas",162200,94.1,Moderate
18161,"Union County","Indiana",162200,94.1,Moderate
26151,"Sanilac County","Michigan",162200,94.1,Moderate
39047,"Fayette County","Ohio",162200,94.1,Moderate
47137,"Pickett County","Tennessee",162200,94.1,Moderate
48317,"Martin County","Texas",162200,94.1,Moderate
48321,"Matagorda County","Texas",162200,94.1,Moderate
08021,"Conejos County","Colorado",162100,94.1,Moderate
48411,"San Saba County","Texas",161800,93.9,Moderate
05115,"Pope County","Arkansas",161700,93.8,Moderate
01033,"Colbert County","Alabama",161600,93.8,Moderate
29159,"Pettis County","Missouri",161500,93.7,Moderate
31157,"Scotts Bluff County","Nebraska",161400,93.7,Moderate
37193,"Wilkes County","North Carolina",161400,93.7,Moderate
48037,"Bowie County","Texas",161300,93.6,Moderate
48077,"Clay County","Texas",161300,93.6,Moderate
19101,"Jefferson County","Iowa",161200,93.6,Moderate
13173,"Lanier County","Georgia",161100,93.5,Moderate
31013,"Box Butte County","Nebraska",161100,93.5,Moderate
13149,"Heard County","Georgia",161000,93.4,Moderate
29091,"Howell County","Missouri",161000,93.4,Moderate
35007,"Colfax County","New Mexico",161000,93.4,Moderate
12121,"Suwannee County","Florida",160900,93.4,Moderate
40147,"Washington County","Oklahoma",160900,93.4,Moderate
21191,"Pendleton County","Kentucky",160800,93.3,Moderate
35009,"Curry County","New Mexico",160800,93.3,Moderate
08089,"Otero County","Colorado",160700,93.3,Moderate
54097,"Upshur County","West Virginia",160700,93.3,Moderate
01055,"Etowah County","Alabama",160600,93.2,Moderate
13119,"Franklin County","Georgia",160600,93.2,Moderate
31041,"Custer County","Nebraska",160500,93.2,Moderate
46067,"Hutchinson County","South Dakota",160500,93.2,Moderate
55003,"Ashland County","Wisconsin",160500,93.2,Moderate
12125,"Union County","Florida",160400,93.1,Moderate
26165,"Wexford County","Michigan",160300,93.0,Moderate
40021,"Cherokee County","Oklahoma",160300,93.0,Moderate
48073,"Cherokee County","Texas",160300,93.0,Moderate
19039,"Clarke County","Iowa",160200,93.0,Moderate
01101,"Montgomery County","Alabama",160100,92.9,Moderate
21085,"Grayson County","Kentucky",160100,92.9,Moderate
72063,"Gurabo Municipio","Puerto Rico",160100,92.9,Moderate
18171,"Warren County","Indiana",160000,92.9,Moderate
31113,"Logan County","Nebraska",160000,92.9,Moderate
54017,"Doddridge County","West Virginia",160000,92.9,Moderate
48063,"Camp County","Texas",159900,92.8,Moderate
48349,"Navarro County","Texas",159900,92.8,Moderate
29109,"Lawrence County","Missouri",159800,92.7,Moderate
22113,"Vermilion Parish","Louisiana",159700,92.7,Moderate
54031,"Hardy County","West Virginia",159700,92.7,Moderate
05145,"White County","Arkansas",159600,92.6,Moderate
46077,"Kingsbury County","South Dakota",159600,92.6,Moderate
48245,"Jefferson County","Texas",159600,92.6,Moderate
29001,"Adair County","Missouri",159500,92.6,Moderate
39175,"Wyandot County","Ohio",159500,92.6,Moderate
45085,"Sumter County","South Carolina",159500,92.6,Moderate
47045,"Dyer County","Tennessee",159500,92.6,Moderate
18111,"Newton County","Indiana",159300,92.5,Moderate
51081,"Greensville County","Virginia",159200,92.4,Moderate
28145,"Union County","Mississippi",159100,92.3,Moderate
45065,"McCormick County","South Carolina",159000,92.3,Moderate
19141,"O'Brien County","Iowa",158900,92.2,Moderate
39077,"Huron County","Ohio",158900,92.2,Moderate
48177,"Gonzales County","Texas",158900,92.2,Moderate
27091,"Martin County","Minnesota",158800,92.2,Moderate
21155,"Marion County","Kentucky",158700,92.1,Moderate
29097,"Jasper County","Missouri",158500,92.0,Moderate
39141,"Ross County","Ohio",158500,92.0,Moderate
54033,"Harrison County","West Virginia",158500,92.0,Moderate
05089,"Marion County","Arkansas",158400,91.9,Moderate
39003,"Allen County","Ohio",158400,91.9,Moderate
41021,"Gilliam County","Oregon",158400,91.9,Moderate
45071,"Newberry County","South Carolina",158200,91.8,Moderate
48347,"Nacogdoches County","Texas",158200,91.8,Moderate
29127,"Marion County","Missouri",158100,91.8,Moderate
36023,"Cortland County","New York",158100,91.8,Moderate
29105,"Laclede County","Missouri",158000,91.7,Moderate
35011,"De Baca County","New Mexico",158000,91.7,Moderate
36049,"Lewis County","New York",158000,91.7,Moderate
48449,"Titus County","Texas",157900,91.6,Moderate
51730,"Petersburg city","Virginia",157900,91.6,Moderate
05087,"Madison County","Arkansas",157800,91.6,Moderate
31047,"Dawson County","Nebraska",157800,91.6,Moderate
36037,"Genesee County","New York",157800,91.6,Moderate
47101,"Lewis County","Tennessee",157800,91.6,Moderate
72051,"Dorado Municipio","Puerto Rico",157800,91.6,Moderate
54077,"Preston County","West Virginia",157700,91.5,Moderate
21161,"Mason County","Kentucky",157500,91.4,Moderate
26001,"Alcona County","Michigan",157500,91.4,Moderate
39001,"Adams County","Ohio",157500,91.4,Moderate
21219,"Todd County","Kentucky",157400,91.4,Moderate
28087,"Lowndes County","Mississippi",157400,91.4,Moderate
48013,"Atascosa County","Texas",157400,91.4,Moderate
18023,"Clinton County","Indiana",157300,91.3,Moderate
27125,"Red Lake County","Minnesota",157200,91.2,Moderate
29057,"Dade County","Missouri",157200,91.2,Moderate
47019,"Carter County","Tennessee",157200,91.2,Moderate
51021,"Bland County","Virginia",157100,91.2,Moderate
31101,"Keith County","Nebraska",157000,91.1,Moderate
39071,"Highland County","Ohio",157000,91.1,Moderate
29025,"Caldwell County","Missouri",156700,90.9,Moderate
42013,"Blair County","Pennsylvania",156700,90.9,Moderate
29021,"Buchanan County","Missouri",156600,90.9,Moderate
19023,"Butler County","Iowa",156500,90.8,Moderate
46085,"Lyman County","South Dakota",156500,90.8,Moderate
29153,"Ozark County","Missouri",156400,90.8,Moderate
46063,"Harding County","South Dakota",156400,90.8,Moderate
21199,"Pulaski County","Kentucky",156300,90.7,Moderate
19165,"Shelby County","Iowa",156200,90.7,Moderate
36035,"Fulton County","New York",156100,90.6,Moderate
54011,"Cabell County","West Virginia",156100,90.6,Moderate
12133,"Washington County","Florida",156000,90.5,Moderate
22045,"Iberia Parish","Louisiana",156000,90.5,Moderate
37157,"Rockingham County","North Carolina",156000,90.5,Moderate
47077,"Henderson County","Tennessee",156000,90.5,Moderate
17001,"Adams County","Illinois",155900,90.5,Moderate
18139,"Rush County","Indiana",155900,90.5,Moderate
21205,"Rowan County","Kentucky",155900,90.5,Moderate
29123,"Madison County","Missouri",155900,90.5,Moderate
39023,"Clark County","Ohio",155900,90.5,Moderate
37075,"Graham County","North Carolina",155800,90.4,Moderate
19043,"Clayton County","Iowa",155700,90.4,Moderate
40125,"Pottawatomie County","Oklahoma",155700,90.4,Moderate
40139,"Texas County","Oklahoma",155600,90.3,Moderate
23025,"Somerset County","Maine",155200,90.1,Moderate
39095,"Lucas County","Ohio",155200,90.1,Moderate
47023,"Chester County","Tennessee",155200,90.1,Moderate
55051,"Iron County","Wisconsin",155200,90.1,Moderate
05035,"Crittenden County","Arkansas",155100,90.0,Moderate
13189,"McDuffie County","Georgia",155100,90.0,Moderate
17103,"Lee County","Illinois",155100,90.0,Moderate
17201,"Winnebago County","Illinois",155100,90.0,Moderate
29187,"St. Francois County","Missouri",155100,90.0,Moderate
46037,"Day County","South Dakota",155100,90.0,Moderate
48225,"Houston County","Texas",155100,90.0,Moderate
17099,"LaSalle County","Illinois",154900,89.9,Moderate
40099,"Murray County","Oklahoma",154900,89.9,Moderate
72117,"Rincón Municipio","Puerto Rico",154900,89.9,Moderate
20081,"Haskell County","Kansas",154800,89.8,Moderate
29013,"Bates County","Missouri",154800,89.8,Moderate
12039,"Gadsden County","Florida",154700,89.8,Moderate
36121,"Wyoming County","New York",154700,89.8,Moderate
13199,"Meriwether County","Georgia",154600,89.7,Moderate
18079,"Jennings County","Indiana",154600,89.7,Moderate
54035,"Jackson County","West Virginia",154600,89.7,Moderate
55075,"Marinette County","Wisconsin",154600,89.7,Moderate
05053,"Grant County","Arkansas",154500,89.7,Moderate
28143,"Tunica County","Mississippi",154500,89.7,Moderate
48293,"Limestone County","Texas",154400,89.6,Moderate
40031,"Comanche County","Oklahoma",154300,89.6,Moderate
19033,"Cerro Gordo County","Iowa",154100,89.4,Moderate
39059,"Guernsey County","Ohio",154100,89.4,Moderate
27033,"Cottonwood County","Minnesota",154000,89.4,Moderate
39139,"Richland County","Ohio",154000,89.4,Moderate
47071,"Hardin County","Tennessee",154000,89.4,Moderate
48373,"Polk County","Texas",154000,89.4,Moderate
19045,"Clinton County","Iowa",153800,89.3,Moderate
54107,"Wood County","West Virginia",153700,89.2,Moderate
42085,"Mercer County","Pennsylvania",153600,89.1,Moderate
29083,"Henry County","Missouri",153500,89.1,Moderate
40019,"Carter County","Oklahoma",153500,89.1,Moderate
45059,"Laurens County","South Carolina",153500,89.1,Moderate
51530,"Buena Vista city","Virginia",153500,89.1,Moderate
29173,"Ralls County","Missouri",153400,89.0,Moderate
30035,"Glacier County","Montana",153400,89.0,Moderate
40009,"Beckham County","Oklahoma",153400,89.0,Moderate
23021,"Piscataquis County","Maine",153300,89.0,Moderate
27089,"Marshall County","Minnesota",153300,89.0,Moderate
26051,"Gladwin County","Michigan",153200,88.9,Moderate
36107,"Tioga County","New York",153200,88.9,Moderate
46055,"Haakon County","South Dakota",153200,88.9,Moderate
26033,"Chippewa County","Michigan",153100,88.9,Moderate
51143,"Pittsylvania County","Virginia",153000,88.8,Moderate
13249,"Schley County","Georgia",152900,88.7,Moderate
28035,"Forrest County","Mississippi",152900,88.7,Moderate
01129,"Washington County","Alabama",152800,88.7,Moderate
20209,"Wyandotte County","Kansas",152700,88.6,Moderate
17143,"Peoria County","Illinois",152600,88.6,Moderate
40129,"Roger Mills County","Oklahoma",152600,88.6,Moderate
48235,"Irion County","Texas",152600,88.6,Moderate
20093,"Kearny County","Kansas",152500,88.5,Moderate
39143,"Sandusky County","Ohio",152500,88.5,Moderate
20097,"Kiowa County","Kansas",152400,88.5,Moderate
01113,"Russell County","Alabama",152300,88.4,Moderate
29229,"Wright County","Missouri",152300,88.4,Moderate
72031,"Carolina Municipio","Puerto Rico",152300,88.4,Moderate
27081,"Lincoln County","Minnesota",152200,88.3,Moderate
48273,"Kleberg County","Texas",152200,88.3,Moderate
48443,"Terrell County","Texas",152200,88.3,Moderate
42031,"Clarion County","Pennsylvania",152100,88.3,Moderate
46059,"Hand County","South Dakota",152100,88.3,Moderate
20179,"Sheridan County","Kansas",152000,88.2,Moderate
31089,"Holt County","Nebraska",152000,88.2,Moderate
40081,"Lincoln County","Oklahoma",152000,88.2,Moderate
55107,"Rusk County","Wisconsin",152000,88.2,Moderate
72135,"Toa Alta Municipio","Puerto Rico",152000,88.2,Moderate
27129,"Renville County","Minnesota",151900,88.2,Moderate
47049,"Fentress County","Tennessee",151800,88.1,Moderate
27165,"Watonwan County","Minnesota",151600,88.0,Moderate
42097,"Northumberland County","Pennsylvania",151600,88.0,Moderate
12027,"DeSoto County","Florida",151500,87.9,Moderate
18067,"Howard County","Indiana",151500,87.9,Moderate
21141,"Logan County","Kentucky",151500,87.9,Moderate
26025,"Calhoun County","Michigan",151500,87.9,Moderate
48323,"Maverick County","Texas",151500,87.9,Moderate
48465,"Val Verde County","Texas",151500,87.9,Moderate
28049,"Hinds County","Mississippi",151200,87.8,Moderate
29059,"Dallas County","Missouri",151200,87.8,Moderate
37033,"Caswell County","North Carolina",151200,87.8,Moderate
47109,"McNairy County","Tennessee",151100,87.7,Moderate
22099,"St. Martin Parish","Louisiana",151000,87.6,Moderate
29203,"Shannon County","Missouri",151000,87.6,Moderate
08099,"Prowers County","Colorado",150900,87.6,Moderate
39039,"Defiance County","Ohio",150900,87.6,Moderate
01079,"Lawrence County","Alabama",150700,87.5,Moderate
22031,"De Soto Parish","Louisiana",150700,87.5,Moderate
18101,"Martin County","Indiana",150400,87.3,Moderate
27127,"Redwood County","Minnesota",150400,87.3,Moderate
19159,"Ringgold County","Iowa",150300,87.2,Moderate
37123,"Montgomery County","North Carolina",150300,87.2,Moderate
48227,"Howard County","Texas",150300,87.2,Moderate
47083,"Houston County","Tennessee",150100,87.1,Moderate
48057,"Calhoun County","Texas",150000,87.1,Moderate
26039,"Crawford County","Michigan",149900,87.0,Moderate
48049,"Brown County","Texas",149900,87.0,Moderate
13305,"Wayne County","Georgia",149800,86.9,Moderate
17189,"Washington County","Illinois",149800,86.9,Moderate
40047,"Garfield County","Oklahoma",149800,86.9,Moderate
48005,"Angelina County","Texas",149800,86.9,Moderate
29065,"Dent County","Missouri",149700,86.9,Moderate
47053,"Gibson County","Tennessee",149700,86.9,Moderate
20027,"Clay County","Kansas",149600,86.8,Moderate
38081,"Sargent County","North Dakota",149600,86.8,Moderate
39007,"Ashtabula County","Ohio",149600,86.8,Moderate
01015,"Calhoun County","Alabama",149500,86.8,Moderate
13293,"Upson County","Georgia",149500,86.8,Moderate
35035,"Otero County","New Mexico",149500,86.8,Moderate
05137,"Stone County","Arkansas",149400,86.7,Moderate
30075,"Powder River County","Montana",149400,86.7,Moderate
48119,"Delta County","Texas",149400,86.7,Moderate
39121,"Noble County","Ohio",149300,86.7,Moderate
21047,"Christian County","Kentucky",149200,86.6,Moderate
24001,"Allegany County","Maryland",149200,86.6,Moderate
29061,"Daviess County","Missouri",149200,86.6,Moderate
31135,"Perkins County","Nebraska",149200,86.6,Moderate
47175,"Van Buren County","Tennessee",149200,86.6,Moderate
48313,"Madison County","Texas",149100,86.5,Moderate
01109,"Pike County","Alabama",149000,86.5,Moderate
27023,"Chippewa County","Minnesota",149000,86.5,Moderate
51083,"Halifax County","Virginia",148900,86.4,Moderate
45017,"Calhoun County","South Carolina",148800,86.4,Moderate
08061,"Kiowa County","Colorado",148600,86.2,Moderate
19087,"Henry County","Iowa",148600,86.2,Moderate
20041,"Dickinson County","Kansas",148500,86.2,Moderate
39131,"Pike County","Ohio",148500,86.2,Moderate
18149,"Starke County","Indiana",148400,86.1,Moderate
05091,"Miller County","Arkansas",148200,86.0,Moderate
17087,"Johnson County","Illinois",148200,86.0,Moderate
21207,"Russell County","Kentucky",148200,86.0,Moderate
27173,"Yellow Medicine County","Minnesota",148200,86.0,Moderate
30003,"Big Horn County","Montana",148200,86.0,Moderate
26143,"Roscommon County","Michigan",148000,85.9,Moderate
47025,"Claiborne County","Tennessee",148000,85.9,Moderate
20003,"Anderson County","Kansas",147900,85.8,Moderate
20005,"Atchison County","Kansas",147900,85.8,Moderate
01067,"Henry County","Alabama",147800,85.8,Moderate
18095,"Madison County","Indiana",147700,85.7,Moderate
29035,"Carter County","Missouri",147600,85.7,Moderate
19071,"Fremont County","Iowa",147500,85.6,Moderate
26023,"Branch County","Michigan",147500,85.6,Moderate
29137,"Monroe County","Missouri",147400,85.5,Moderate
12107,"Putnam County","Florida",147300,85.5,Moderate
45027,"Clarendon County","South Carolina",147300,85.5,Moderate
31083,"Harlan County","Nebraska",147200,85.4,Moderate
45001,"Abbeville County","South Carolina",147200,85.4,Moderate
46091,"Marshall County","South Dakota",147200,85.4,Moderate
05019,"Clark County","Arkansas",147100,85.4,Moderate
23029,"Washington County","Maine",147100,85.4,Moderate
27151,"Swift County","Minnesota",147100,85.4,Moderate
19021,"Buena Vista County","Iowa",146900,85.3,Moderate
19091,"Humboldt County","Iowa",146900,85.3,Moderate
22001,"Acadia Parish","Louisiana",146900,85.3,Moderate
26041,"Delta County","Michigan",146800,85.2,Moderate
27087,"Mahnomen County","Minnesota",146500,85.0,Moderate
31045,"Dawes County","Nebraska",146500,85.0,Moderate
51141,"Patrick County","Virginia",146500,85.0,Moderate
18069,"Huntington County","Indiana",146400,85.0,Moderate
31035,"Clay County","Nebraska",146300,84.9,Moderate
37181,"Vance County","North Carolina",146300,84.9,Moderate
40121,"Pittsburg County","Oklahoma",146300,84.9,Moderate
42005,"Armstrong County","Pennsylvania",146300,84.9,Moderate
13087,"Decatur County","Georgia",146200,84.9,Moderate
20067,"Grant County","Kansas",146200,84.9,Moderate
39101,"Marion County","Ohio",146200,84.9,Moderate
42059,"Greene County","Pennsylvania",146200,84.9,Moderate
42105,"Potter County","Pennsylvania",146200,84.9,Moderate
54063,"Monroe County","West Virginia",146100,84.8,Moderate
18123,"Perry County","Indiana",146000,84.7,Moderate
19051,"Davis County","Iowa",146000,84.7,Moderate
48365,"Panola County","Texas",146000,84.7,Moderate
55099,"Price County","Wisconsin",146000,84.7,Moderate
45029,"Colleton County","South Carolina",145900,84.7,Moderate
01071,"Jackson County","Alabama",145800,84.6,Moderate
55067,"Langlade County","Wisconsin",145800,84.6,Moderate
17199,"Williamson County","Illinois",145600,84.5,Moderate
21149,"McLean County","Kentucky",145600,84.5,Moderate
51111,"Lunenburg County","Virginia",145500,84.4,Moderate
18143,"Scott County","Indiana",145400,84.4,Moderate
27063,"Jackson County","Minnesota",145400,84.4,Moderate
42063,"Indiana County","Pennsylvania",145400,84.4,Moderate
17073,"Henry County","Illinois",145300,84.3,Moderate
29089,"Howard County","Missouri",145300,84.3,Moderate
47079,"Henry County","Tennessee",145200,84.3,Moderate
19035,"Cherokee County","Iowa",145100,84.2,Moderate
35057,"Torrance County","New Mexico",145100,84.2,Moderate
36007,"Broome County","New York",145100,84.2,Moderate
22053,"Jefferson Davis Parish","Louisiana",145000,84.2,Moderate
40065,"Jackson County","Oklahoma",145000,84.2,Moderate
31071,"Garfield County","Nebraska",144900,84.1,Moderate
01123,"Tallapoosa County","Alabama",144800,84.0,Moderate
13079,"Crawford County","Georgia",144800,84.0,Moderate
35051,"Sierra County","New Mexico",144800,84.0,Moderate
48059,"Callahan County","Texas",144800,84.0,Moderate
