FIPS,County,State,Median Home Value,% of National Median,Price Category
48251,"Johnson County","Texas",254600,147.8,Moderate
26019,"Benzie County","Michigan",254400,147.6,Moderate
12037,"Franklin County","Florida",254300,147.6,Moderate
54061,"Monongalia County","West Virginia",254200,147.5,Moderate
29019,"Boone County","Missouri",254100,147.5,Moderate
16053,"Jerome County","Idaho",254000,147.4,Moderate
37099,"Jackson County","North Carolina",253900,147.4,Moderate
55055,"Jefferson County","Wisconsin",253800,147.3,Moderate
48425,"Somervell County","Texas",253600,147.2,Moderate
49013,"Duchesne County","Utah",253600,147.2,Moderate
04015,"Mohave County","Arizona",253200,147.0,Moderate
21015,"Boone County","Kentucky",253200,147.0,Moderate
19181,"Warren County","Iowa",252800,146.7,Moderate
27013,"Blue Earth County","Minnesota",252800,146.7,Moderate
56013,"Fremont County","Wyoming",252700,146.7,Moderate
27111,"Otter Tail County","Minnesota",252500,146.5,Moderate
24019,"Dorchester County","Maryland",252300,146.4,Moderate
55015,"Calumet County","Wisconsin",252100,146.3,Moderate
48143,"Erath County","Texas",251900,146.2,Moderate
39075,"Holmes County","Ohio",251800,146.1,Moderate
13011,"Banks County","Georgia",251700,146.1,Moderate
19059,"Dickinson County","Iowa",251600,146.0,Moderate
53001,"Adams County","Washington",251300,145.9,Moderate
50017,"Orange County","Vermont",251000,145.7,Moderate
42103,"Pike County","Pennsylvania",250900,145.6,Moderate
39089,"Licking County","Ohio",250700,145.5,Moderate
16087,"Washington County","Idaho",250300,145.3,Moderate
08057,"Jackson County","Colorado",250000,145.1,Moderate
48019,"Bandera County","Texas",249800,145.0,Moderate
29043,"Christian County","Missouri",249700,144.9,Moderate
38059,"Morton County","North Dakota",249600,144.9,Moderate
18087,"LaGrange County","Indiana",249500,144.8,Moderate
16025,"Camas County","Idaho",248900,144.5,Moderate
56031,"Platte County","Wyoming",248900,144.5,Moderate
28033,"DeSoto County","Mississippi",248700,144.3,Moderate
48173,"Glasscock County","Texas",248600,144.3,Moderate
19153,"Polk County","Iowa",248400,144.2,Moderate
36039,"Greene County","New York",248300,144.1,Moderate
47125,"Montgomery County","Tennessee",248300,144.1,Moderate
55049,"Iowa County","Wisconsin",248100,144.0,Moderate
54003,"Berkeley County","West Virginia",248000,143.9,Moderate
55059,"Kenosha County","Wisconsin",247800,143.8,Moderate
41001,"Baker County","Oregon",247700,143.8,Moderate
36113,"Warren County","New York",247600,143.7,Moderate
48287,"Lee County","Texas",247500,143.6,Moderate
31025,"Cass County","Nebraska",247200,143.5,Moderate
27009,"Benton County","Minnesota",247100,143.4,Moderate
04007,"Gila County","Arizona",247000,143.4,Moderate
26005,"Allegan County","Michigan",247000,143.4,Moderate
47141,"Putnam County","Tennessee",246800,143.2,Moderate
02066,"Copper River Census Area","Alaska",246700,143.2,Moderate
49027,"Millard County","Utah",246400,143.0,Moderate
46011,"Brookings County","South Dakota",246300,142.9,Moderate
47117,"Marshall County","Tennessee",246100,142.8,Moderate
51053,"Dinwiddie County","Virginia",246100,142.8,Moderate
55009,"Brown County","Wisconsin",245900,142.7,Moderate
27157,"Wabasha County","Minnesota",245800,142.7,Moderate
31055,"Douglas County","Nebraska",245800,142.7,Moderate
39025,"Clermont County","Ohio",245600,142.5,Moderate
13103,"Effingham County","Georgia",245300,142.4,Moderate
21113,"Jessamine County","Kentucky",245100,142.3,Moderate
51775,"Salem city","Virginia",244800,142.1,Moderate
30059,"Meagher County","Montana",244400,141.8,Moderate
36083,"Rensselaer County","New York",244300,141.8,Moderate
38035,"Grand Forks County","North Dakota",244200,141.7,Moderate
48029,"Bexar County","Texas",244100,141.7,Moderate
55087,"Outagamie County","Wisconsin",244100,141.7,Moderate
38025,"Dunn County","North Dakota",244000,141.6,Moderate
51193,"Westmoreland County","Virginia",244000,141.6,Moderate
26015,"Barry County","Michigan",243700,141.4,Moderate
26037,"Clinton County","Michigan",243700,141.4,Moderate
19169,"Story County","Iowa",243600,141.4,Moderate
22051,"Jefferson Parish","Louisiana",243500,141.3,Moderate
08103,"Rio Blanco County","Colorado",243400,141.3,Moderate
30013,"Cascade County","Montana",243300,141.2,Moderate
51700,"Newport News city","Virginia",243300,141.2,Moderate
13207,"Monroe County","Georgia",243200,141.1,Moderate
55063,"La Crosse County","Wisconsin",243200,141.1,Moderate
39017,"Butler County","Ohio",243000,141.0,Moderate
56037,"Sweetwater County","Wyoming",242900,141.0,Moderate
26029,"Charlevoix County","Michigan",242800,140.9,Moderate
27121,"Pope County","Minnesota",242800,140.9,Moderate
21227,"Warren County","Kentucky",242600,140.8,Moderate
18013,"Brown County","Indiana",242500,140.7,Moderate
55035,"Eau Claire County","Wisconsin",242400,140.7,Moderate
55111,"Sauk County","Wisconsin",242400,140.7,Moderate
49009,"Daggett County","Utah",242100,140.5,Moderate
36041,"Hamilton County","New York",242000,140.5,Moderate
22033,"East Baton Rouge Parish","Louisiana",241800,140.3,Moderate
29219,"Warren County","Missouri",241200,140.0,Moderate
42089,"Monroe County","Pennsylvania",241200,140.0,Moderate
55095,"Polk County","Wisconsin",241200,140.0,Moderate
31155,"Saunders County","Nebraska",241100,139.9,Moderate
37069,"Franklin County","North Carolina",240900,139.8,Moderate
51097,"King and Queen County","Virginia",240900,139.8,Moderate
16035,"Clearwater County","Idaho",240800,139.8,Moderate
12053,"Hernando County","Florida",240700,139.7,Moderate
42093,"Montour County","Pennsylvania",240300,139.5,Moderate
12105,"Polk County","Florida",240000,139.3,Moderate
42011,"Berks County","Pennsylvania",239700,139.1,Moderate
51007,"Amelia County","Virginia",239700,139.1,Moderate
55101,"Racine County","Wisconsin",239400,138.9,Moderate
51790,"Staunton city","Virginia",239300,138.9,Moderate
23027,"Waldo County","Maine",239100,138.8,Moderate
19191,"Winneshiek County","Iowa",239000,138.7,Moderate
24045,"Wicomico County","Maryland",238900,138.7,Moderate
01081,"Lee County","Alabama",238700,138.5,Moderate
31081,"Hamilton County","Nebraska",238700,138.5,Moderate
51163,"Rockbridge County","Virginia",238700,138.5,Moderate
39057,"Greene County","Ohio",238000,138.1,Moderate
55017,"Chippewa County","Wisconsin",237700,138.0,Moderate
27095,"Mille Lacs County","Minnesota",237500,137.8,Moderate
21111,"Jefferson County","Kentucky",237200,137.7,Moderate
27097,"Morrison County","Minnesota",237000,137.6,Moderate
30025,"Fallon County","Montana",237000,137.6,Moderate
19121,"Madison County","Iowa",236900,137.5,Moderate
55045,"Green County","Wisconsin",236900,137.5,Moderate
31019,"Buffalo County","Nebraska",236800,137.4,Moderate
48007,"Aransas County","Texas",236800,137.4,Moderate
18047,"Franklin County","Indiana",236700,137.4,Moderate
51820,"Waynesboro city","Virginia",236600,137.3,Moderate
29209,"Stone County","Missouri",236500,137.3,Moderate
33019,"Sullivan County","New Hampshire",236300,137.1,Moderate
42055,"Franklin County","Pennsylvania",236300,137.1,Moderate
48281,"Lampasas County","Texas",236000,137.0,Moderate
12045,"Gulf County","Florida",235700,136.8,Moderate
37077,"Granville County","North Carolina",235700,136.8,Moderate
39129,"Pickaway County","Ohio",235700,136.8,Moderate
19167,"Sioux County","Iowa",235600,136.7,Moderate
30099,"Teton County","Montana",235500,136.7,Moderate
49031,"Piute County","Utah",235400,136.6,Moderate
16067,"Minidoka County","Idaho",235300,136.6,Moderate
37059,"Davie County","North Carolina",235300,136.6,Moderate
51181,"Surry County","Virginia",235200,136.5,Moderate
18043,"Floyd County","Indiana",235100,136.4,Moderate
27001,"Aitkin County","Minnesota",235100,136.4,Moderate
37071,"Gaston County","North Carolina",235000,136.4,Moderate
42133,"York County","Pennsylvania",235000,136.4,Moderate
37081,"Guilford County","North Carolina",234900,136.3,Moderate
36105,"Sullivan County","New York",234800,136.3,Moderate
56015,"Goshen County","Wyoming",234600,136.2,Moderate
21037,"Campbell County","Kentucky",234500,136.1,Moderate
48243,"Jeff Davis County","Texas",234400,136.0,Moderate
40083,"Logan County","Oklahoma",234300,136.0,Moderate
12033,"Escambia County","Florida",234200,135.9,Moderate
16007,"Bear Lake County","Idaho",234200,135.9,Moderate
22055,"Lafayette Parish","Louisiana",234200,135.9,Moderate
27147,"Steele County","Minnesota",234200,135.9,Moderate
51650,"Hampton city","Virginia",234100,135.9,Moderate
13039,"Camden County","Georgia",233900,135.8,Moderate
40087,"McClain County","Oklahoma",233900,135.8,Moderate
01125,"Tuscaloosa County","Alabama",233700,135.6,Moderate
21029,"Bullitt County","Kentucky",233700,135.6,Moderate
27085,"McLeod County","Minnesota",233400,135.5,Moderate
13217,"Newton County","Georgia",233300,135.4,Moderate
37011,"Avery County","North Carolina",233200,135.3,Moderate
38055,"McLean County","North Dakota",233100,135.3,Moderate
31159,"Seward County","Nebraska",232400,134.9,Moderate
42101,"Philadelphia County","Pennsylvania",232400,134.9,Moderate
08073,"Lincoln County","Colorado",232100,134.7,Moderate
23001,"Androscoggin County","Maine",232000,134.6,Moderate
27017,"Carlton County","Minnesota",232000,134.6,Moderate
08033,"Dolores County","Colorado",231900,134.6,Moderate
17037,"DeKalb County","Illinois",231900,134.6,Moderate
16047,"Gooding County","Idaho",231800,134.5,Moderate
47179,"Washington County","Tennessee",231700,134.5,Moderate
51570,"Colonial Heights city","Virginia",231700,134.5,Moderate
26099,"Macomb County","Michigan",231400,134.3,Moderate
39097,"Madison County","Ohio",231400,134.3,Moderate
20161,"Riley County","Kansas",231200,134.2,Moderate
46079,"Lake County","South Dakota",231000,134.1,Moderate
35039,"Rio Arriba County","New Mexico",230900,134.0,Moderate
47011,"Bradley County","Tennessee",230800,134.0,Moderate
27067,"Kandiyohi County","Minnesota",230500,133.8,Moderate
55097,"Portage County","Wisconsin",230400,133.7,Moderate
40017,"Canadian County","Oklahoma",230300,133.7,Moderate
41049,"Morrow County","Oregon",229800,133.4,Moderate
47157,"Shelby County","Tennessee",229700,133.3,Moderate
51740,"Portsmouth city","Virginia",229400,133.1,Moderate
26087,"Lapeer County","Michigan",229100,133.0,Moderate
37113,"Macon County","North Carolina",229000,132.9,Moderate
18173,"Warrick County","Indiana",228900,132.8,Moderate
27093,"Meeker County","Minnesota",228900,132.8,Moderate
19129,"Mills County","Iowa",228700,132.7,Moderate
51057,"Essex County","Virginia",228600,132.7,Moderate
48181,"Grayson County","Texas",228300,132.5,Moderate
42127,"Wayne County","Pennsylvania",228200,132.4,Moderate
08075,"Logan County","Colorado",228100,132.4,Moderate
16071,"Oneida County","Idaho",228100,132.4,Moderate
55007,"Bayfield County","Wisconsin",228100,132.4,Moderate
47035,"Cumberland County","Tennessee",228000,132.3,Moderate
13035,"Butts County","Georgia",227800,132.2,Moderate
37067,"Forsyth County","North Carolina",227800,132.2,Moderate
47015,"Cannon County","Tennessee",227600,132.1,Moderate
13045,"Carroll County","Georgia",227500,132.0,Moderate
21117,"Kenton County","Kentucky",227500,132.0,Moderate
26077,"Kalamazoo County","Michigan",227500,132.0,Moderate
48381,"Randall County","Texas",227500,132.0,Moderate
55085,"Oneida County","Wisconsin",227500,132.0,Moderate
42075,"Lebanon County","Pennsylvania",227300,131.9,Moderate
47031,"Coffee County","Tennessee",227300,131.9,Moderate
51620,"Franklin city","Virginia",227200,131.9,Moderate
18029,"Dearborn County","Indiana",227100,131.8,Moderate
13177,"Lee County","Georgia",226900,131.7,Moderate
48185,"Grimes County","Texas",226600,131.5,Moderate
27055,"Houston County","Minnesota",226300,131.3,Moderate
55033,"Dunn County","Wisconsin",226200,131.3,Moderate
19061,"Dubuque County","Iowa",226100,131.2,Moderate
22121,"West Baton Rouge Parish","Louisiana",225900,131.1,Moderate
39061,"Hamilton County","Ohio",225700,131.0,Moderate
27115,"Pine County","Minnesota",225600,130.9,Moderate
41023,"Grant County","Oregon",225100,130.6,Moderate
12003,"Baker County","Florida",225000,130.6,Moderate
01073,"Jefferson County","Alabama",224900,130.5,Moderate
29113,"Lincoln County","Missouri",224800,130.5,Moderate
48097,"Cooke County","Texas",224600,130.4,Moderate
47159,"Smith County","Tennessee",224500,130.3,Moderate
45079,"Richland County","South Carolina",224200,130.1,Moderate
21179,"Nelson County","Kentucky",224100,130.1,Moderate
51036,"Charles City County","Virginia",224100,130.1,Moderate
30093,"Silver Bow County","Montana",223500,129.7,Moderate
28121,"Rankin County","Mississippi",223400,129.7,Moderate
37139,"Pasquotank County","North Carolina",223300,129.6,Moderate
55113,"Sawyer County","Wisconsin",223300,129.6,Moderate
12017,"Citrus County","Florida",223200,129.5,Moderate
36093,"Schenectady County","New York",223100,129.5,Moderate
54065,"Morgan County","West Virginia",223100,129.5,Moderate
20149,"Pottawatomie County","Kansas",223000,129.4,Moderate
34033,"Salem County","New Jersey",223000,129.4,Moderate
27075,"Lake County","Minnesota",222900,129.4,Moderate
27169,"Winona County","Minnesota",222900,129.4,Moderate
42119,"Union County","Pennsylvania",222900,129.4,Moderate
40027,"Cleveland County","Oklahoma",222800,129.3,Moderate
42099,"Perry County","Pennsylvania",222800,129.3,Moderate
51067,"Franklin County","Virginia",222800,129.3,Moderate
16079,"Shoshone County","Idaho",222700,129.3,Moderate
26009,"Antrim County","Michigan",222500,129.1,Moderate
27007,"Beltrami County","Minnesota",222300,129.0,Moderate
37199,"Yancey County","North Carolina",222300,129.0,Moderate
42043,"Dauphin County","Pennsylvania",222300,129.0,Moderate
38061,"Mountrail County","North Dakota",222200,129.0,Moderate
40131,"Rogers County","Oklahoma",222200,129.0,Moderate
13237,"Putnam County","Georgia",222000,128.8,Moderate
37009,"Ashe County","North Carolina",221900,128.8,Moderate
02198,"Prince of Wales-Hyder Census Area","Alaska",221800,128.7,Moderate
46027,"Clay County","South Dakota",221800,128.7,Moderate
51139,"Page County","Virginia",221800,128.7,Moderate
08063,"Kit Carson County","Colorado",221400,128.5,Moderate
29101,"Johnson County","Missouri",221400,128.5,Moderate
41045,"Malheur County","Oregon",221300,128.4,Moderate
30065,"Musselshell County","Montana",221200,128.4,Moderate
37001,"Alamance County","North Carolina",221200,128.4,Moderate
18005,"Bartholomew County","Indiana",221100,128.3,Moderate
27065,"Kanabec County","Minnesota",221100,128.3,Moderate
46065,"Hughes County","South Dakota",221100,128.3,Moderate
48027,"Bell County","Texas",221100,128.3,Moderate
48285,"Lavaca County","Texas",220900,128.2,Moderate
12083,"Marion County","Florida",220800,128.1,Moderate
48423,"Smith County","Texas",220800,128.1,Moderate
21151,"Madison County","Kentucky",220700,128.1,Moderate
37085,"Harnett County","North Carolina",220700,128.1,Moderate
42125,"Washington County","Pennsylvania",220600,128.0,Moderate
16029,"Caribou County","Idaho",220200,127.8,Moderate
18109,"Morgan County","Indiana",220100,127.7,Moderate
47167,"Tipton County","Tennessee",220100,127.7,Moderate
51049,"Cumberland County","Virginia",220100,127.7,Moderate
48325,"Medina County","Texas",220000,127.7,Moderate
23011,"Kennebec County","Maine",219900,127.6,Moderate
13159,"Jasper County","Georgia",219700,127.5,Moderate
02185,"North Slope Borough","Alaska",219600,127.5,Moderate
28105,"Oktibbeha County","Mississippi",219500,127.4,Moderate
37133,"Onslow County","North Carolina",219500,127.4,Moderate
41037,"Lake County","Oregon",219400,127.3,Moderate
24510,"Baltimore city","Maryland",219300,127.3,Moderate
18061,"Harrison County","Indiana",219200,127.2,Moderate
48309,"McLennan County","Texas",219200,127.2,Moderate
29225,"Webster County","Missouri",219100,127.2,Moderate
22063,"Livingston Parish","Louisiana",218900,127.0,Moderate
08003,"Alamosa County","Colorado",218800,127.0,Moderate
29099,"Jefferson County","Missouri",218800,127.0,Moderate
28073,"Lamar County","Mississippi",218700,126.9,Moderate
19149,"Plymouth County","Iowa",218600,126.9,Moderate
01115,"St. Clair County","Alabama",218500,126.8,Moderate
50021,"Rutland County","Vermont",218400,126.8,Moderate
55027,"Dodge County","Wisconsin",218400,126.8,Moderate
55117,"Sheboygan County","Wisconsin",218400,126.8,Moderate
08121,"Washington County","Colorado",218300,126.7,Moderate
31099,"Kearney County","Nebraska",218300,126.7,Moderate
39083,"Knox County","Ohio",218300,126.7,Moderate
37035,"Catawba County","North Carolina",218100,126.6,Moderate
18129,"Posey County","Indiana",218000,126.5,Moderate
46029,"Codington County","South Dakota",218000,126.5,Moderate
47153,"Sequatchie County","Tennessee",217800,126.4,Moderate
40119,"Payne County","Oklahoma",217700,126.3,Moderate
45063,"Lexington County","South Carolina",217700,126.3,Moderate
18157,"Tippecanoe County","Indiana",217600,126.3,Moderate
36029,"Erie County","New York",217400,126.2,Moderate
46087,"McCook County","South Dakota",217300,126.1,Moderate
45073,"Oconee County","South Carolina",217200,126.1,Moderate
24023,"Garrett County","Maryland",217000,125.9,Moderate
38065,"Oliver County","North Dakota",217000,125.9,Moderate
42003,"Allegheny County","Pennsylvania",216700,125.8,Moderate
55079,"Milwaukee County","Wisconsin",216500,125.7,Moderate
12129,"Wakulla County","Florida",216300,125.5,Moderate
04023,"Santa Cruz County","Arizona",216100,125.4,Moderate
37159,"Rowan County","North Carolina",216100,125.4,Moderate
40145,"Wagoner County","Oklahoma",216000,125.4,Moderate
45077,"Pickens County","South Carolina",216000,125.4,Moderate
45083,"Spartanburg County","South Carolina",216000,125.4,Moderate
48043,"Brewster County","Texas",216000,125.4,Moderate
50005,"Caledonia County","Vermont",215900,125.3,Moderate
55105,"Rock County","Wisconsin",215900,125.3,Moderate
47001,"Anderson County","Tennessee",215800,125.2,Moderate
26115,"Monroe County","Michigan",215700,125.2,Moderate
47051,"Franklin County","Tennessee",215700,125.2,Moderate
08125,"Yuma County","Colorado",215600,125.1,Moderate
19119,"Lyon County","Iowa",215600,125.1,Moderate
29186,"Ste. Genevieve County","Missouri",215600,125.1,Moderate
48055,"Caldwell County","Texas",215600,125.1,Moderate
51063,"Floyd County","Virginia",215500,125.1,Moderate
55013,"Burnett County","Wisconsin",215500,125.1,Moderate
08105,"Rio Grande County","Colorado",215400,125.0,Moderate
30103,"Treasure County","Montana",215300,125.0,Moderate
22015,"Bossier Parish","Louisiana",215100,124.8,Moderate
27077,"Lake of the Woods County","Minnesota",215000,124.8,Moderate
27143,"Sibley County","Minnesota",215000,124.8,Moderate
29071,"Franklin County","Missouri",214900,124.7,Moderate
48211,"Hemphill County","Texas",214900,124.7,Moderate
48379,"Rains County","Texas",214900,124.7,Moderate
18089,"Lake County","Indiana",214700,124.6,Moderate
08071,"Las Animas County","Colorado",214500,124.5,Moderate
56007,"Carbon County","Wyoming",214500,124.5,Moderate
72061,"Guaynabo Municipio","Puerto Rico",214500,124.5,Moderate
29051,"Cole County","Missouri",214400,124.4,Moderate
39173,"Wood County","Ohio",214400,124.4,Moderate
56017,"Hot Springs County","Wyoming",214400,124.4,Moderate
37167,"Stanly County","North Carolina",214300,124.4,Moderate
13047,"Catoosa County","Georgia",214200,124.3,Moderate
30045,"Judith Basin County","Montana",214200,124.3,Moderate
51159,"Richmond County","Virginia",214200,124.3,Moderate
53023,"Garfield County","Washington",214200,124.3,Moderate
54079,"Putnam County","West Virginia",214200,124.3,Moderate
56045,"Weston County","Wyoming",214000,124.2,Moderate
26147,"St. Clair County","Michigan",213900,124.1,Moderate
37105,"Lee County","North Carolina",213800,124.1,Moderate
22037,"East Feliciana Parish","Louisiana",213700,124.0,Moderate
01051,"Elmore County","Alabama",213600,124.0,Moderate
40143,"Tulsa County","Oklahoma",213500,123.9,Moderate
48147,"Fannin County","Texas",213500,123.9,Moderate
29095,"Jackson County","Missouri",213300,123.8,Moderate
50019,"Orleans County","Vermont",213300,123.8,Moderate
21005,"Anderson County","Kentucky",213200,123.7,Moderate
27161,"Waseca County","Minnesota",213200,123.7,Moderate
48159,"Franklin County","Texas",213200,123.7,Moderate
48205,"Hartley County","Texas",213200,123.7,Moderate
46013,"Brown County","South Dakota",212900,123.6,Moderate
18037,"Dubois County","Indiana",212500,123.3,Moderate
19163,"Scott County","Iowa",212500,123.3,Moderate
45007,"Anderson County","South Carolina",212500,123.3,Moderate
18019,"Clark County","Indiana",212400,123.3,Moderate
47145,"Roane County","Tennessee",212300,123.2,Moderate
35027,"Lincoln County","New Mexico",212200,123.2,Moderate
06049,"Modoc County","California",212000,123.0,Moderate
13137,"Habersham County","Georgia",212000,123.0,Moderate
27061,"Itasca County","Minnesota",212000,123.0,Moderate
55083,"Oconto County","Wisconsin",212000,123.0,Moderate
51680,"Lynchburg city","Virginia",211800,122.9,Moderate
05125,"Saline County","Arkansas",211700,122.9,Moderate
51750,"Radford city","Virginia",211700,122.9,Moderate
21017,"Bourbon County","Kentucky",211600,122.8,Moderate
37143,"Perquimans County","North Carolina",211600,122.8,Moderate
26021,"Berrien County","Michigan",211400,122.7,Moderate
05045,"Faulkner County","Arkansas",211300,122.6,Moderate
47111,"Macon County","Tennessee",211200,122.6,Moderate
19125,"Marion County","Iowa",211100,122.5,Moderate
20051,"Ellis County","Kansas",211100,122.5,Moderate
27119,"Polk County","Minnesota",211100,122.5,Moderate
48231,"Hunt County","Texas",210900,122.4,Moderate
55123,"Vernon County","Wisconsin",210600,122.2,Moderate
32015,"Lander County","Nevada",210500,122.2,Moderate
39133,"Portage County","Ohio",210500,122.2,Moderate
51045,"Craig County","Virginia",210500,122.2,Moderate
13143,"Haralson County","Georgia",210400,122.1,Moderate
47089,"Jefferson County","Tennessee",210000,121.9,Moderate
37137,"Pamlico County","North Carolina",209800,121.8,Moderate
37173,"Swain County","North Carolina",209800,121.8,Moderate
55039,"Fond du Lac County","Wisconsin",209800,121.8,Moderate
30023,"Deer Lodge County","Montana",209700,121.7,Moderate
39109,"Miami County","Ohio",209200,121.4,Moderate
47103,"Lincoln County","Tennessee",209100,121.4,Moderate
32017,"Lincoln County","Nevada",208900,121.2,Moderate
55061,"Kewaunee County","Wisconsin",208900,121.2,Moderate
51175,"Southampton County","Virginia",208800,121.2,Moderate
37039,"Cherokee County","North Carolina",208700,121.1,Moderate
39107,"Mercer County","Ohio",208600,121.1,Moderate
55139,"Winnebago County","Wisconsin",208600,121.1,Moderate
22019,"Calcasieu Parish","Louisiana",208500,121.0,Moderate
27137,"St. Louis County","Minnesota",208500,121.0,Moderate
29031,"Cape Girardeau County","Missouri",208300,120.9,Moderate
46135,"Yankton County","South Dakota",208200,120.8,Moderate
31079,"Hall County","Nebraska",207900,120.7,Moderate
48471,"Walker County","Texas",207900,120.7,Moderate
55129,"Washburn County","Wisconsin",207900,120.7,Moderate
31141,"Platte County","Nebraska",207800,120.6,Moderate
40109,"Oklahoma County","Oklahoma",207800,120.6,Moderate
46019,"Butte County","South Dakota",207700,120.5,Moderate
46057,"Hamlin County","South Dakota",207700,120.5,Moderate
04003,"Cochise County","Arizona",207400,120.4,Moderate
19017,"Bremer County","Iowa",207200,120.3,Moderate
39093,"Lorain County","Ohio",207200,120.3,Moderate
18097,"Marion County","Indiana",207000,120.1,Moderate
35061,"Valencia County","New Mexico",206800,120.0,Moderate
16063,"Lincoln County","Idaho",206700,120.0,Moderate
26045,"Eaton County","Michigan",206700,120.0,Moderate
41055,"Sherman County","Oregon",206700,120.0,Moderate
42115,"Susquehanna County","Pennsylvania",206700,120.0,Moderate
28045,"Hancock County","Mississippi",206600,119.9,Moderate
47041,"DeKalb County","Tennessee",206600,119.9,Moderate
13147,"Hart County","Georgia",206500,119.8,Moderate
40073,"Kingfisher County","Oklahoma",206400,119.8,Moderate
42067,"Juniata County","Pennsylvania",206300,119.7,Moderate
46101,"Moody County","South Dakota",206300,119.7,Moderate
55047,"Green Lake County","Wisconsin",206300,119.7,Moderate
37049,"Craven County","North Carolina",206200,119.7,Moderate
42057,"Fulton County","Pennsylvania",206000,119.6,Moderate
51017,"Bath County","Virginia",206000,119.6,Moderate
21093,"Hardin County","Kentucky",205900,119.5,Moderate
18133,"Putnam County","Indiana",205800,119.4,Moderate
29151,"Osage County","Missouri",205700,119.4,Moderate
13129,"Gordon County","Georgia",205600,119.3,Moderate
13153,"Houston County","Georgia",205600,119.3,Moderate
34011,"Cumberland County","New Jersey",205600,119.3,Moderate
42131,"Wyoming County","Pennsylvania",205600,119.3,Moderate
42109,"Snyder County","Pennsylvania",205500,119.3,Moderate
46015,"Brule County","South Dakota",205500,119.3,Moderate
55073,"Marathon County","Wisconsin",205500,119.3,Moderate
35013,"Doña Ana County","New Mexico",205400,119.2,Moderate
18137,"Ripley County","Indiana",205300,119.2,Moderate
18183,"Whitley County","Indiana",205200,119.1,Moderate
26027,"Cass County","Michigan",205200,119.1,Moderate
31093,"Howard County","Nebraska",205200,119.1,Moderate
17019,"Champaign County","Illinois",205100,119.0,Moderate
22105,"Tangipahoa Parish","Louisiana",204600,118.7,Moderate
39169,"Wayne County","Ohio",204600,118.7,Moderate
54027,"Hampshire County","West Virginia",204600,118.7,Moderate
18073,"Jasper County","Indiana",204400,118.6,Moderate
19113,"Linn County","Iowa",204400,118.6,Moderate
37041,"Chowan County","North Carolina",204400,118.6,Moderate
18151,"Steuben County","Indiana",204300,118.6,Moderate
29049,"Clinton County","Missouri",204300,118.6,Moderate
30017,"Custer County","Montana",204200,118.5,Moderate
47055,"Giles County","Tennessee",204100,118.5,Moderate
27045,"Fillmore County","Minnesota",204000,118.4,Moderate
30037,"Golden Valley County","Montana",203900,118.3,Moderate
29213,"Taney County","Missouri",203800,118.3,Moderate
31179,"Wayne County","Nebraska",203700,118.2,Moderate
51147,"Prince Edward County","Virginia",203700,118.2,Moderate
29077,"Greene County","Missouri",203500,118.1,Moderate
55121,"Trempealeau County","Wisconsin",203300,118.0,Moderate
16033,"Clark County","Idaho",203000,117.8,Moderate
36069,"Ontario County","New York",202900,117.8,Moderate
04009,"Graham County","Arizona",202700,117.6,Moderate
30027,"Fergus County","Montana",202700,117.6,Moderate
31073,"Gosper County","Nebraska",202700,117.6,Moderate
16061,"Lewis County","Idaho",202400,117.5,Moderate
37121,"Mitchell County","North Carolina",202100,117.3,Moderate
26103,"Marquette County","Michigan",202000,117.2,Moderate
51191,"Washington County","Virginia",201800,117.1,Moderate
27133,"Rock County","Minnesota",201600,117.0,Moderate
13171,"Lamar County","Georgia",201400,116.9,Moderate
55077,"Marquette County","Wisconsin",201100,116.7,Moderate
02180,"Nome Census Area","Alaska",201000,116.7,Moderate
20087,"Jefferson County","Kansas",200800,116.5,Moderate
39117,"Morrow County","Ohio",200800,116.5,Moderate
21021,"Boyle County","Kentucky",200700,116.5,Moderate
39123,"Ottawa County","Ohio",200700,116.5,Moderate
49007,"Carbon County","Utah",200700,116.5,Moderate
18085,"Kosciusko County","Indiana",200300,116.3,Moderate
29107,"Lafayette County","Missouri",200300,116.3,Moderate
38093,"Stutsman County","North Dakota",200300,116.3,Moderate
48333,"Mills County","Texas",200200,116.2,Moderate
37057,"Davidson County","North Carolina",200100,116.1,Moderate
08109,"Saguache County","Colorado",200000,116.1,Moderate
36031,"Essex County","New York",200000,116.1,Moderate
39085,"Lake County","Ohio",199900,116.0,Moderate
19031,"Cedar County","Iowa",199700,115.9,Moderate
47123,"Monroe County","Tennessee",199700,115.9,Moderate
05119,"Pulaski County","Arkansas",199600,115.8,Moderate
19183,"Washington County","Iowa",199600,115.8,Moderate
20015,"Butler County","Kansas",199600,115.8,Moderate
48303,"Lubbock County","Texas",199600,115.8,Moderate
45003,"Aiken County","South Carolina",199500,115.8,Moderate
48467,"Van Zandt County","Texas",199500,115.8,Moderate
35015,"Eddy County","New Mexico",199400,115.7,Moderate
26105,"Mason County","Michigan",199300,115.7,Moderate
28047,"Harrison County","Mississippi",199300,115.7,Moderate
42037,"Columbia County","Pennsylvania",199200,115.6,Moderate
51031,"Campbell County","Virginia",199200,115.6,Moderate
37005,"Alleghany County","North Carolina",199000,115.5,Moderate
46125,"Turner County","South Dakota",199000,115.5,Moderate
13313,"Whitfield County","Georgia",198900,115.4,Moderate
12065,"Jefferson County","Florida",198800,115.4,Moderate
13195,"Madison County","Georgia",198800,115.4,Moderate
