FIPS,County,State,Total Votes,Democrat Votes,Republican Votes,Democrat %,Republican %,Winner
17143,"Peoria County",Illinois,78731,40564,36896,51.52,46.86,Democrat
17145,"Perry County",Illinois,9241,2146,6949,23.22,75.2,Republican
17147,"Piatt County",Illinois,9496,3204,6104,33.74,64.28,Republican
17149,"Pike County",Illinois,7506,1302,6086,17.35,81.08,Republican
17151,"Pope County",Illinois,2132,416,1698,19.51,79.64,Republican
17153,"Pulaski County",Illinois,2377,769,1583,32.35,66.6,Republican
17155,"Putnam County",Illinois,3331,1254,2014,37.65,60.46,Republican
17157,"Randolph County",Illinois,14332,3461,10624,24.15,74.13,Republican
17159,"Richland County",Illinois,7743,1747,5889,22.56,76.06,Republican
17161,"Rock Island County",Illinois,63267,34126,28061,53.94,44.35,Democrat
17163,"St. Clair County",Illinois,119655,63433,54021,53.01,45.15,Democrat
17165,"Saline County",Illinois,10602,2634,7830,24.84,73.85,Republican
17167,"Sangamon County",Illinois,98845,46074,50979,46.61,51.57,Republican
17169,"Schuyler County",Illinois,3756,961,2720,25.59,72.42,Republican
17171,"Scott County",Illinois,2587,488,2071,18.86,80.05,Republican
17173,"Shelby County",Illinois,11664,2240,9267,19.2,79.45,Republican
17175,"Stark County",Illinois,2761,725,1983,26.26,71.82,Republican
17177,"Stephenson County",Illinois,20965,8278,12347,39.48,58.89,Republican
17179,"Tazewell County",Illinois,67966,24325,42451,35.79,62.46,Republican
17181,"Union County",Illinois,8224,2285,5837,27.78,70.98,Republican
17183,"Vermilion County",Illinois,29509,9254,19777,31.36,67.02,Republican
17185,"Wabash County",Illinois,5377,1200,4095,22.32,76.16,Republican
17187,"Warren County",Illinois,7432,2711,4579,36.48,61.61,Republican
17189,"Washington County",Illinois,7561,1564,5892,20.69,77.93,Republican
17191,"Wayne County",Illinois,8267,1155,7019,13.97,84.9,Republican
17193,"White County",Illinois,7064,1390,5586,19.68,79.08,Republican
17195,"Whiteside County",Illinois,26429,11012,14898,41.67,56.37,Republican
17197,"Will County",Illinois,324971,162874,157672,50.12,48.52,Democrat
17199,"Williamson County",Illinois,32998,9890,22686,29.97,68.75,Republican
17201,"Winnebago County",Illinois,121048,59942,59257,49.52,48.95,Democrat
17203,"Woodford County",Illinois,21113,5958,14837,28.22,70.27,Republican
18001,"Adams County",Indiana,13959,3179,10528,22.77,75.42,Republican
18003,"Allen County",Indiana,162979,69960,90283,42.93,55.4,Republican
18005,"Bartholomew County",Indiana,35464,12525,22220,35.32,62.66,Republican
18007,"Benton County",Indiana,3954,1010,2873,25.54,72.66,Republican
18009,"Blackford County",Indiana,5135,1227,3811,23.89,74.22,Republican
18011,"Boone County",Indiana,40062,16426,22840,41,57.01,Republican
18013,"Brown County",Indiana,8627,2832,5647,32.83,65.46,Republican
18015,"Carroll County",Indiana,9177,2120,6902,23.1,75.21,Republican
18017,"Cass County",Indiana,14207,3722,10285,26.2,72.39,Republican
18019,"Clark County",Indiana,58570,22810,34734,38.94,59.3,Republican
18021,"Clay County",Indiana,12050,2495,9354,20.71,77.63,Republican
18023,"Clinton County",Indiana,12443,3135,9108,25.19,73.2,Republican
18025,"Crawford County",Indiana,5011,1235,3668,24.65,73.2,Republican
18027,"Daviess County",Indiana,11445,1963,9322,17.15,81.45,Republican
18029,"Dearborn County",Indiana,26588,5335,20844,20.07,78.4,Republican
18031,"Decatur County",Indiana,12111,2406,9491,19.87,78.37,Republican
18033,"DeKalb County",Indiana,19785,5064,14377,25.6,72.67,Republican
18035,"Delaware County",Indiana,45736,18848,26067,41.21,56.99,Republican
18037,"Dubois County",Indiana,21406,5944,14983,27.77,69.99,Republican
18039,"Elkhart County",Indiana,69694,23082,45652,33.12,65.5,Republican
18041,"Fayette County",Indiana,9838,2084,7625,21.18,77.51,Republican
18043,"Floyd County",Indiana,41144,17025,23408,41.38,56.89,Republican
18045,"Fountain County",Indiana,7981,1526,6311,19.12,79.08,Republican
18047,"Franklin County",Indiana,12032,2061,9810,17.13,81.53,Republican
18049,"Fulton County",Indiana,8851,2097,6633,23.69,74.94,Republican
18051,"Gibson County",Indiana,15897,3722,11896,23.41,74.83,Republican
18053,"Grant County",Indiana,25133,7083,17580,28.18,69.95,Republican
18055,"Greene County",Indiana,14633,3270,11132,22.35,76.07,Republican
18057,"Hamilton County",Indiana,196441,90394,102318,46.02,52.09,Republican
18059,"Hancock County",Indiana,44431,14312,29288,32.21,65.92,Republican
18061,"Harrison County",Indiana,20440,5233,14830,25.6,72.55,Republican
18063,"Hendricks County",Indiana,83116,31917,49783,38.4,59.9,Republican
18065,"Henry County",Indiana,20592,5208,15033,25.29,73,Republican
18067,"Howard County",Indiana,38778,12197,25871,31.45,66.72,Republican
18069,"Huntington County",Indiana,17720,4416,12990,24.92,73.31,Republican
18071,"Jackson County",Indiana,18653,4015,14323,21.52,76.79,Republican
18073,"Jasper County",Indiana,15821,3489,12082,22.05,76.37,Republican
18075,"Jay County",Indiana,8102,1747,6217,21.56,76.73,Republican
18077,"Jefferson County",Indiana,14325,4442,9614,31.01,67.11,Republican
18079,"Jennings County",Indiana,11809,2328,9273,19.71,78.52,Republican
18081,"Johnson County",Indiana,77794,24880,51588,31.98,66.31,Republican
18083,"Knox County",Indiana,15105,3625,11236,24,74.39,Republican
18085,"Kosciusko County",Indiana,34855,7995,26213,22.94,75.21,Republican
18087,"LaGrange County",Indiana,10408,2162,8073,20.77,77.57,Republican
18089,"Lake County",Indiana,209407,109086,97270,52.09,46.45,Democrat
18091,"LaPorte County",Indiana,47529,20007,26726,42.09,56.23,Republican
18093,"Lawrence County",Indiana,21209,5010,15830,23.62,74.64,Republican
18095,"Madison County",Indiana,55716,19824,34837,35.58,62.53,Republican
18097,"Marion County",Indiana,351910,221719,124327,63,35.33,Democrat
18099,"Marshall County",Indiana,19540,5356,13837,27.41,70.81,Republican
18101,"Martin County",Indiana,4987,933,3961,18.71,79.43,Republican
18103,"Miami County",Indiana,13977,3046,10670,21.79,76.34,Republican
18105,"Monroe County",Indiana,59099,37213,21004,62.97,35.54,Democrat
18107,"Montgomery County",Indiana,16572,4134,12122,24.95,73.15,Republican
18109,"Morgan County",Indiana,35340,7765,26965,21.97,76.3,Republican
18111,"Newton County",Indiana,6601,1370,5131,20.75,77.73,Republican
18113,"Noble County",Indiana,18962,4462,14209,23.53,74.93,Republican
18115,"Ohio County",Indiana,3091,666,2381,21.55,77.03,Republican
18117,"Orange County",Indiana,8590,1988,6467,23.14,75.29,Republican
18119,"Owen County",Indiana,9875,2354,7360,23.84,74.53,Republican
18121,"Parke County",Indiana,6653,1371,5158,20.61,77.53,Republican
18123,"Perry County",Indiana,8666,2970,5549,34.27,64.03,Republican
18125,"Pike County",Indiana,6009,1314,4610,21.87,76.72,Republican
18127,"Porter County",Indiana,84877,37213,46109,43.84,54.32,Republican
18129,"Posey County",Indiana,12972,3572,9206,27.54,70.97,Republican
18131,"Pulaski County",Indiana,5761,1280,4372,22.22,75.89,Republican
18133,"Putnam County",Indiana,16731,3871,12566,23.14,75.11,Republican
18135,"Randolph County",Indiana,10547,2349,8008,22.27,75.93,Republican
18137,"Ripley County",Indiana,14384,2682,11526,18.65,80.13,Republican
18139,"Rush County",Indiana,7655,1675,5812,21.88,75.92,Republican
18141,"St. Joseph County",Indiana,110419,55215,53585,50,48.53,Democrat
18143,"Scott County",Indiana,10187,2389,7633,23.45,74.93,Republican
18145,"Shelby County",Indiana,19754,4955,14438,25.08,73.09,Republican
18147,"Spencer County",Indiana,10426,2853,7364,27.36,70.63,Republican
18149,"Starke County",Indiana,10478,2436,7889,23.25,75.29,Republican
18151,"Steuben County",Indiana,16354,4598,11487,28.12,70.24,Republican
18153,"Sullivan County",Indiana,8792,2006,6639,22.82,75.51,Republican
18155,"Switzerland County",Indiana,4257,873,3319,20.51,77.97,Republican
18157,"Tippecanoe County",Indiana,66761,32683,32783,48.96,49.11,Republican
18159,"Tipton County",Indiana,7976,1893,5946,23.73,74.55,Republican
18161,"Union County",Indiana,3493,746,2698,21.36,77.24,Republican
18163,"Vanderburgh County",Indiana,73794,31727,41056,42.99,55.64,Republican
18165,"Vermillion County",Indiana,7256,1928,5174,26.57,71.31,Republican
18167,"Vigo County",Indiana,40877,16338,23738,39.97,58.07,Republican
18169,"Wabash County",Indiana,13955,3335,10425,23.9,74.7,Republican
18171,"Warren County",Indiana,4370,898,3402,20.55,77.85,Republican
18173,"Warrick County",Indiana,33082,11292,21280,34.13,64.33,Republican
18175,"Washington County",Indiana,12722,2764,9739,21.73,76.55,Republican
18177,"Wayne County",Indiana,26797,8828,17526,32.94,65.4,Republican
18179,"Wells County",Indiana,14100,2850,11006,20.21,78.06,Republican
18181,"White County",Indiana,11162,2945,7969,26.38,71.39,Republican
18183,"Whitley County",Indiana,17726,4275,13122,24.12,74.03,Republican
19001,"Adair County",Iowa,4064,1086,2916,26.72,71.75,Republican
19003,"Adams County",Iowa,2131,576,1517,27.03,71.19,Republican
19005,"Allamakee County",Iowa,7303,2350,4857,32.18,66.51,Republican
19007,"Appanoose County",Iowa,6466,1686,4704,26.07,72.75,Republican
19009,"Audubon County",Iowa,3239,970,2214,29.95,68.35,Republican
19011,"Benton County",Iowa,14470,4739,9549,32.75,65.99,Republican
19013,"Black Hawk County",Iowa,62653,31299,30572,49.96,48.8,Democrat
19015,"Boone County",Iowa,15346,5895,9199,38.41,59.94,Republican
19017,"Bremer County",Iowa,14556,5571,8799,38.27,60.45,Republican
19019,"Buchanan County",Iowa,10714,3766,6790,35.15,63.38,Republican
19021,"Buena Vista County",Iowa,7516,2462,4962,32.76,66.02,Republican
19023,"Butler County",Iowa,8027,2144,5784,26.71,72.06,Republican
19025,"Calhoun County",Iowa,5093,1328,3708,26.08,72.81,Republican
19027,"Carroll County",Iowa,11120,3153,7814,28.35,70.27,Republican
19029,"Cass County",Iowa,7195,2077,5007,28.87,69.59,Republican
19031,"Cedar County",Iowa,10624,4075,6390,38.36,60.15,Republican
19033,"Cerro Gordo County",Iowa,22942,9955,12627,43.39,55.04,Republican
19035,"Cherokee County",Iowa,6089,1611,4398,26.46,72.23,Republican
19037,"Chickasaw County",Iowa,6230,1919,4234,30.8,67.96,Republican
19039,"Clarke County",Iowa,4459,1265,3140,28.37,70.42,Republican
19041,"Clay County",Iowa,8514,2367,6047,27.8,71.02,Republican
19043,"Clayton County",Iowa,9381,3017,6255,32.16,66.68,Republican
19045,"Clinton County",Iowa,23813,9472,13964,39.78,58.64,Republican
19047,"Crawford County",Iowa,6525,1812,4651,27.77,71.28,Republican
19049,"Dallas County",Iowa,62633,29402,32374,46.94,51.69,Republican
19051,"Davis County",Iowa,3950,878,3027,22.23,76.63,Republican
19053,"Decatur County",Iowa,3727,957,2711,25.68,72.74,Republican
19055,"Delaware County",Iowa,10112,2978,6984,29.45,69.07,Republican
19057,"Des Moines County",Iowa,18998,7935,10794,41.77,56.82,Republican
19059,"Dickinson County",Iowa,11192,3297,7775,29.46,69.47,Republican
19061,"Dubuque County",Iowa,52566,23705,28224,45.1,53.69,Republican
19063,"Emmet County",Iowa,4786,1315,3422,27.48,71.5,Republican
19065,"Fayette County",Iowa,9817,3334,6325,33.96,64.43,Republican
19067,"Floyd County",Iowa,7625,2782,4744,36.49,62.22,Republican
19069,"Franklin County",Iowa,4885,1393,3431,28.52,70.24,Republican
19071,"Fremont County",Iowa,3785,1023,2711,27.03,71.62,Republican
19073,"Greene County",Iowa,4874,1603,3211,32.89,65.88,Republican
19075,"Grundy County",Iowa,7131,2019,4998,28.31,70.09,Republican
19077,"Guthrie County",Iowa,6514,1974,4446,30.3,68.25,Republican
19079,"Hamilton County",Iowa,7573,2482,5004,32.77,66.08,Republican
19081,"Hancock County",Iowa,5933,1523,4336,25.67,73.08,Republican
19083,"Hardin County",Iowa,8434,2553,5790,30.27,68.65,Republican
19085,"Harrison County",Iowa,7938,2245,5566,28.28,70.12,Republican
19087,"Henry County",Iowa,9574,2995,6439,31.28,67.26,Republican
19089,"Howard County",Iowa,4837,1619,3157,33.47,65.27,Republican
19091,"Humboldt County",Iowa,5067,1236,3770,24.39,74.4,Republican
19093,"Ida County",Iowa,3642,826,2771,22.68,76.08,Republican
19095,"Iowa County",Iowa,9617,3400,6068,35.35,63.1,Republican
19097,"Jackson County",Iowa,10782,3567,7074,33.08,65.61,Republican
19099,"Jasper County",Iowa,20149,7141,12701,35.44,63.04,Republican
19101,"Jefferson County",Iowa,8317,3788,4353,45.55,52.34,Republican
19103,"Johnson County",Iowa,86068,58846,26087,68.37,30.31,Democrat
19105,"Jones County",Iowa,10949,3942,6820,36,62.29,Republican
19107,"Keokuk County",Iowa,5142,1219,3869,23.71,75.24,Republican
19109,"Kossuth County",Iowa,8376,2284,5983,27.27,71.43,Republican
19111,"Lee County",Iowa,16154,5659,10152,35.03,62.85,Republican
19113,"Linn County",Iowa,122369,66358,54237,54.23,44.32,Democrat
19115,"Louisa County",Iowa,5136,1480,3584,28.82,69.78,Republican
19117,"Lucas County",Iowa,4639,1169,3400,25.2,73.29,Republican
19119,"Lyon County",Iowa,6984,1023,5899,14.65,84.46,Republican
19121,"Madison County",Iowa,9995,3008,6864,30.1,68.67,Republican
19123,"Mahaska County",Iowa,10910,2577,8207,23.62,75.22,Republican
19125,"Marion County",Iowa,19490,5928,13289,30.42,68.18,Republican
19127,"Marshall County",Iowa,17217,7134,9815,41.44,57.01,Republican
19129,"Mills County",Iowa,8223,2456,5671,29.87,68.97,Republican
19131,"Mitchell County",Iowa,5757,1943,3736,33.75,64.89,Republican
19133,"Monona County",Iowa,4616,1236,3331,26.78,72.16,Republican
19135,"Monroe County",Iowa,4146,1002,3104,24.17,74.87,Republican
19137,"Montgomery County",Iowa,5061,1508,3486,29.8,68.88,Republican
19139,"Muscatine County",Iowa,19695,8212,11152,41.7,56.62,Republican
19141,"O'Brien County",Iowa,7501,1428,5998,19.04,79.96,Republican
19143,"Osceola County",Iowa,3219,555,2623,17.24,81.48,Republican
19145,"Page County",Iowa,7297,2060,5153,28.23,70.62,Republican
19147,"Palo Alto County",Iowa,4976,1338,3576,26.89,71.86,Republican
19149,"Plymouth County",Iowa,13931,3104,10661,22.28,76.53,Republican
19151,"Pocahontas County",Iowa,3573,796,2727,22.28,76.32,Republican
19153,"Polk County",Iowa,255563,140075,112240,54.81,43.92,Democrat
19155,"Pottawattamie County",Iowa,44411,17468,26335,39.33,59.3,Republican
19157,"Poweshiek County",Iowa,9971,4067,5758,40.79,57.75,Republican
19159,"Ringgold County",Iowa,2683,638,2015,23.78,75.1,Republican
19161,"Sac County",Iowa,5448,1289,4100,23.66,75.26,Republican
19163,"Scott County",Iowa,89743,42479,45976,47.33,51.23,Republican
19165,"Shelby County",Iowa,6486,1811,4600,27.92,70.92,Republican
19167,"Sioux County",Iowa,18881,2626,16053,13.91,85.02,Republican
19169,"Story County",Iowa,49200,26765,21665,54.4,44.03,Democrat
19171,"Tama County",Iowa,8594,3070,5379,35.72,62.59,Republican
19173,"Taylor County",Iowa,3078,666,2381,21.64,77.36,Republican
19175,"Union County",Iowa,5996,1874,4044,31.25,67.44,Republican
19177,"Van Buren County",Iowa,3622,778,2785,21.48,76.89,Republican
19179,"Wapello County",Iowa,14571,4896,9479,33.6,65.05,Republican
19181,"Warren County",Iowa,32662,12712,19486,38.92,59.66,Republican
19183,"Washington County",Iowa,11551,4297,7119,37.2,61.63,Republican
19185,"Wayne County",Iowa,3119,643,2426,20.62,77.78,Republican
19187,"Webster County",Iowa,16706,5641,10850,33.77,64.95,Republican
19189,"Winnebago County",Iowa,5627,1909,3636,33.93,64.62,Republican
19191,"Winneshiek County",Iowa,11927,5321,6427,44.61,53.89,Republican
19193,"Woodbury County",Iowa,42674,16145,25969,37.83,60.85,Republican
19195,"Worth County",Iowa,4278,1508,2715,35.25,63.46,Republican
19197,"Wright County",Iowa,5706,1770,3853,31.02,67.53,Republican
20001,"Allen County",Kansas,5600,1445,4029,25.8,71.95,Republican
20003,"Anderson County",Kansas,3791,732,2998,19.31,79.08,Republican
20005,"Atchison County",Kansas,7255,2201,4911,30.34,67.69,Republican
20007,"Barber County",Kansas,2170,288,1854,13.27,85.44,Republican
20009,"Barton County",Kansas,10570,2207,8205,20.88,77.63,Republican
20011,"Bourbon County",Kansas,6572,1444,5003,21.97,76.13,Republican
20013,"Brown County",Kansas,4258,1065,3106,25.01,72.95,Republican
20015,"Butler County",Kansas,32236,9150,22426,28.38,69.57,Republican
20017,"Chase County",Kansas,1462,348,1090,23.8,74.56,Republican
20019,"Chautauqua County",Kansas,1527,211,1299,13.82,85.07,Republican
20021,"Cherokee County",Kansas,8717,1970,6584,22.6,75.53,Republican
20023,"Cheyenne County",Kansas,1422,206,1185,14.49,83.33,Republican
20025,"Clark County",Kansas,1014,129,867,12.72,85.5,Republican
20027,"Clay County",Kansas,4113,867,3150,21.08,76.59,Republican
20029,"Cloud County",Kansas,4047,767,3218,18.95,79.52,Republican
20031,"Coffey County",Kansas,4377,934,3371,21.34,77.02,Republican
20033,"Comanche County",Kansas,874,130,727,14.87,83.18,Republican
20035,"Cowley County",Kansas,13505,3919,9360,29.02,69.31,Republican
20037,"Crawford County",Kansas,16334,5956,10084,36.46,61.74,Republican
20039,"Decatur County",Kansas,1452,215,1217,14.81,83.82,Republican
20041,"Dickinson County",Kansas,9144,1989,7014,21.75,76.71,Republican
20043,"Doniphan County",Kansas,3577,626,2899,17.5,81.05,Republican
20045,"Douglas County",Kansas,58041,39582,17523,68.2,30.19,Democrat
20047,"Edwards County",Kansas,1269,213,1042,16.78,82.11,Republican
20049,"Elk County",Kansas,1338,191,1123,14.28,83.93,Republican
20051,"Ellis County",Kansas,13511,3511,9743,25.99,72.11,Republican
20053,"Ellsworth County",Kansas,2758,636,2078,23.06,75.34,Republican
20055,"Finney County",Kansas,10782,3425,7166,31.77,66.46,Republican
20057,"Ford County",Kansas,8224,2461,5616,29.92,68.29,Republican
20059,"Franklin County",Kansas,12708,3676,8773,28.93,69.04,Republican
20061,"Geary County",Kansas,9163,3674,5288,40.1,57.71,Republican
20063,"Gove County",Kansas,1396,150,1227,10.74,87.89,Republican
20065,"Graham County",Kansas,1287,210,1055,16.32,81.97,Republican
20067,"Grant County",Kansas,2220,395,1793,17.79,80.77,Republican
20069,"Gray County",Kansas,2193,324,1837,14.77,83.77,Republican
20071,"Greeley County",Kansas,593,75,510,12.65,86,Republican
20073,"Greenwood County",Kansas,2884,541,2299,18.76,79.72,Republican
20075,"Hamilton County",Kansas,815,131,671,16.07,82.33,Republican
20077,"Harper County",Kansas,2555,437,2072,17.1,81.1,Republican
20079,"Harvey County",Kansas,16086,6202,9591,38.56,59.62,Republican
20081,"Haskell County",Kansas,1278,221,1045,17.29,81.77,Republican
20083,"Hodgeman County",Kansas,966,136,817,14.08,84.58,Republican
20085,"Jackson County",Kansas,6474,1799,4557,27.79,70.39,Republican
20087,"Jefferson County",Kansas,9927,3030,6694,30.52,67.43,Republican
20089,"Jewell County",Kansas,1574,176,1370,11.18,87.04,Republican
20091,"Johnson County",Kansas,343780,183451,154247,53.36,44.87,Democrat
20093,"Kearny County",Kansas,1301,192,1082,14.76,83.17,Republican
20095,"Kingman County",Kansas,3947,753,3119,19.08,79.02,Republican
20097,"Kiowa County",Kansas,1107,151,941,13.64,85,Republican
20099,"Labette County",Kansas,7921,2385,5410,30.11,68.3,Republican
20101,"Lane County",Kansas,843,111,709,13.17,84.1,Republican
20103,"Leavenworth County",Kansas,36547,13732,22055,37.57,60.35,Republican
20105,"Lincoln County",Kansas,1507,250,1233,16.59,81.82,Republican
20107,"Linn County",Kansas,5016,854,4093,17.03,81.6,Republican
20109,"Logan County",Kansas,1400,183,1186,13.07,84.71,Republican
20111,"Lyon County",Kansas,13256,5515,7462,41.6,56.29,Republican
20113,"McPherson County",Kansas,14104,4021,9816,28.51,69.6,Republican
20115,"Marion County",Kansas,5870,1429,4312,24.34,73.46,Republican
20117,"Marshall County",Kansas,4968,1205,3644,24.26,73.35,Republican
20119,"Meade County",Kansas,1695,247,1427,14.57,84.19,Republican
20121,"Miami County",Kansas,18685,5472,12854,29.29,68.79,Republican
20123,"Mitchell County",Kansas,3172,528,2608,16.65,82.22,Republican
20125,"Montgomery County",Kansas,12441,2934,9287,23.58,74.65,Republican
20127,"Morris County",Kansas,2792,721,2021,25.82,72.39,Republican
20129,"Morton County",Kansas,1060,131,909,12.36,85.75,Republican
20131,"Nemaha County",Kansas,5620,888,4655,15.8,82.83,Republican
20133,"Neosho County",Kansas,6784,1696,4961,25,73.13,Republican
20135,"Ness County",Kansas,1363,129,1205,9.46,88.41,Republican
20137,"Norton County",Kansas,2270,346,1882,15.24,82.91,Republican
20139,"Osage County",Kansas,7892,1946,5736,24.66,72.68,Republican
20141,"Osborne County",Kansas,1774,261,1477,14.71,83.26,Republican
20143,"Ottawa County",Kansas,3003,476,2475,15.85,82.42,Republican
20145,"Pawnee County",Kansas,2675,625,2003,23.36,74.88,Republican
20147,"Phillips County",Kansas,2747,331,2356,12.05,85.77,Republican
20149,"Pottawatomie County",Kansas,13472,3394,9811,25.19,72.83,Republican
20151,"Pratt County",Kansas,4082,954,3054,23.37,74.82,Republican
20153,"Rawlins County",Kansas,1403,176,1194,12.54,85.1,Republican
20155,"Reno County",Kansas,26940,8554,17847,31.75,66.25,Republican
20157,"Republic County",Kansas,2443,396,2001,16.21,81.91,Republican
20159,"Rice County",Kansas,3966,825,3073,20.8,77.48,Republican
20161,"Riley County",Kansas,24313,12063,11630,49.62,47.83,Democrat
20163,"Rooks County",Kansas,2534,349,2153,13.77,84.96,Republican
20165,"Rush County",Kansas,1606,264,1315,16.44,81.88,Republican
20167,"Russell County",Kansas,3301,608,2632,18.42,79.73,Republican
20169,"Saline County",Kansas,23226,7734,15069,33.3,64.88,Republican
20171,"Scott County",Kansas,2135,248,1843,11.62,86.32,Republican
20173,"Sedgwick County",Kansas,214152,90506,120118,42.26,56.09,Republican
20175,"Seward County",Kansas,4565,1354,3133,29.66,68.63,Republican
20177,"Shawnee County",Kansas,81819,40308,39901,49.26,48.77,Democrat
20179,"Sheridan County",Kansas,1373,126,1229,9.18,89.51,Republican
20181,"Sherman County",Kansas,2593,379,2161,14.62,83.34,Republican
20183,"Smith County",Kansas,2006,300,1675,14.96,83.5,Republican
20185,"Stafford County",Kansas,1909,326,1548,17.08,81.09,Republican
20187,"Stanton County",Kansas,664,115,537,17.32,80.87,Republican
20189,"Stevens County",Kansas,1835,210,1595,11.44,86.92,Republican
20191,"Sumner County",Kansas,10549,2527,7810,23.95,74.04,Republican
20193,"Thomas County",Kansas,3664,597,3007,16.29,82.07,Republican
20195,"Trego County",Kansas,1587,216,1343,13.61,84.63,Republican
20197,"Wabaunsee County",Kansas,3836,944,2816,24.61,73.41,Republican
20199,"Wallace County",Kansas,748,52,686,6.95,91.71,Republican
20201,"Washington County",Kansas,2700,396,2263,14.67,83.81,Republican
20203,"Wichita County",Kansas,860,107,740,12.44,86.05,Republican
20205,"Wilson County",Kansas,3603,647,2894,17.96,80.32,Republican
20207,"Woodson County",Kansas,1506,282,1205,18.73,80.01,Republican
20209,"Wyandotte County",Kansas,50602,30938,18867,61.14,37.29,Democrat
21001,"Adair County",Kentucky,8971,1257,7643,14.01,85.2,Republican
21003,"Allen County",Kentucky,9418,1505,7824,15.98,83.07,Republican
21005,"Anderson County",Kentucky,13090,3226,9650,24.64,73.72,Republican
21007,"Ballard County",Kentucky,4088,697,3331,17.05,81.48,Republican
21009,"Barren County",Kentucky,19799,4565,15019,23.06,75.86,Republican
21011,"Bath County",Kentucky,5389,1278,4041,23.71,74.99,Republican
21013,"Bell County",Kentucky,9337,1419,7831,15.2,83.87,Republican
21015,"Boone County",Kentucky,67382,20601,45650,30.57,67.75,Republican
21017,"Bourbon County",Kentucky,9535,3088,6284,32.39,65.9,Republican
21019,"Boyd County",Kentucky,20951,6291,14363,30.03,68.56,Republican
21021,"Boyle County",Kentucky,14371,4990,9159,34.72,63.73,Republican
21023,"Bracken County",Kentucky,4146,702,3399,16.93,81.98,Republican
21025,"Breathitt County",Kentucky,5113,1002,4036,19.6,78.94,Republican
21027,"Breckinridge County",Kentucky,10046,2038,7882,20.29,78.46,Republican
21029,"Bullitt County",Kentucky,43187,10280,32299,23.8,74.79,Republican
21031,"Butler County",Kentucky,5942,965,4905,16.24,82.55,Republican
21033,"Caldwell County",Kentucky,6188,1256,4860,20.3,78.54,Republican
21035,"Calloway County",Kentucky,16936,5111,11539,30.18,68.13,Republican
21037,"Campbell County",Kentucky,48302,18952,28450,39.24,58.9,Republican
21039,"Carlisle County",Kentucky,2610,408,2182,15.63,83.6,Republican
21041,"Carroll County",Kentucky,4025,963,3014,23.93,74.88,Republican
21043,"Carter County",Kentucky,11420,2305,8981,20.18,78.64,Republican
21045,"Casey County",Kentucky,7080,804,6216,11.36,87.8,Republican
21047,"Christian County",Kentucky,21671,7055,14332,32.56,66.13,Republican
21049,"Clark County",Kentucky,17868,5639,11950,31.56,66.88,Republican
21051,"Clay County",Kentucky,7517,692,6729,9.21,89.52,Republican
21053,"Clinton County",Kentucky,4880,549,4276,11.25,87.62,Republican
21055,"Crittenden County",Kentucky,4008,608,3349,15.17,83.56,Republican
21057,"Cumberland County",Kentucky,3439,483,2922,14.04,84.97,Republican
21059,"Daviess County",Kentucky,47067,15673,30705,33.3,65.24,Republican
21061,"Edmonson County",Kentucky,6247,1118,5048,17.9,80.81,Republican
21063,"Elliott County",Kentucky,2911,532,2335,18.28,80.21,Republican
21065,"Estill County",Kentucky,6289,1114,5091,17.71,80.95,Republican
21067,"Fayette County",Kentucky,143762,83387,57347,58,39.89,Democrat
21069,"Fleming County",Kentucky,7000,1334,5578,19.06,79.69,Republican
21071,"Floyd County",Kentucky,15650,3061,12326,19.56,78.76,Republican
21073,"Franklin County",Kentucky,25749,11996,13246,46.59,51.44,Republican
21075,"Fulton County",Kentucky,2145,636,1491,29.65,69.51,Republican
21077,"Gallatin County",Kentucky,3917,761,3109,19.43,79.37,Republican
21079,"Garrard County",Kentucky,8917,1719,7086,19.28,79.47,Republican
21081,"Grant County",Kentucky,11466,1944,9372,16.95,81.74,Republican
21083,"Graves County",Kentucky,16678,3105,13378,18.62,80.21,Republican
21085,"Grayson County",Kentucky,12095,2235,9710,18.48,80.28,Republican
21087,"Green County",Kentucky,5857,782,5033,13.35,85.93,Republican
21089,"Greenup County",Kentucky,17372,4181,12961,24.07,74.61,Republican
21091,"Hancock County",Kentucky,4633,1173,3375,25.32,72.85,Republican
21093,"Hardin County",Kentucky,48060,16572,30672,34.48,63.82,Republican
21095,"Harlan County",Kentucky,10384,1199,9109,11.55,87.72,Republican
21097,"Harrison County",Kentucky,9018,2265,6639,25.12,73.62,Republican
21099,"Hart County",Kentucky,8409,1642,6691,19.53,79.57,Republican
21101,"Henderson County",Kentucky,19684,6837,12592,34.73,63.97,Republican
21103,"Henry County",Kentucky,8074,1857,6093,23,75.46,Republican
21105,"Hickman County",Kentucky,2069,394,1656,19.04,80.04,Republican
21107,"Hopkins County",Kentucky,20532,4916,15361,23.94,74.81,Republican
21109,"Jackson County",Kentucky,5934,506,5358,8.53,90.29,Republican
21111,"Jefferson County",Kentucky,353609,203070,144553,57.43,40.88,Democrat
21113,"Jessamine County",Kentucky,26644,8303,17854,31.16,67.01,Republican
21115,"Johnson County",Kentucky,9622,1350,8150,14.03,84.7,Republican
21117,"Kenton County",Kentucky,80875,30859,48444,38.16,59.9,Republican
21119,"Knott County",Kentucky,6003,1181,4732,19.67,78.83,Republican
21121,"Knox County",Kentucky,13156,1821,11178,13.84,84.97,Republican
21123,"Larue County",Kentucky,7258,1389,5773,19.14,79.54,Republican
