FIPS,County,State,Total Votes,Democrat Votes,Republican Votes,Democrat %,Republican %,Winner
29129,"Mercer County",Missouri,1792,235,1545,13.11,86.22,Republican
29131,"Miller County",Missouri,13009,2067,10826,15.89,83.22,Republican
29133,"Mississippi County",Missouri,4449,1015,3404,22.81,76.51,Republican
29135,"Moniteau County",Missouri,7273,1313,5877,18.05,80.81,Republican
29137,"Monroe County",Missouri,4376,857,3476,19.58,79.43,Republican
29139,"Montgomery County",Missouri,5996,1170,4776,19.51,79.65,Republican
29141,"Morgan County",Missouri,9733,1914,7725,19.67,79.37,Republican
29143,"New Madrid County",Missouri,6811,1561,5203,22.92,76.39,Republican
29145,"Newton County",Missouri,29083,5867,22923,20.17,78.82,Republican
29147,"Nodaway County",Missouri,9682,2674,6909,27.62,71.36,Republican
29149,"Oregon County",Missouri,4612,696,3884,15.09,84.22,Republican
29151,"Osage County",Missouri,7725,1009,6657,13.06,86.17,Republican
29153,"Ozark County",Missouri,4779,698,4044,14.61,84.62,Republican
29155,"Pemiscot County",Missouri,5270,1331,3917,25.26,74.33,Republican
29157,"Perry County",Missouri,9823,1757,7986,17.89,81.3,Republican
29159,"Pettis County",Missouri,18877,4703,13907,24.91,73.67,Republican
29161,"Phelps County",Missouri,19294,5379,13658,27.88,70.79,Republican
29163,"Pike County",Missouri,7824,1618,6151,20.68,78.62,Republican
29165,"Platte County",Missouri,57787,27566,29381,47.7,50.84,Republican
29167,"Polk County",Missouri,15817,2948,12691,18.64,80.24,Republican
29169,"Pulaski County",Missouri,15545,3765,11579,24.22,74.49,Republican
29171,"Putnam County",Missouri,2380,347,2021,14.58,84.92,Republican
29173,"Ralls County",Missouri,5777,1154,4575,19.98,79.19,Republican
29175,"Randolph County",Missouri,11025,2571,8322,23.32,75.48,Republican
29177,"Ray County",Missouri,11662,2927,8602,25.1,73.76,Republican
29179,"Reynolds County",Missouri,3057,472,2560,15.44,83.74,Republican
29181,"Ripley County",Missouri,5804,763,5002,13.15,86.18,Republican
29183,"St. Charles County",Missouri,226052,92226,130588,40.8,57.77,Republican
29185,"St. Clair County",Missouri,4987,959,3982,19.23,79.85,Republican
29186,"Ste. Genevieve County",Missouri,9775,2629,7031,26.9,71.93,Republican
29187,"St. Francois County",Missouri,28614,6811,21521,23.8,75.21,Republican
29189,"St. Louis County",Missouri,502356,305635,187982,60.84,37.42,Democrat
29195,"Saline County",Missouri,9330,2726,6498,29.22,69.65,Republican
29197,"Schuyler County",Missouri,1945,334,1588,17.17,81.65,Republican
29199,"Scotland County",Missouri,1918,358,1537,18.67,80.14,Republican
29201,"Scott County",Missouri,17418,3525,13786,20.24,79.15,Republican
29203,"Shannon County",Missouri,4013,625,3364,15.57,83.83,Republican
29205,"Shelby County",Missouri,3262,550,2691,16.86,82.5,Republican
29207,"Stoddard County",Missouri,13599,1736,11783,12.77,86.65,Republican
29209,"Stone County",Missouri,19122,3620,15357,18.93,80.31,Republican
29211,"Sullivan County",Missouri,2463,408,2035,16.57,82.62,Republican
29213,"Taney County",Missouri,26811,5329,21236,19.88,79.21,Republican
29215,"Texas County",Missouri,11525,1589,9855,13.79,85.51,Republican
29217,"Vernon County",Missouri,8973,1774,7112,19.77,79.26,Republican
29219,"Warren County",Missouri,20094,4970,14915,24.73,74.23,Republican
29221,"Washington County",Missouri,10235,1747,8424,17.07,82.31,Republican
29223,"Wayne County",Missouri,5847,783,5030,13.39,86.03,Republican
29225,"Webster County",Missouri,19808,3653,15984,18.44,80.69,Republican
29227,"Worth County",Missouri,1105,190,904,17.19,81.81,Republican
29229,"Wright County",Missouri,8978,1057,7850,11.77,87.44,Republican
29510,"St. Louis city",Missouri,116082,94458,19342,81.37,16.66,Democrat
30001,"Beaverhead County",Montana,5794,1543,4058,26.63,70.04,Republican
30003,"Big Horn County",Montana,4470,2112,2188,47.25,48.95,Republican
30005,"Blaine County",Montana,3019,1348,1526,44.65,50.55,Republican
30007,"Broadwater County",Montana,4810,885,3770,18.4,78.38,Republican
30009,"Carbon County",Montana,7297,2353,4719,32.25,64.67,Republican
30011,"Carter County",Montana,854,75,760,8.78,88.99,Republican
30013,"Cascade County",Montana,37583,14021,22419,37.31,59.65,Republican
30015,"Chouteau County",Montana,2934,940,1885,32.04,64.25,Republican
30017,"Custer County",Montana,5797,1385,4208,23.89,72.59,Republican
30019,"Daniels County",Montana,951,154,778,16.19,81.81,Republican
30021,"Dawson County",Montana,4638,894,3627,19.28,78.2,Republican
30023,"Deer Lodge County",Montana,4870,2376,2329,48.79,47.82,Democrat
30025,"Fallon County",Montana,1507,163,1303,10.82,86.46,Republican
30027,"Fergus County",Montana,6712,1522,4965,22.68,73.97,Republican
30029,"Flathead County",Montana,63140,20062,41390,31.77,65.55,Republican
30031,"Gallatin County",Montana,69897,34938,32695,49.98,46.78,Democrat
30033,"Garfield County",Montana,800,39,756,4.88,94.5,Republican
30035,"Glacier County",Montana,5078,2933,1939,57.76,38.18,Democrat
30037,"Golden Valley County",Montana,515,67,440,13.01,85.44,Republican
30039,"Granite County",Montana,2176,579,1537,26.61,70.63,Republican
30041,"Hill County",Montana,6804,2634,3871,38.71,56.89,Republican
30043,"Jefferson County",Montana,8291,2516,5544,30.35,66.87,Republican
30045,"Judith Basin County",Montana,1353,265,1051,19.59,77.68,Republican
30047,"Lake County",Montana,16910,6510,9880,38.5,58.43,Republican
30049,"Lewis and Clark County",Montana,42023,19085,21479,45.42,51.11,Republican
30051,"Liberty County",Montana,988,214,752,21.66,76.11,Republican
30053,"Lincoln County",Montana,11789,2615,8909,22.18,75.57,Republican
30055,"McCone County",Montana,1082,129,931,11.92,86.04,Republican
30057,"Madison County",Montana,6461,1689,4615,26.14,71.43,Republican
30059,"Meagher County",Montana,1172,256,888,21.84,75.77,Republican
30061,"Mineral County",Montana,2833,689,2049,24.32,72.33,Republican
30063,"Missoula County",Montana,72773,42903,27306,58.95,37.52,Democrat
30065,"Musselshell County",Montana,3012,396,2550,13.15,84.66,Republican
30067,"Park County",Montana,11717,5224,6128,44.58,52.3,Republican
30069,"Petroleum County",Montana,324,37,284,11.42,87.65,Republican
30071,"Phillips County",Montana,2189,385,1753,17.59,80.08,Republican
30073,"Pondera County",Montana,2852,782,1972,27.42,69.14,Republican
30075,"Powder River County",Montana,1106,131,963,11.84,87.07,Republican
30077,"Powell County",Montana,3282,710,2466,21.63,75.14,Republican
30079,"Prairie County",Montana,688,122,546,17.73,79.36,Republican
30081,"Ravalli County",Montana,29904,8485,20617,28.37,68.94,Republican
30083,"Richland County",Montana,5309,778,4387,14.65,82.63,Republican
30085,"Roosevelt County",Montana,3914,1680,2055,42.92,52.5,Republican
30087,"Rosebud County",Montana,3693,1095,2466,29.65,66.77,Republican
30089,"Sanders County",Montana,8069,1705,6150,21.13,76.22,Republican
30091,"Sheridan County",Montana,1912,509,1321,26.62,69.09,Republican
30093,"Silver Bow County",Montana,18226,9386,8110,51.5,44.5,Democrat
30095,"Stillwater County",Montana,5906,1056,4699,17.88,79.56,Republican
30097,"Sweet Grass County",Montana,2381,525,1789,22.05,75.14,Republican
30099,"Teton County",Montana,3568,927,2533,25.98,70.99,Republican
30101,"Toole County",Montana,2046,415,1571,20.28,76.78,Republican
30103,"Treasure County",Montana,442,57,367,12.9,83.03,Republican
30105,"Valley County",Montana,4079,935,3019,22.92,74.01,Republican
30107,"Wheatland County",Montana,1086,209,843,19.24,77.62,Republican
30109,"Wibaux County",Montana,546,71,463,13,84.8,Republican
30111,"Yellowstone County",Montana,81391,28392,50460,34.88,62,Republican
31001,"Adams County",Nebraska,14364,4100,10077,28.54,70.15,Republican
31003,"Antelope County",Nebraska,3447,396,3032,11.49,87.96,Republican
31005,"Arthur County",Nebraska,282,17,264,6.03,93.62,Republican
31007,"Banner County",Nebraska,386,34,348,8.81,90.16,Republican
31009,"Blaine County",Nebraska,291,37,250,12.71,85.91,Republican
31011,"Boone County",Nebraska,3031,496,2499,16.36,82.45,Republican
31013,"Box Butte County",Nebraska,4931,1043,3827,21.15,77.61,Republican
31015,"Boyd County",Nebraska,1075,132,938,12.28,87.26,Republican
31017,"Brown County",Nebraska,1642,201,1428,12.24,86.97,Republican
31019,"Buffalo County",Nebraska,23759,6386,17064,26.88,71.82,Republican
31021,"Burt County",Nebraska,3656,983,2632,26.89,71.99,Republican
31023,"Butler County",Nebraska,4587,906,3642,19.75,79.4,Republican
31025,"Cass County",Nebraska,15755,4824,10685,30.62,67.82,Republican
31027,"Cedar County",Nebraska,4912,702,4141,14.29,84.3,Republican
31029,"Chase County",Nebraska,1866,204,1648,10.93,88.32,Republican
31031,"Cherry County",Nebraska,3069,349,2687,11.37,87.55,Republican
31033,"Cheyenne County",Nebraska,4530,787,3692,17.37,81.5,Republican
31035,"Clay County",Nebraska,3310,577,2677,17.43,80.88,Republican
31037,"Colfax County",Nebraska,3516,845,2636,24.03,74.97,Republican
31039,"Cuming County",Nebraska,4445,867,3536,19.51,79.55,Republican
31041,"Custer County",Nebraska,5886,786,5042,13.35,85.66,Republican
31043,"Dakota County",Nebraska,6120,2109,3934,34.46,64.28,Republican
31045,"Dawes County",Nebraska,3868,992,2812,25.65,72.7,Republican
31047,"Dawson County",Nebraska,8491,2101,6312,24.74,74.34,Republican
31049,"Deuel County",Nebraska,1012,151,843,14.92,83.3,Republican
31051,"Dixon County",Nebraska,2895,573,2271,19.79,78.45,Republican
31053,"Dodge County",Nebraska,16443,5434,10795,33.05,65.65,Republican
31055,"Douglas County",Nebraska,273403,148733,120919,54.4,44.23,Democrat
31057,"Dundy County",Nebraska,929,96,829,10.33,89.24,Republican
31059,"Fillmore County",Nebraska,3013,662,2315,21.97,76.83,Republican
31061,"Franklin County",Nebraska,1600,236,1351,14.75,84.44,Republican
31063,"Frontier County",Nebraska,1410,185,1213,13.12,86.03,Republican
31065,"Furnas County",Nebraska,2413,358,2043,14.84,84.67,Republican
31067,"Gage County",Nebraska,10916,3242,7523,29.7,68.92,Republican
31069,"Garden County",Nebraska,1117,162,949,14.5,84.96,Republican
31071,"Garfield County",Nebraska,1015,116,893,11.43,87.98,Republican
31073,"Gosper County",Nebraska,1118,203,907,18.16,81.13,Republican
31075,"Grant County",Nebraska,366,15,351,4.1,95.9,Republican
31077,"Greeley County",Nebraska,1235,192,1030,15.55,83.4,Republican
31079,"Hall County",Nebraska,22804,6956,15566,30.5,68.26,Republican
31081,"Hamilton County",Nebraska,5547,1067,4416,19.24,79.61,Republican
31083,"Harlan County",Nebraska,1802,280,1506,15.54,83.57,Republican
31085,"Hayes County",Nebraska,494,19,472,3.85,95.55,Republican
31087,"Hitchcock County",Nebraska,1433,152,1269,10.61,88.56,Republican
31089,"Holt County",Nebraska,5442,681,4708,12.51,86.51,Republican
31091,"Hooker County",Nebraska,427,55,369,12.88,86.42,Republican
31093,"Howard County",Nebraska,3550,642,2868,18.08,80.79,Republican
31095,"Jefferson County",Nebraska,3631,968,2614,26.66,71.99,Republican
31097,"Johnson County",Nebraska,2152,625,1496,29.04,69.52,Republican
31099,"Kearney County",Nebraska,3604,736,2828,20.42,78.47,Republican
31101,"Keith County",Nebraska,4199,731,3416,17.41,81.35,Republican
31103,"Keya Paha County",Nebraska,544,44,500,8.09,91.91,Republican
31105,"Kimball County",Nebraska,1720,272,1424,15.81,82.79,Republican
31107,"Knox County",Nebraska,4436,786,3593,17.72,81,Republican
31109,"Lancaster County",Nebraska,157633,81012,74215,51.39,47.08,Democrat
31111,"Lincoln County",Nebraska,16464,3586,12674,21.78,76.98,Republican
31113,"Logan County",Nebraska,440,25,409,5.68,92.95,Republican
31115,"Loup County",Nebraska,428,73,354,17.06,82.71,Republican
31117,"McPherson County",Nebraska,283,12,267,4.24,94.35,Republican
31119,"Madison County",Nebraska,15690,3360,12145,21.41,77.41,Republican
31121,"Merrick County",Nebraska,4342,730,3551,16.81,81.78,Republican
31123,"Morrill County",Nebraska,2426,366,2026,15.09,83.51,Republican
31125,"Nance County",Nebraska,1837,352,1462,19.16,79.59,Republican
31127,"Nemaha County",Nebraska,3418,915,2443,26.77,71.47,Republican
31129,"Nuckolls County",Nebraska,2258,399,1836,17.67,81.31,Republican
31131,"Otoe County",Nebraska,8198,2463,5651,30.04,68.93,Republican
31133,"Pawnee County",Nebraska,1379,284,1085,20.59,78.68,Republican
31135,"Perkins County",Nebraska,1426,187,1224,13.11,85.83,Republican
31137,"Phelps County",Nebraska,4965,758,4158,15.27,83.75,Republican
31139,"Pierce County",Nebraska,3897,446,3420,11.44,87.76,Republican
31141,"Platte County",Nebraska,15658,3191,12326,20.38,78.72,Republican
31143,"Polk County",Nebraska,2819,501,2296,17.77,81.45,Republican
31145,"Red Willow County",Nebraska,5323,815,4457,15.31,83.73,Republican
31147,"Richardson County",Nebraska,3942,934,2962,23.69,75.14,Republican
31149,"Rock County",Nebraska,834,85,745,10.19,89.33,Republican
31151,"Saline County",Nebraska,5655,1855,3734,32.8,66.03,Republican
31153,"Sarpy County",Nebraska,100735,43825,55567,43.51,55.16,Republican
31155,"Saunders County",Nebraska,13565,3558,9854,26.23,72.64,Republican
31157,"Scotts Bluff County",Nebraska,15040,3856,11033,25.64,73.36,Republican
31159,"Seward County",Nebraska,9184,2388,6667,26,72.59,Republican
31161,"Sheridan County",Nebraska,2484,362,2102,14.57,84.62,Republican
31163,"Sherman County",Nebraska,1687,328,1344,19.44,79.67,Republican
31165,"Sioux County",Nebraska,678,77,597,11.36,88.05,Republican
31167,"Stanton County",Nebraska,3064,492,2536,16.06,82.77,Republican
31169,"Thayer County",Nebraska,2852,544,2278,19.07,79.87,Republican
31171,"Thomas County",Nebraska,393,44,348,11.2,88.55,Republican
31173,"Thurston County",Nebraska,2123,978,1125,46.07,52.99,Republican
31175,"Valley County",Nebraska,2299,403,1872,17.53,81.43,Republican
31177,"Washington County",Nebraska,12545,3538,8855,28.2,70.59,Republican
31179,"Wayne County",Nebraska,4073,1006,3011,24.7,73.93,Republican
31181,"Webster County",Nebraska,1763,296,1449,16.79,82.19,Republican
31183,"Wheeler County",Nebraska,486,57,424,11.73,87.24,Republican
31185,"York County",Nebraska,6984,1648,5234,23.6,74.94,Republican
32001,"Churchill County",Nevada,13503,3179,9962,23.54,73.78,Republican
32003,"Clark County",Nevada,1031223,520187,493052,50.44,47.81,Democrat
32005,"Douglas County",Nevada,35556,11553,23237,32.49,65.35,Republican
32007,"Elko County",Nevada,22465,4632,17352,20.62,77.24,Republican
32009,"Esmeralda County",Nevada,461,73,376,15.84,81.56,Republican
32011,"Eureka County",Nevada,1036,104,910,10.04,87.84,Republican
32013,"Humboldt County",Nevada,8030,1711,6141,21.31,76.48,Republican
32015,"Lander County",Nevada,2725,482,2180,17.69,80,Republican
32017,"Lincoln County",Nevada,2472,314,2108,12.7,85.28,Republican
32019,"Lyon County",Nevada,33541,8954,23861,26.7,71.14,Republican
32021,"Mineral County",Nevada,2295,711,1528,30.98,66.58,Republican
32023,"Nye County",Nevada,26997,7559,18946,28,70.18,Republican
32027,"Pershing County",Nevada,2308,496,1764,21.49,76.43,Republican
32029,"Storey County",Nevada,3075,913,2108,29.69,68.55,Republican
32031,"Washoe County",Nevada,263734,130071,127443,49.32,48.32,Democrat
32033,"White Pine County",Nevada,4351,883,3364,20.29,77.32,Republican
32510,"Carson City",Nevada,31068,13375,16873,43.05,54.31,Republican
33001,"Belknap County",New Hampshire,40550,17469,22765,43.08,56.14,Republican
33003,"Carroll County",New Hampshire,34498,16827,17407,48.78,50.46,Republican
33005,"Cheshire County",New Hampshire,45200,24579,20142,54.38,44.56,Democrat
33007,"Coos County",New Hampshire,17230,7355,9731,42.69,56.48,Republican
33009,"Grafton County",New Hampshire,55603,32998,21911,59.35,39.41,Democrat
33011,"Hillsborough County",New Hampshire,233234,118780,112068,50.93,48.05,Democrat
33013,"Merrimack County",New Hampshire,92475,48181,43365,52.1,46.89,Democrat
33015,"Rockingham County",New Hampshire,201949,97616,102542,48.34,50.78,Republican
33017,"Strafford County",New Hampshire,76323,42374,33163,55.52,43.45,Democrat
33019,"Sullivan County",New Hampshire,25091,12317,12484,49.09,49.75,Republican
34001,"Atlantic County",New Jersey,129759,61879,65817,47.69,50.72,Republican
34003,"Bergen County",New Jersey,459077,232660,217096,50.68,47.29,Democrat
34005,"Burlington County",New Jersey,229466,132275,94116,57.64,41.02,Democrat
34007,"Camden County",New Jersey,246954,155522,87767,62.98,35.54,Democrat
34009,"Cape May County",New Jersey,54568,21648,32151,39.67,58.92,Republican
34011,"Cumberland County",New Jersey,55885,26577,28675,47.56,51.31,Republican
34013,"Essex County",New Jersey,313283,224596,83908,71.69,26.78,Democrat
34015,"Gloucester County",New Jersey,164635,78708,83326,47.81,50.61,Republican
34017,"Hudson County",New Jersey,231181,144765,79913,62.62,34.57,Democrat
34019,"Hunterdon County",New Jersey,80925,36995,42391,45.72,52.38,Republican
34021,"Mercer County",New Jersey,163270,107558,52274,65.88,32.02,Democrat
34023,"Middlesex County",New Jersey,365187,191802,162459,52.52,44.49,Democrat
34025,"Monmouth County",New Jersey,360143,156382,197409,43.42,54.81,Republican
34027,"Morris County",New Jersey,284666,135672,143439,47.66,50.39,Republican
34029,"Ocean County",New Jersey,337135,105789,227232,31.38,67.4,Republican
34031,"Passaic County",New Jersey,202767,95156,100954,46.93,49.79,Republican
34033,"Salem County",New Jersey,31001,12275,18229,39.6,58.8,Republican
34035,"Somerset County",New Jersey,177412,98790,74101,55.68,41.77,Democrat
34037,"Sussex County",New Jersey,84629,31019,52123,36.65,61.59,Republican
34039,"Union County",New Jersey,240632,147327,89063,61.23,37.01,Democrat
34041,"Warren County",New Jersey,60150,23318,35772,38.77,59.47,Republican
35001,"Bernalillo County",New Mexico,310844,184117,118762,59.23,38.21,Democrat
35003,"Catron County",New Mexico,2357,571,1752,24.23,74.33,Republican
35005,"Chaves County",New Mexico,22200,5941,15894,26.76,71.59,Republican
35006,"Cibola County",New Mexico,8977,4450,4311,49.57,48.02,Democrat
35007,"Colfax County",New Mexico,5813,2436,3252,41.91,55.94,Republican
35009,"Curry County",New Mexico,15223,4230,10714,27.79,70.38,Republican
35011,"De Baca County",New Mexico,874,206,649,23.57,74.26,Republican
35013,"Doña Ana County",New Mexico,85407,45937,37594,53.79,44.02,Democrat
35015,"Eddy County",New Mexico,23472,5032,18141,21.44,77.29,Republican
35017,"Grant County",New Mexico,14224,7301,6580,51.33,46.26,Democrat
35019,"Guadalupe County",New Mexico,1938,959,945,49.48,48.76,Democrat
35021,"Harding County",New Mexico,431,128,297,29.7,68.91,Republican
35023,"Hidalgo County",New Mexico,1862,705,1140,37.86,61.22,Republican
35025,"Lea County",New Mexico,21209,3930,16997,18.53,80.14,Republican
35027,"Lincoln County",New Mexico,10165,3033,6942,29.84,68.29,Republican
35028,"Los Alamos County",New Mexico,12187,7726,4047,63.4,33.21,Democrat
35029,"Luna County",New Mexico,8056,3176,4698,39.42,58.32,Republican
35031,"McKinley County",New Mexico,25867,15711,9364,60.74,36.2,Democrat
35033,"Mora County",New Mexico,2487,1439,1010,57.86,40.61,Democrat
35035,"Otero County",New Mexico,24242,8582,15117,35.4,62.36,Republican
35037,"Quay County",New Mexico,3704,1055,2570,28.48,69.38,Republican
35039,"Rio Arriba County",New Mexico,15989,9373,6268,58.62,39.2,Democrat
35041,"Roosevelt County",New Mexico,6639,1820,4687,27.41,70.6,Republican
35043,"Sandoval County",New Mexico,79540,41205,36605,51.8,46.02,Democrat
35045,"San Juan County",New Mexico,52926,17464,34264,33,64.74,Republican
35047,"San Miguel County",New Mexico,11108,6985,3887,62.88,34.99,Democrat
35049,"Santa Fe County",New Mexico,83719,61405,20457,73.35,24.44,Democrat
35051,"Sierra County",New Mexico,5953,2332,3473,39.17,58.34,Republican
35053,"Socorro County",New Mexico,7233,3384,3651,46.79,50.48,Republican
35055,"Taos County",New Mexico,16636,12038,4139,72.36,24.88,Democrat
35057,"Torrance County",New Mexico,7179,2144,4880,29.86,67.98,Republican
35059,"Union County",New Mexico,1665,378,1247,22.7,74.89,Republican
35061,"Valencia County",New Mexico,33277,13609,19057,40.9,57.27,Republican
36001,"Albany County",New York,147149,92589,54560,62.92,37.08,Democrat
36003,"Allegany County",New York,19309,5483,13826,28.4,71.6,Republican
36005,"Bronx County",New York,359844,261670,98174,72.72,27.28,Democrat
36007,"Broome County",New York,89905,45142,44763,50.21,49.79,Democrat
36009,"Cattaraugus County",New York,34010,11424,22586,33.59,66.41,Republican
36011,"Cayuga County",New York,36254,15772,20482,43.5,56.5,Republican
36013,"Chautauqua County",New York,56613,22085,34528,39.01,60.99,Republican
36015,"Chemung County",New York,37433,15572,21861,41.6,58.4,Republican
36017,"Chenango County",New York,22471,8177,14294,36.39,63.61,Republican
36019,"Clinton County",New York,35725,17478,18247,48.92,51.08,Republican
36021,"Columbia County",New York,35564,20396,15168,57.35,42.65,Democrat
36023,"Cortland County",New York,21996,10290,11706,46.78,53.22,Republican
36025,"Delaware County",New York,23026,9237,13789,40.12,59.88,Republican
36027,"Dutchess County",New York,151772,79994,71778,52.71,47.29,Democrat
36029,"Erie County",New York,453425,248651,204774,54.84,45.16,Democrat
36031,"Essex County",New York,19162,9629,9533,50.25,49.75,Democrat
36033,"Franklin County",New York,19390,8821,10569,45.49,54.51,Republican
36035,"Fulton County",New York,23903,7666,16237,32.07,67.93,Republican
36037,"Genesee County",New York,28364,9367,18997,33.02,66.98,Republican
36039,"Greene County",New York,25138,10436,14702,41.51,58.49,Republican
36041,"Hamilton County",New York,3434,1211,2223,35.26,64.74,Republican
36043,"Herkimer County",New York,28667,9110,19557,31.78,68.22,Republican
36045,"Jefferson County",New York,42743,16326,26417,38.2,61.8,Republican
36047,"Kings County",New York,835229,601265,233964,71.99,28.01,Democrat
36049,"Lewis County",New York,12953,3600,9353,27.79,72.21,Republican
36051,"Livingston County",New York,30928,12148,18780,39.28,60.72,Republican
36053,"Madison County",New York,33654,14629,19025,43.47,56.53,Republican
36055,"Monroe County",New York,360697,214757,145940,59.54,40.46,Democrat
36057,"Montgomery County",New York,20642,7356,13286,35.64,64.36,Republican
36059,"Nassau County",New York,706541,338424,368117,47.9,52.1,Republican
36061,"New York County",New York,647703,533782,113921,82.41,17.59,Democrat
36063,"Niagara County",New York,102116,43438,58678,42.54,57.46,Republican
36065,"Oneida County",New York,100102,39415,60687,39.37,60.63,Republican
36067,"Onondaga County",New York,227071,133155,93916,58.64,41.36,Democrat
36069,"Ontario County",New York,59741,29520,30221,49.41,50.59,Republican
36071,"Orange County",New York,175189,80253,94936,45.81,54.19,Republican
36073,"Orleans County",New York,18025,5366,12659,29.77,70.23,Republican
36075,"Oswego County",New York,54031,20483,33548,37.91,62.09,Republican
36077,"Otsego County",New York,28287,13031,15256,46.07,53.93,Republican
36079,"Putnam County",New York,55509,23956,31553,43.16,56.84,Republican
36081,"Queens County",New York,701910,437282,264628,62.3,37.7,Democrat
36083,"Rensselaer County",New York,78269,39668,38601,50.68,49.32,Democrat
36085,"Richmond County",New York,197496,69345,128151,35.11,64.89,Republican
36087,"Rockland County",New York,149423,65880,83543,44.09,55.91,Republican
36089,"St. Lawrence County",New York,43929,18010,25919,41,59,Republican
36091,"Saratoga County",New York,130261,66321,63940,50.91,49.09,Democrat
36093,"Schenectady County",New York,71708,39733,31975,55.41,44.59,Democrat
36095,"Schoharie County",New York,15970,5547,10423,34.73,65.27,Republican
36097,"Schuyler County",New York,9453,3736,5717,39.52,60.48,Republican
36099,"Seneca County",New York,14989,6610,8379,44.1,55.9,Republican
36101,"Steuben County",New York,45190,15413,29777,34.11,65.89,Republican
36103,"Suffolk County",New York,759361,341812,417549,45.01,54.99,Republican
36105,"Sullivan County",New York,34935,14549,20386,41.65,58.35,Republican
36107,"Tioga County",New York,24475,9437,15038,38.56,61.44,Republican
36109,"Tompkins County",New York,45985,34631,11354,75.31,24.69,Democrat
36111,"Ulster County",New York,97717,57974,39743,59.33,40.67,Democrat
36113,"Warren County",New York,35705,17099,18606,47.89,52.11,Republican
36115,"Washington County",New York,28492,11224,17268,39.39,60.61,Republican
36117,"Wayne County",New York,44342,17056,27286,38.46,61.54,Republican
36119,"Westchester County",New York,455229,287434,167795,63.14,36.86,Democrat
36121,"Wyoming County",New York,19041,4929,14112,25.89,74.11,Republican
36123,"Yates County",New York,10499,4401,6098,41.92,58.08,Republican
37001,"Alamance County",North Carolina,89568,40624,47937,45.36,53.52,Republican
37003,"Alexander County",North Carolina,20625,4060,16404,19.68,79.53,Republican
37005,"Alleghany County",North Carolina,6480,1533,4900,23.66,75.62,Republican
37007,"Anson County",North Carolina,10859,5253,5525,48.37,50.88,Republican
37009,"Ashe County",North Carolina,16187,4431,11629,27.37,71.84,Republican
37011,"Avery County",North Carolina,9468,2220,7181,23.45,75.84,Republican
37013,"Beaufort County",North Carolina,26521,9049,17296,34.12,65.22,Republican
37015,"Bertie County",North Carolina,9170,5279,3840,57.57,41.88,Democrat
37017,"Bladen County",North Carolina,16743,6620,10035,39.54,59.94,Republican
37019,"Brunswick County",North Carolina,109049,40557,67658,37.19,62.04,Republican
37021,"Buncombe County",North Carolina,159885,98662,59016,61.71,36.91,Democrat
37023,"Burke County",North Carolina,45733,13272,32130,29.02,70.26,Republican
37025,"Cabarrus County",North Carolina,119820,54494,63746,45.48,53.2,Republican
37027,"Caldwell County",North Carolina,43451,10146,33009,23.35,75.97,Republican
37029,"Camden County",North Carolina,6292,1522,4716,24.19,74.95,Republican
37031,"Carteret County",North Carolina,45693,12813,32508,28.04,71.14,Republican
37033,"Caswell County",North Carolina,12025,4493,7445,37.36,61.91,Republican
37035,"Catawba County",North Carolina,86885,26569,59577,30.58,68.57,Republican
37037,"Chatham County",North Carolina,52098,29014,22507,55.69,43.2,Democrat
37039,"Cherokee County",North Carolina,17748,3686,13883,20.77,78.22,Republican
37041,"Chowan County",North Carolina,7533,2895,4587,38.43,60.89,Republican
37043,"Clay County",North Carolina,7708,1899,5761,24.64,74.74,Republican
37045,"Cleveland County",North Carolina,51602,16603,34654,32.18,67.16,Republican
37047,"Columbus County",North Carolina,26363,8648,17592,32.8,66.73,Republican
37049,"Craven County",North Carolina,56028,22011,33477,39.29,59.75,Republican
37051,"Cumberland County",North Carolina,140175,78631,59840,56.09,42.69,Democrat
37053,"Currituck County",North Carolina,18010,4604,13235,25.56,73.49,Republican
37055,"Dare County",North Carolina,25115,10074,14792,40.11,58.9,Republican
37057,"Davidson County",North Carolina,93091,24150,67959,25.94,73,Republican
37059,"Davie County",North Carolina,26704,6988,19398,26.17,72.64,Republican
37061,"Duplin County",North Carolina,22864,8057,14677,35.24,64.19,Republican
37063,"Durham County",North Carolina,180189,144450,32853,80.17,18.23,Democrat
37065,"Edgecombe County",North Carolina,24416,14900,9355,61.03,38.32,Democrat
37067,"Forsyth County",North Carolina,203928,114145,87292,55.97,42.81,Democrat
37069,"Franklin County",North Carolina,42526,18167,23938,42.72,56.29,Republican
37071,"Gaston County",North Carolina,118959,44062,73828,37.04,62.06,Republican
37073,"Gates County",North Carolina,5860,2268,3538,38.7,60.38,Republican
37075,"Graham County",North Carolina,4769,839,3883,17.59,81.42,Republican
37077,"Granville County",North Carolina,32044,14365,17383,44.83,54.25,Republican
37079,"Greene County",North Carolina,8442,3437,4965,40.71,58.81,Republican
37081,"Guilford County",North Carolina,284114,171118,109077,60.23,38.39,Democrat
37083,"Halifax County",North Carolina,23938,14014,9778,58.54,40.85,Democrat
37085,"Harnett County",North Carolina,63597,23472,39440,36.91,62.02,Republican
37087,"Haywood County",North Carolina,37724,13913,23393,36.88,62.01,Republican
37089,"Henderson County",North Carolina,69651,29361,39497,42.15,56.71,Republican
37091,"Hertford County",North Carolina,9819,6191,3561,63.05,36.27,Democrat
