FIPS,State,State Code,County,Metro Area,Year,Median Rent,Efficiency,1BR,2BR,3BR,4BR,Entity ID
"33000","New Hampshire","NH","Cheshire County","Cheshire County, NH",2023,1331,946,1011,1331,1860,1954,"3300573700"
"33000","New Hampshire","NH","Cheshire County","Cheshire County, NH",2023,1331,946,1011,1331,1860,1954,"3300574900"
"33000","New Hampshire","NH","Cheshire County","Cheshire County, NH",2023,1331,946,1011,1331,1860,1954,"3300575300"
"33000","New Hampshire","NH","Cheshire County","Cheshire County, NH",2023,1331,946,1011,1331,1860,1954,"3300575700"
"33000","New Hampshire","NH","Cheshire County","Cheshire County, NH",2023,1331,946,1011,1331,1860,1954,"3300577380"
"33000","New Hampshire","NH","Cheshire County","Cheshire County, NH",2023,1331,946,1011,1331,1860,1954,"3300578420"
"33000","New Hampshire","NH","Cheshire County","Cheshire County, NH",2023,1331,946,1011,1331,1860,1954,"3300582660"
"33000","New Hampshire","NH","Cheshire County","Cheshire County, NH",2023,1331,946,1011,1331,1860,1954,"3300585540"
"48000","Texas","TX","Midland County","Midland, TX HUD Metro FMR Area",2023,1330,1111,1118,1330,1681,2265,"4832999999"
"37000","North Carolina","NC","Currituck County","Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",2023,1329,1116,1137,1329,1857,2264,"3705399999"
"51000","Virginia","VA","Chesapeake city","Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",2023,1329,1116,1137,1329,1857,2264,"5155099999"
"51000","Virginia","VA","Gloucester County","Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",2023,1329,1116,1137,1329,1857,2264,"5107399999"
"51000","Virginia","VA","Hampton city","Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",2023,1329,1116,1137,1329,1857,2264,"5165099999"
"51000","Virginia","VA","Isle of Wight County","Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",2023,1329,1116,1137,1329,1857,2264,"5109399999"
"51000","Virginia","VA","James City County","Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",2023,1329,1116,1137,1329,1857,2264,"5109599999"
"51000","Virginia","VA","Mathews County","Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",2023,1329,1116,1137,1329,1857,2264,"5111599999"
"51000","Virginia","VA","Newport News city","Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",2023,1329,1116,1137,1329,1857,2264,"5170099999"
"51000","Virginia","VA","Norfolk city","Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",2023,1329,1116,1137,1329,1857,2264,"5171099999"
"51000","Virginia","VA","Poquoson city","Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",2023,1329,1116,1137,1329,1857,2264,"5173599999"
"51000","Virginia","VA","Portsmouth city","Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",2023,1329,1116,1137,1329,1857,2264,"5174099999"
"51000","Virginia","VA","Suffolk city","Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",2023,1329,1116,1137,1329,1857,2264,"5180099999"
"51000","Virginia","VA","Virginia Beach city","Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",2023,1329,1116,1137,1329,1857,2264,"5181099999"
"51000","Virginia","VA","Williamsburg city","Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",2023,1329,1116,1137,1329,1857,2264,"5183099999"
"51000","Virginia","VA","York County","Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",2023,1329,1116,1137,1329,1857,2264,"5119999999"
"02000","Alaska","AK","Sitka City and Borough","Sitka City and Borough, AK",2023,1316,956,1110,1316,1870,2228,"0222099999"
"37000","North Carolina","NC","Chatham County","Durham-Chapel Hill, NC HUD Metro FMR Area",2023,1315,1128,1134,1315,1669,2031,"3703799999"
"37000","North Carolina","NC","Durham County","Durham-Chapel Hill, NC HUD Metro FMR Area",2023,1315,1128,1134,1315,1669,2031,"3706399999"
"37000","North Carolina","NC","Orange County","Durham-Chapel Hill, NC HUD Metro FMR Area",2023,1315,1128,1134,1315,1669,2031,"3713599999"
"12000","Florida","FL","Okaloosa County","Crestview-Fort Walton Beach-Destin, FL HUD Metro FMR Area",2023,1314,1058,1126,1314,1753,2238,"1209199999"
"36000","New York","NY","Albany County","Albany-Schenectady-Troy, NY MSA",2023,1313,968,1079,1313,1598,1764,"3600199999"
"36000","New York","NY","Rensselaer County","Albany-Schenectady-Troy, NY MSA",2023,1313,968,1079,1313,1598,1764,"3608399999"
"36000","New York","NY","Saratoga County","Albany-Schenectady-Troy, NY MSA",2023,1313,968,1079,1313,1598,1764,"3609199999"
"36000","New York","NY","Schenectady County","Albany-Schenectady-Troy, NY MSA",2023,1313,968,1079,1313,1598,1764,"3609399999"
"36000","New York","NY","Schoharie County","Albany-Schenectady-Troy, NY MSA",2023,1313,968,1079,1313,1598,1764,"3609599999"
"02000","Alaska","AK","Haines Borough","Haines Borough, AK",2023,1311,919,996,1311,1700,1990,"0210099999"
"16000","Idaho","ID","Ada County","Boise City, ID HUD Metro FMR Area",2023,1310,929,1059,1310,1841,2159,"1600199999"
"16000","Idaho","ID","Boise County","Boise City, ID HUD Metro FMR Area",2023,1310,929,1059,1310,1841,2159,"1601599999"
"16000","Idaho","ID","Canyon County","Boise City, ID HUD Metro FMR Area",2023,1310,929,1059,1310,1841,2159,"1602799999"
"16000","Idaho","ID","Owyhee County","Boise City, ID HUD Metro FMR Area",2023,1310,929,1059,1310,1841,2159,"1607399999"
"42000","Pennsylvania","PA","Monroe County","East Stroudsburg, PA MSA",2023,1307,986,993,1307,1798,2130,"4208999999"
"48000","Texas","TX","Chambers County","Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",2023,1307,1030,1095,1307,1722,2226,"4807199999"
"48000","Texas","TX","Fort Bend County","Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",2023,1307,1030,1095,1307,1722,2226,"4815799999"
"48000","Texas","TX","Galveston County","Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",2023,1307,1030,1095,1307,1722,2226,"4816799999"
"48000","Texas","TX","Harris County","Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",2023,1307,1030,1095,1307,1722,2226,"4820199999"
"48000","Texas","TX","Liberty County","Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",2023,1307,1030,1095,1307,1722,2226,"4829199999"
"48000","Texas","TX","Montgomery County","Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",2023,1307,1030,1095,1307,1722,2226,"4833999999"
"48000","Texas","TX","Waller County","Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",2023,1307,1030,1095,1307,1722,2226,"4847399999"
"06000","California","CA","Mendocino County","Mendocino County, CA",2023,1305,988,995,1305,1844,2223,"0604599999"
"12000","Florida","FL","Volusia County","Deltona-Daytona Beach-Ormond Beach, FL HUD Metro FMR Area",2023,1302,871,1063,1302,1716,1773,"1212799999"
"41000","Oregon","OR","Hood River County","Hood River County, OR",2023,1302,871,989,1302,1850,2218,"4102799999"
"38000","North Dakota","ND","McKenzie County","McKenzie County, ND",2023,1301,982,988,1301,1583,2150,"3805399999"
"12000","Florida","FL","Bay County","Panama City, FL MSA",2023,1299,1053,1122,1299,1785,2213,"1200599999"
"33000","New Hampshire","NH","Belknap County","Belknap County, NH",2023,1292,926,1015,1292,1739,1912,"3300101060"
"33000","New Hampshire","NH","Belknap County","Belknap County, NH",2023,1292,926,1015,1292,1739,1912,"3300103220"
"33000","New Hampshire","NH","Belknap County","Belknap County, NH",2023,1292,926,1015,1292,1739,1912,"3300104740"
"33000","New Hampshire","NH","Belknap County","Belknap County, NH",2023,1292,926,1015,1292,1739,1912,"3300110660"
"33000","New Hampshire","NH","Belknap County","Belknap County, NH",2023,1292,926,1015,1292,1739,1912,"3300128740"
"33000","New Hampshire","NH","Belknap County","Belknap County, NH",2023,1292,926,1015,1292,1739,1912,"3300128980"
"33000","New Hampshire","NH","Belknap County","Belknap County, NH",2023,1292,926,1015,1292,1739,1912,"3300140180"
"33000","New Hampshire","NH","Belknap County","Belknap County, NH",2023,1292,926,1015,1292,1739,1912,"3300147140"
"33000","New Hampshire","NH","Belknap County","Belknap County, NH",2023,1292,926,1015,1292,1739,1912,"3300151540"
"33000","New Hampshire","NH","Belknap County","Belknap County, NH",2023,1292,926,1015,1292,1739,1912,"3300167300"
"33000","New Hampshire","NH","Belknap County","Belknap County, NH",2023,1292,926,1015,1292,1739,1912,"3300177060"
"06000","California","CA","Sutter County","Yuba City, CA MSA",2023,1288,1003,1010,1288,1830,2194,"0610199999"
"06000","California","CA","Yuba County","Yuba City, CA MSA",2023,1288,1003,1010,1288,1830,2194,"0611599999"
"06000","California","CA","Kings County","Hanford-Corcoran, CA MSA",2023,1287,1030,1036,1287,1829,2091,"0603199999"
"41000","Oregon","OR","Jackson County","Medford, OR MSA",2023,1287,861,978,1287,1829,2192,"4102999999"
"42000","Pennsylvania","PA","Lancaster County","Lancaster, PA MSA",2023,1286,893,1025,1286,1631,1728,"4207199999"
"42000","Pennsylvania","PA","Centre County","State College, PA MSA",2023,1285,1091,1111,1285,1576,1726,"4202799999"
"02000","Alaska","AK","Chugach Census Area","Chugach Census Area, AK",2023,1282,899,974,1282,1663,1946,"0206399999"
"25000","Massachusetts","MA","Bristol County","New Bedford, MA HUD Metro FMR Area",2023,1282,890,1051,1282,1560,1722,"2500500520"
"25000","Massachusetts","MA","Bristol County","New Bedford, MA HUD Metro FMR Area",2023,1282,890,1051,1282,1560,1722,"2500516425"
"25000","Massachusetts","MA","Bristol County","New Bedford, MA HUD Metro FMR Area",2023,1282,890,1051,1282,1560,1722,"2500522130"
"25000","Massachusetts","MA","Bristol County","New Bedford, MA HUD Metro FMR Area",2023,1282,890,1051,1282,1560,1722,"2500525240"
"25000","Massachusetts","MA","Bristol County","New Bedford, MA HUD Metro FMR Area",2023,1282,890,1051,1282,1560,1722,"2500545000"
"04000","Arizona","AZ","Yavapai County","Prescott Valley-Prescott, AZ MSA",2023,1281,857,1042,1281,1769,2045,"0402599999"
"25000","Massachusetts","MA","Franklin County","Franklin County, MA HUD Metro FMR Area",2023,1280,856,988,1280,1586,1831,"2501102095"
"25000","Massachusetts","MA","Franklin County","Franklin County, MA HUD Metro FMR Area",2023,1280,856,988,1280,1586,1831,"2501105560"
"25000","Massachusetts","MA","Franklin County","Franklin County, MA HUD Metro FMR Area",2023,1280,856,988,1280,1586,1831,"2501109595"
"25000","Massachusetts","MA","Franklin County","Franklin County, MA HUD Metro FMR Area",2023,1280,856,988,1280,1586,1831,"2501114885"
"25000","Massachusetts","MA","Franklin County","Franklin County, MA HUD Metro FMR Area",2023,1280,856,988,1280,1586,1831,"2501115200"
"25000","Massachusetts","MA","Franklin County","Franklin County, MA HUD Metro FMR Area",2023,1280,856,988,1280,1586,1831,"2501116670"
"25000","Massachusetts","MA","Franklin County","Franklin County, MA HUD Metro FMR Area",2023,1280,856,988,1280,1586,1831,"2501121780"
"25000","Massachusetts","MA","Franklin County","Franklin County, MA HUD Metro FMR Area",2023,1280,856,988,1280,1586,1831,"2501125730"
"25000","Massachusetts","MA","Franklin County","Franklin County, MA HUD Metro FMR Area",2023,1280,856,988,1280,1586,1831,"2501127060"
"25000","Massachusetts","MA","Franklin County","Franklin County, MA HUD Metro FMR Area",2023,1280,856,988,1280,1586,1831,"2501129475"
"25000","Massachusetts","MA","Franklin County","Franklin County, MA HUD Metro FMR Area",2023,1280,856,988,1280,1586,1831,"2501129650"
"25000","Massachusetts","MA","Franklin County","Franklin County, MA HUD Metro FMR Area",2023,1280,856,988,1280,1586,1831,"2501135180"
"25000","Massachusetts","MA","Franklin County","Franklin County, MA HUD Metro FMR Area",2023,1280,856,988,1280,1586,1831,"2501135285"
"25000","Massachusetts","MA","Franklin County","Franklin County, MA HUD Metro FMR Area",2023,1280,856,988,1280,1586,1831,"2501142040"
"25000","Massachusetts","MA","Franklin County","Franklin County, MA HUD Metro FMR Area",2023,1280,856,988,1280,1586,1831,"2501142285"
"25000","Massachusetts","MA","Franklin County","Franklin County, MA HUD Metro FMR Area",2023,1280,856,988,1280,1586,1831,"2501145490"
"25000","Massachusetts","MA","Franklin County","Franklin County, MA HUD Metro FMR Area",2023,1280,856,988,1280,1586,1831,"2501147835"
"25000","Massachusetts","MA","Franklin County","Franklin County, MA HUD Metro FMR Area",2023,1280,856,988,1280,1586,1831,"2501151265"
"25000","Massachusetts","MA","Franklin County","Franklin County, MA HUD Metro FMR Area",2023,1280,856,988,1280,1586,1831,"2501158335"
"25000","Massachusetts","MA","Franklin County","Franklin County, MA HUD Metro FMR Area",2023,1280,856,988,1280,1586,1831,"2501161135"
"25000","Massachusetts","MA","Franklin County","Franklin County, MA HUD Metro FMR Area",2023,1280,856,988,1280,1586,1831,"2501161905"
"25000","Massachusetts","MA","Franklin County","Franklin County, MA HUD Metro FMR Area",2023,1280,856,988,1280,1586,1831,"2501168400"
"25000","Massachusetts","MA","Franklin County","Franklin County, MA HUD Metro FMR Area",2023,1280,856,988,1280,1586,1831,"2501173265"
"25000","Massachusetts","MA","Franklin County","Franklin County, MA HUD Metro FMR Area",2023,1280,856,988,1280,1586,1831,"2501179110"
"53000","Washington","WA","Kittitas County","Kittitas County, WA",2023,1280,856,972,1280,1819,2180,"5303799999"
"02000","Alaska","AK","Petersburg Borough","Petersburg Borough",2023,1274,893,976,1274,1551,2069,"0219599999"
"08000","Colorado","CO","Gunnison County","Gunnison County, CO",2023,1273,961,967,1273,1721,2168,"0805199999"
"12000","Florida","FL","Charlotte County","Punta Gorda, FL MSA",2023,1270,930,1025,1270,1805,2163,"1201599999"
"38000","North Dakota","ND","Divide County","Divide County, ND",2023,1267,980,986,1267,1801,2102,"3802399999"
"12000","Florida","FL","Indian River County","Sebastian-Vero Beach, FL MSA",2023,1264,845,1048,1264,1629,2104,"1206199999"
"33000","New Hampshire","NH","Sullivan County","Sullivan County, NH",2023,1264,913,960,1264,1570,1804,"3301900260"
"33000","New Hampshire","NH","Sullivan County","Sullivan County, NH",2023,1264,913,960,1264,1570,1804,"3301911380"
"33000","New Hampshire","NH","Sullivan County","Sullivan County, NH",2023,1264,913,960,1264,1570,1804,"3301912900"
"33000","New Hampshire","NH","Sullivan County","Sullivan County, NH",2023,1264,913,960,1264,1570,1804,"3301915060"
"33000","New Hampshire","NH","Sullivan County","Sullivan County, NH",2023,1264,913,960,1264,1570,1804,"3301916340"
"33000","New Hampshire","NH","Sullivan County","Sullivan County, NH",2023,1264,913,960,1264,1570,1804,"3301930500"
"33000","New Hampshire","NH","Sullivan County","Sullivan County, NH",2023,1264,913,960,1264,1570,1804,"3301931220"
"33000","New Hampshire","NH","Sullivan County","Sullivan County, NH",2023,1264,913,960,1264,1570,1804,"3301940900"
"33000","New Hampshire","NH","Sullivan County","Sullivan County, NH",2023,1264,913,960,1264,1570,1804,"3301941700"
"33000","New Hampshire","NH","Sullivan County","Sullivan County, NH",2023,1264,913,960,1264,1570,1804,"3301952580"
"33000","New Hampshire","NH","Sullivan County","Sullivan County, NH",2023,1264,913,960,1264,1570,1804,"3301972740"
"33000","New Hampshire","NH","Sullivan County","Sullivan County, NH",2023,1264,913,960,1264,1570,1804,"3301975060"
"33000","New Hampshire","NH","Sullivan County","Sullivan County, NH",2023,1264,913,960,1264,1570,1804,"3301977940"
"33000","New Hampshire","NH","Sullivan County","Sullivan County, NH",2023,1264,913,960,1264,1570,1804,"3301978980"
"41000","Oregon","OR","Linn County","Albany, OR MSA",2023,1263,893,1000,1263,1728,2019,"4104399999"
"48000","Texas","TX","Nueces County","Corpus Christi, TX MSA",2023,1262,950,1034,1262,1647,1927,"4835599999"
"48000","Texas","TX","San Patricio County","Corpus Christi, TX MSA",2023,1262,950,1034,1262,1647,1927,"4840999999"
"53000","Washington","WA","Chelan County","Wenatchee, WA MSA",2023,1262,844,1038,1262,1725,1988,"5300799999"
"53000","Washington","WA","Douglas County","Wenatchee, WA MSA",2023,1262,844,1038,1262,1725,1988,"5301799999"
"02000","Alaska","AK","Dillingham Census Area","Dillingham Census Area, AK",2023,1261,884,958,1261,1535,1694,"0207099999"
"02000","Alaska","AK","Yakutat City and Borough","Yakutat City and Borough, AK",2023,1261,884,958,1261,1535,1914,"0228299999"
"26000","Michigan","MI","Livingston County","Livingston County, MI HUD Metro FMR Area",2023,1261,843,1069,1261,1708,1888,"2609399999"
"49000","Utah","UT","Davis County","Ogden-Clearfield, UT HUD Metro FMR Area",2023,1261,946,1032,1261,1734,2103,"4901199999"
"49000","Utah","UT","Morgan County","Ogden-Clearfield, UT HUD Metro FMR Area",2023,1261,946,1032,1261,1734,2103,"4902999999"
"49000","Utah","UT","Weber County","Ogden-Clearfield, UT HUD Metro FMR Area",2023,1261,946,1032,1261,1734,2103,"4905799999"
"37000","North Carolina","NC","New Hanover County","Wilmington, NC HUD Metro FMR Area",2023,1259,853,1108,1259,1669,2145,"3712999999"
"49000","Utah","UT","Wasatch County","Wasatch County, UT",2023,1259,842,1115,1259,1780,2058,"4905199999"
"06000","California","CA","Fresno County","Fresno, CA MSA",2023,1258,991,997,1258,1772,2029,"0601999999"
"06000","California","CA","Madera County","Madera, CA MSA",2023,1258,967,973,1258,1784,1971,"0603999999"
"13000","Georgia","GA","Bryan County","Savannah, GA MSA",2023,1256,1031,1112,1256,1715,2008,"1302999999"
"13000","Georgia","GA","Chatham County","Savannah, GA MSA",2023,1256,1031,1112,1256,1715,2008,"1305199999"
"13000","Georgia","GA","Effingham County","Savannah, GA MSA",2023,1256,1031,1112,1256,1715,2008,"1310399999"
"50000","Vermont","VT","Washington County","Washington County, VT",2023,1255,839,953,1255,1584,1690,"5002303175"
"50000","Vermont","VT","Washington County","Washington County, VT",2023,1255,839,953,1255,1584,1690,"5002303250"
"50000","Vermont","VT","Washington County","Washington County, VT",2023,1255,839,953,1255,1584,1690,"5002305650"
"50000","Vermont","VT","Washington County","Washington County, VT",2023,1255,839,953,1255,1584,1690,"5002311125"
"50000","Vermont","VT","Washington County","Washington County, VT",2023,1255,839,953,1255,1584,1690,"5002311350"
"50000","Vermont","VT","Washington County","Washington County, VT",2023,1255,839,953,1255,1584,1690,"5002318550"
"50000","Vermont","VT","Washington County","Washington County, VT",2023,1255,839,953,1255,1584,1690,"5002321925"
"50000","Vermont","VT","Washington County","Washington County, VT",2023,1255,839,953,1255,1584,1690,"5002325825"
"50000","Vermont","VT","Washington County","Washington County, VT",2023,1255,839,953,1255,1584,1690,"5002343600"
"50000","Vermont","VT","Washington County","Washington County, VT",2023,1255,839,953,1255,1584,1690,"5002344500"
"50000","Vermont","VT","Washington County","Washington County, VT",2023,1255,839,953,1255,1584,1690,"5002346000"
"50000","Vermont","VT","Washington County","Washington County, VT",2023,1255,839,953,1255,1584,1690,"5002346225"
"50000","Vermont","VT","Washington County","Washington County, VT",2023,1255,839,953,1255,1584,1690,"5002350275"
"50000","Vermont","VT","Washington County","Washington County, VT",2023,1255,839,953,1255,1584,1690,"5002355825"
"50000","Vermont","VT","Washington County","Washington County, VT",2023,1255,839,953,1255,1584,1690,"5002360625"
"50000","Vermont","VT","Washington County","Washington County, VT",2023,1255,839,953,1255,1584,1690,"5002375325"
"50000","Vermont","VT","Washington County","Washington County, VT",2023,1255,839,953,1255,1584,1690,"5002376525"
"50000","Vermont","VT","Washington County","Washington County, VT",2023,1255,839,953,1255,1584,1690,"5002376975"
"50000","Vermont","VT","Washington County","Washington County, VT",2023,1255,839,953,1255,1584,1690,"5002385525"
"50000","Vermont","VT","Washington County","Washington County, VT",2023,1255,839,953,1255,1584,1690,"5002386125"
"25000","Massachusetts","MA","Worcester County","Western Worcester County, MA HUD Metro FMR Area",2023,1254,941,953,1254,1708,1839,"2502702480"
"25000","Massachusetts","MA","Worcester County","Western Worcester County, MA HUD Metro FMR Area",2023,1254,941,953,1254,1708,1839,"2502728740"
"25000","Massachusetts","MA","Worcester County","Western Worcester County, MA HUD Metro FMR Area",2023,1254,941,953,1254,1708,1839,"2502731435"
"25000","Massachusetts","MA","Worcester County","Western Worcester County, MA HUD Metro FMR Area",2023,1254,941,953,1254,1708,1839,"2502745105"
"25000","Massachusetts","MA","Worcester County","Western Worcester County, MA HUD Metro FMR Area",2023,1254,941,953,1254,1708,1839,"2502753120"
"25000","Massachusetts","MA","Worcester County","Western Worcester County, MA HUD Metro FMR Area",2023,1254,941,953,1254,1708,1839,"2502753225"
"25000","Massachusetts","MA","Worcester County","Western Worcester County, MA HUD Metro FMR Area",2023,1254,941,953,1254,1708,1839,"2502758580"
"25000","Massachusetts","MA","Worcester County","Western Worcester County, MA HUD Metro FMR Area",2023,1254,941,953,1254,1708,1839,"2502773090"
"08000","Colorado","CO","Grand County","Grand County, CO",2023,1253,965,1109,1253,1542,2134,"0804999999"
"48000","Texas","TX","Brazoria County","Brazoria County, TX HUD Metro FMR Area",2023,1251,836,1108,1251,1612,2131,"4803999999"
"17000","Illinois","IL","Grundy County","Grundy County, IL HUD Metro FMR Area",2023,1247,848,947,1247,1596,1675,"1706399999"
"41000","Oregon","OR","Marion County","Salem, OR MSA",2023,1245,924,978,1245,1769,2037,"4104799999"
"41000","Oregon","OR","Polk County","Salem, OR MSA",2023,1245,924,978,1245,1769,2037,"4105399999"
"53000","Washington","WA","Walla Walla County","Walla Walla, WA MSA",2023,1245,832,946,1245,1749,1948,"5307199999"
"06000","California","CA","Merced County","Merced, CA MSA",2023,1243,854,1017,1243,1767,2117,"0604799999"
"06000","California","CA","Butte County","Chico, CA MSA",2023,1239,893,941,1239,1761,2110,"0600799999"
"41000","Oregon","OR","Douglas County","Douglas County, OR",2023,1239,828,941,1239,1761,2092,"4101999999"
"02000","Alaska","AK","Southeast Fairbanks Census Area","Southeast Fairbanks Census Area, AK",2023,1237,867,977,1237,1651,1994,"0224099999"
"23000","Maine","ME","Sagadahoc County","Sagadahoc County, ME HUD Metro FMR Area",2023,1236,826,1016,1236,1688,2017,"2302301570"
"23000","Maine","ME","Sagadahoc County","Sagadahoc County, ME HUD Metro FMR Area",2023,1236,826,1016,1236,1688,2017,"2302303355"
"23000","Maine","ME","Sagadahoc County","Sagadahoc County, ME HUD Metro FMR Area",2023,1236,826,1016,1236,1688,2017,"2302306260"
"23000","Maine","ME","Sagadahoc County","Sagadahoc County, ME HUD Metro FMR Area",2023,1236,826,1016,1236,1688,2017,"2302306365"
"23000","Maine","ME","Sagadahoc County","Sagadahoc County, ME HUD Metro FMR Area",2023,1236,826,1016,1236,1688,2017,"2302327295"
"23000","Maine","ME","Sagadahoc County","Sagadahoc County, ME HUD Metro FMR Area",2023,1236,826,1016,1236,1688,2017,"2302358070"
"23000","Maine","ME","Sagadahoc County","Sagadahoc County, ME HUD Metro FMR Area",2023,1236,826,1016,1236,1688,2017,"2302358515"
"23000","Maine","ME","Sagadahoc County","Sagadahoc County, ME HUD Metro FMR Area",2023,1236,826,1016,1236,1688,2017,"2302362645"
"23000","Maine","ME","Sagadahoc County","Sagadahoc County, ME HUD Metro FMR Area",2023,1236,826,1016,1236,1688,2017,"2302376960"
"23000","Maine","ME","Sagadahoc County","Sagadahoc County, ME HUD Metro FMR Area",2023,1236,826,1016,1236,1688,2017,"2302381930"
"23000","Maine","ME","Sagadahoc County","Sagadahoc County, ME HUD Metro FMR Area",2023,1236,826,1016,1236,1688,2017,"2302387460"
"02000","Alaska","AK","Aleutians East Borough","Aleutians East Borough, AK",2023,1234,865,937,1234,1502,1873,"0201399999"
"08000","Colorado","CO","Archuleta County","Archuleta County, CO",2023,1232,928,966,1232,1639,1990,"0800799999"
"16000","Idaho","ID","Kootenai County","Coeur d'Alene, ID MSA",2023,1228,838,1007,1228,1745,2092,"1605599999"
"42000","Pennsylvania","PA","Cumberland County","Harrisburg-Carlisle, PA MSA",2023,1228,847,975,1228,1570,1650,"4204199999"
"42000","Pennsylvania","PA","Dauphin County","Harrisburg-Carlisle, PA MSA",2023,1228,847,975,1228,1570,1650,"4204399999"
"42000","Pennsylvania","PA","Perry County","Harrisburg-Carlisle, PA MSA",2023,1228,847,975,1228,1570,1650,"4209999999"
"51000","Virginia","VA","Frederick County","Winchester, VA-WV MSA",2023,1227,879,962,1227,1547,2037,"5106999999"
"51000","Virginia","VA","Winchester city","Winchester, VA-WV MSA",2023,1227,879,962,1227,1547,2037,"5184099999"
"54000","West Virginia","WV","Hampshire County","Winchester, VA-WV MSA",2023,1227,879,962,1227,1547,2037,"5402799999"
"49000","Utah","UT","Washington County","St. George, UT MSA",2023,1226,924,1011,1226,1734,2088,"4905399999"
"27000","Minnesota","MN","Dodge County","Rochester, MN HUD Metro FMR Area",2023,1224,847,985,1224,1740,2085,"2703999999"
"27000","Minnesota","MN","Olmsted County","Rochester, MN HUD Metro FMR Area",2023,1224,847,985,1224,1740,2085,"2710999999"
"25000","Massachusetts","MA","Hampden County","Springfield, MA HUD Metro FMR Area",2023,1223,818,987,1223,1497,1799,"2501300840"
"25000","Massachusetts","MA","Hampshire County","Springfield, MA HUD Metro FMR Area",2023,1223,818,987,1223,1497,1799,"2501501370"
"25000","Massachusetts","MA","Hampshire County","Springfield, MA HUD Metro FMR Area",2023,1223,818,987,1223,1497,1799,"2501504825"
"25000","Massachusetts","MA","Hampden County","Springfield, MA HUD Metro FMR Area",2023,1223,818,987,1223,1497,1799,"2501306085"
"25000","Massachusetts","MA","Hampden County","Springfield, MA HUD Metro FMR Area",2023,1223,818,987,1223,1497,1799,"2501308470"
"25000","Massachusetts","MA","Hampden County","Springfield, MA HUD Metro FMR Area",2023,1223,818,987,1223,1497,1799,"2501313485"
"25000","Massachusetts","MA","Hampshire County","Springfield, MA HUD Metro FMR Area",2023,1223,818,987,1223,1497,1799,"2501513590"
"25000","Massachusetts","MA","Hampden County","Springfield, MA HUD Metro FMR Area",2023,1223,818,987,1223,1497,1799,"2501313660"
"25000","Massachusetts","MA","Hampshire County","Springfield, MA HUD Metro FMR Area",2023,1223,818,987,1223,1497,1799,"2501516040"
"25000","Massachusetts","MA","Hampden County","Springfield, MA HUD Metro FMR Area",2023,1223,818,987,1223,1497,1799,"2501319645"
"25000","Massachusetts","MA","Hampshire County","Springfield, MA HUD Metro FMR Area",2023,1223,818,987,1223,1497,1799,"2501519370"
"25000","Massachusetts","MA","Hampshire County","Springfield, MA HUD Metro FMR Area",2023,1223,818,987,1223,1497,1799,"2501526290"
"25000","Massachusetts","MA","Hampshire County","Springfield, MA HUD Metro FMR Area",2023,1223,818,987,1223,1497,1799,"2501526535"
"25000","Massachusetts","MA","Hampden County","Springfield, MA HUD Metro FMR Area",2023,1223,818,987,1223,1497,1799,"2501326675"
"25000","Massachusetts","MA","Hampshire County","Springfield, MA HUD Metro FMR Area",2023,1223,818,987,1223,1497,1799,"2501527690"
"25000","Massachusetts","MA","Hampden County","Springfield, MA HUD Metro FMR Area",2023,1223,818,987,1223,1497,1799,"2501328075"
"25000","Massachusetts","MA","Hampshire County","Springfield, MA HUD Metro FMR Area",2023,1223,818,987,1223,1497,1799,"2501529265"
"25000","Massachusetts","MA","Hampden County","Springfield, MA HUD Metro FMR Area",2023,1223,818,987,1223,1497,1799,"2501330665"
"25000","Massachusetts","MA","Hampden County","Springfield, MA HUD Metro FMR Area",2023,1223,818,987,1223,1497,1799,"2501330840"
"25000","Massachusetts","MA","Hampshire County","Springfield, MA HUD Metro FMR Area",2023,1223,818,987,1223,1497,1799,"2501531785"
"25000","Massachusetts","MA","Hampden County","Springfield, MA HUD Metro FMR Area",2023,1223,818,987,1223,1497,1799,"2501336300"
